Gen	np	tree	tau_4EminEmyoxEsp	lnL
11400	2	11	0.001155	0.000586	-2521584.360
11500	2	11	0.001174	0.000638	-2521800.224
11600	2	11	0.001158	0.000637	-2521586.632
11700	2	11	0.001124	0.000607	-2521642.521
11800	2	11	0.001114	0.000610	-2521614.102
11900	2	11	0.001096	0.000605	-2521509.372
12000	2	11	0.001132	0.000603	-2521499.516
12100	2	11	0.001096	0.000619	-2521478.852
12200	2	11	0.001097	0.000601	-2521639.085
12300	2	11	0.001115	0.000642	-2521433.230
12400	2	11	0.001106	0.000629	-2521503.686
12500	2	11	0.001089	0.000622	-2521580.154
12600	2	11	0.001137	0.000637	-2521631.878
12700	2	11	0.001082	0.000635	-2521672.882
12800	2	11	0.001103	0.000609	-2521618.239
12900	2	11	0.001126	0.000624	-2521617.390
13000	2	11	0.001145	0.000623	-2521501.462
13100	2	11	0.001138	0.000612	-2521663.267
13200	2	11	0.001139	0.000607	-2521620.205
13300	2	11	0.001142	0.000601	-2521532.822
13400	2	11	0.001112	0.000605	-2521284.293
13500	2	11	0.001117	0.000592	-2521668.040
13600	2	11	0.001108	0.000600	-2521446.220
13700	2	11	0.001116	0.000610	-2521646.609
13800	2	11	0.001128	0.000604	-2521599.647
13900	2	11	0.001121	0.000587	-2521685.525
14000	2	11	0.001126	0.000629	-2521507.300
14100	2	11	0.001109	0.000647	-2521648.135
14200	2	11	0.001073	0.000634	-2521530.226
14300	2	11	0.001072	0.000613	-2521518.322
14400	2	11	0.001089	0.000614	-2521526.636
14500	2	11	0.001105	0.000596	-2521384.263
14600	2	11	0.001130	0.000589	-2521387.468
14700	2	11	0.001114	0.000612	-2521515.559
14800	2	11	0.001145	0.000605	-2521415.771
14900	2	11	0.001124	0.000628	-2521520.849
15000	2	11	0.001129	0.000592	-2521478.075
15100	2	11	0.001137	0.000600	-2521524.528
15200	2	11	0.001132	0.000598	-2521434.134
15300	2	11	0.001129	0.000609	-2521700.630
15400	2	11	0.001133	0.000586	-2521531.472
15500	2	11	0.001125	0.000559	-2521604.865
15600	2	11	0.001138	0.000591	-2521496.679
15700	2	11	0.001153	0.000613	-2521545.704
15800	2	11	0.001145	0.000595	-2521567.587
15900	2	11	0.001164	0.000581	-2521537.204
16000	2	11	0.001109	0.000612	-2521694.610
16100	2	11	0.001123	0.000632	-2521574.749
16200	2	11	0.001136	0.000600	-2521611.077
16300	2	11	0.001119	0.000595	-2521526.559
16400	2	11	0.001138	0.000627	-2521514.125
16500	2	11	0.001116	0.000607	-2521521.984
16600	2	11	0.001147	0.000597	-2521653.346
16700	2	11	0.001145	0.000592	-2521694.974
16800	2	11	0.001157	0.000615	-2521698.671
16900	2	11	0.001146	0.000587	-2521623.916
17000	2	11	0.001128	0.000621	-2521749.184
17100	2	11	0.001150	0.000610	-2521701.568
17200	2	11	0.001160	0.000577	-2521495.144
17300	2	11	0.001111	0.000602	-2521529.561
17400	2	11	0.001137	0.000643	-2521594.664
17500	2	11	0.001126	0.000607	-2521553.619
17600	2	11	0.001138	0.000641	-2521692.122
17700	2	11	0.001165	0.000614	-2521710.343
17800	2	11	0.001160	0.000592	-2521650.612
17900	2	11	0.001142	0.000621	-2521503.342
18000	2	11	0.001133	0.000609	-2521781.482
18100	2	11	0.001114	0.000611	-2521493.315
18200	2	11	0.001103	0.000604	-2521450.515
18300	2	11	0.001116	0.000599	-2521677.968
18400	2	11	0.001132	0.000626	-2521576.256
18500	2	11	0.001145	0.000611	-2521590.573
18600	2	11	0.001125	0.000601	-2521402.558
18700	2	11	0.001125	0.000604	-2521495.005
18800	2	11	0.001101	0.000602	-2521429.565
18900	2	11	0.001121	0.000593	-2521705.503
19000	2	11	0.001144	0.000603	-2521469.304
19100	2	11	0.001153	0.000618	-2521548.636
19200	2	11	0.001142	0.000588	-2521473.071
19300	2	11	0.001134	0.000656	-2521657.681
19400	2	11	0.001132	0.000596	-2521765.346
19500	2	11	0.001142	0.000637	-2521676.200
19600	2	11	0.001139	0.000627	-2521695.068
19700	2	11	0.001124	0.000640	-2521380.922
19800	2	11	0.001108	0.000623	-2521554.691
19900	2	11	0.001118	0.000582	-2521305.533
20000	2	11	0.001112	0.000612	-2521475.993
20100	2	11	0.001138	0.000600	-2521621.782
20200	2	11	0.001151	0.000640	-2521578.867
20300	2	11	0.001132	0.000625	-2521595.936
20400	2	11	0.001156	0.000626	-2521602.484
20500	2	11	0.001152	0.000607	-2521491.212
20600	2	11	0.001110	0.000616	-2521537.944
20700	2	11	0.001155	0.000605	-2521517.998
20800	2	11	0.001124	0.000608	-2521568.426
20900	2	11	0.001159	0.000550	-2521503.258
21000	2	11	0.001151	0.000602	-2521813.035
21100	2	11	0.001152	0.000604	-2521412.758
21200	2	11	0.001133	0.000611	-2521708.492
21300	2	11	0.001141	0.000603	-2521379.759
21400	2	11	0.001129	0.000617	-2521628.801
21500	2	11	0.001141	0.000639	-2521547.662
21600	2	11	0.001185	0.000637	-2521751.087
21700	2	11	0.001127	0.000599	-2521524.446
21800	2	11	0.001126	0.000591	-2521543.953
21900	2	11	0.001126	0.000593	-2521534.031
22000	2	11	0.001104	0.000603	-2521466.927
22100	2	11	0.001120	0.000593	-2521720.959
22200	2	11	0.001140	0.000597	-2521622.615
22300	2	11	0.001149	0.000600	-2521617.395
22400	2	11	0.001178	0.000617	-2521548.960
22500	2	11	0.001133	0.000606	-2521572.088
22600	2	11	0.001105	0.000633	-2521676.947
22700	2	11	0.001083	0.000602	-2521566.188
22800	2	11	0.001094	0.000605	-2521536.467
22900	2	11	0.001119	0.000602	-2521469.798
23000	2	11	0.001129	0.000611	-2521586.527
23100	2	11	0.001116	0.000607	-2521363.629
23200	2	11	0.001107	0.000611	-2521647.481
23300	2	11	0.001088	0.000621	-2521587.051
23400	2	11	0.001120	0.000597	-2521283.332
23500	2	11	0.001100	0.000628	-2521475.811
23600	2	11	0.001139	0.000614	-2521582.753
23700	2	11	0.001094	0.000619	-2521422.301
23800	2	11	0.001123	0.000627	-2521667.300
23900	2	11	0.001117	0.000587	-2521315.317
24000	2	11	0.001117	0.000628	-2521493.218
24100	2	11	0.001088	0.000599	-2521470.750
24200	2	11	0.001110	0.000622	-2521492.199
24300	2	11	0.001109	0.000617	-2521494.884
24400	2	11	0.001107	0.000620	-2521577.950
24500	2	11	0.001123	0.000603	-2521488.689
24600	2	11	0.001151	0.000602	-2521545.994
24700	2	11	0.001125	0.000597	-2521541.908
24800	2	11	0.001085	0.000594	-2521502.974
24900	2	11	0.001072	0.000628	-2521620.171
25000	2	11	0.001148	0.000575	-2521381.711
25100	2	11	0.001093	0.000599	-2521678.935
25200	2	11	0.001091	0.000609	-2521448.964
25300	2	11	0.001097	0.000584	-2521375.220
25400	2	11	0.001109	0.000622	-2521554.028
25500	2	11	0.001135	0.000593	-2521388.457
25600	2	11	0.001135	0.000609	-2521483.979
25700	2	11	0.001111	0.000596	-2521622.503
25800	2	11	0.001131	0.000649	-2521582.605
25900	2	11	0.001122	0.000629	-2521578.028
26000	2	11	0.001148	0.000601	-2521442.813
26100	2	11	0.001132	0.000592	-2521540.317
26200	2	11	0.001142	0.000611	-2521683.242
26300	2	11	0.001126	0.000613	-2521578.300
26400	2	11	0.001119	0.000626	-2521566.739
26500	2	11	0.001094	0.000598	-2521615.093
26600	2	11	0.001140	0.000635	-2521487.197
26700	2	11	0.001115	0.000603	-2521586.369
26800	2	11	0.001148	0.000575	-2521581.824
26900	2	11	0.001166	0.000605	-2521582.875
27000	2	11	0.001131	0.000588	-2521558.267
27100	2	11	0.001164	0.000607	-2521664.917
27200	2	11	0.001152	0.000618	-2521735.276
27300	2	11	0.001144	0.000605	-2521469.035
27400	2	11	0.001116	0.000601	-2521533.163
27500	2	11	0.001113	0.000591	-2521376.995
27600	2	11	0.001149	0.000610	-2521603.952
27700	2	11	0.001152	0.000578	-2521524.716
27800	2	11	0.001153	0.000650	-2521867.264
27900	2	11	0.001139	0.000644	-2521650.150
28000	2	11	0.001158	0.000629	-2521651.582
28100	2	11	0.001141	0.000600	-2521566.355
28200	2	11	0.001107	0.000619	-2521622.438
28300	2	11	0.001094	0.000611	-2521535.084
28400	2	11	0.001073	0.000603	-2521368.885
28500	2	11	0.001101	0.000571	-2521474.676
28600	2	11	0.001112	0.000580	-2521445.136
28700	2	11	0.001095	0.000591	-2521378.983
28800	2	11	0.001142	0.000626	-2521606.086
28900	2	11	0.001149	0.000610	-2521691.004
29000	2	11	0.001157	0.000608	-2521570.075
29100	2	11	0.001187	0.000636	-2521730.089
29200	2	11	0.001143	0.000604	-2521384.965
29300	2	11	0.001141	0.000615	-2521556.755
29400	2	11	0.001138	0.000586	-2521540.076
29500	2	11	0.001102	0.000622	-2521577.946
29600	2	11	0.001160	0.000617	-2521629.238
29700	2	11	0.001142	0.000605	-2521604.279
29800	2	11	0.001136	0.000632	-2521399.035
29900	2	11	0.001126	0.000612	-2521406.468
30000	2	11	0.001105	0.000646	-2521648.792
30100	2	11	0.001101	0.000598	-2521555.119
30200	2	11	0.001107	0.000606	-2521570.185
30300	2	11	0.001146	0.000593	-2521523.059
30400	2	11	0.001109	0.000632	-2521492.022
30500	2	11	0.001145	0.000600	-2521358.725
30600	2	11	0.001137	0.000599	-2521551.987
30700	2	11	0.001134	0.000580	-2521344.855
30800	2	11	0.001145	0.000591	-2521440.464
30900	2	11	0.001099	0.000591	-2521353.655
31000	2	11	0.001126	0.000613	-2521423.381
31100	2	11	0.001115	0.000634	-2521679.681
31200	2	11	0.001099	0.000613	-2521327.639
31300	2	11	0.001112	0.000604	-2521625.293
31400	2	11	0.001123	0.000618	-2521393.946
31500	2	11	0.001165	0.000601	-2521513.140
31600	2	11	0.001130	0.000601	-2521352.441
31700	2	11	0.001095	0.000600	-2521482.225
31800	2	11	0.001091	0.000613	-2521472.121
31900	2	11	0.001094	0.000633	-2521495.952
32000	2	11	0.001112	0.000607	-2521480.693
32100	2	11	0.001099	0.000595	-2521369.376
32200	2	11	0.001133	0.000611	-2521563.010
32300	2	11	0.001107	0.000593	-2521469.861
32400	2	11	0.001130	0.000627	-2521594.965
32500	2	11	0.001071	0.000610	-2521474.087
32600	2	11	0.001102	0.000631	-2521492.624
32700	2	11	0.001116	0.000621	-2521667.290
32800	2	11	0.001154	0.000632	-2521669.890
32900	2	11	0.001177	0.000622	-2521528.400
33000	2	11	0.001139	0.000609	-2521461.820
33100	2	11	0.001129	0.000588	-2521414.568
33200	2	11	0.001129	0.000594	-2521410.187
33300	2	11	0.001141	0.000604	-2521516.055
33400	2	11	0.001161	0.000628	-2521592.935
33500	2	11	0.001142	0.000616	-2521458.893
33600	2	11	0.001086	0.000617	-2521587.636
33700	2	11	0.001133	0.000632	-2521545.982
33800	2	11	0.001172	0.000592	-2521582.336
33900	2	11	0.001142	0.000605	-2521506.568
34000	2	11	0.001101	0.000628	-2521623.449
34100	2	11	0.001099	0.000601	-2521420.499
34200	2	11	0.001119	0.000592	-2521359.669
34300	2	11	0.001123	0.000608	-2521479.631
34400	2	11	0.001124	0.000580	-2521501.629
34500	2	11	0.001117	0.000587	-2521366.667
34600	2	11	0.001131	0.000597	-2521481.080
34700	2	11	0.001169	0.000604	-2521724.488
34800	2	11	0.001161	0.000602	-2521583.025
34900	2	11	0.001162	0.000607	-2521616.273
35000	2	11	0.001108	0.000599	-2521570.376
35100	2	11	0.001146	0.000616	-2521509.126
35200	2	11	0.001098	0.000602	-2521481.522
35300	2	11	0.001108	0.000602	-2521569.252
35400	2	11	0.001132	0.000635	-2521569.364
35500	2	11	0.001102	0.000616	-2521488.384
35600	2	11	0.001122	0.000610	-2521544.965
35700	2	11	0.001116	0.000615	-2521701.645
35800	2	11	0.001151	0.000610	-2521465.513
35900	2	11	0.001140	0.000604	-2521669.257
36000	2	11	0.001158	0.000591	-2521582.532
36100	2	11	0.001121	0.000611	-2521574.017
36200	2	11	0.001126	0.000620	-2521687.441
36300	2	11	0.001100	0.000595	-2521534.421
36400	2	11	0.001103	0.000632	-2521488.437
36500	2	11	0.001151	0.000565	-2521481.082
36600	2	11	0.001143	0.000581	-2521502.697
36700	2	11	0.001132	0.000614	-2521499.236
36800	2	11	0.001086	0.000614	-2521489.384
36900	2	11	0.001129	0.000608	-2521469.810
37000	2	11	0.001125	0.000609	-2521485.490
37100	2	11	0.001138	0.000638	-2521720.027
37200	2	11	0.001118	0.000630	-2521482.224
37300	2	11	0.001100	0.000603	-2521388.510
37400	2	11	0.001105	0.000627	-2521485.150
37500	2	11	0.001115	0.000615	-2521305.100
37600	2	11	0.001134	0.000602	-2521526.951
37700	2	11	0.001087	0.000594	-2521454.245
37800	2	11	0.001114	0.000600	-2521511.368
37900	2	11	0.001113	0.000610	-2521755.157
38000	2	11	0.001109	0.000632	-2521454.810
38100	2	11	0.001113	0.000637	-2521487.432
38200	2	11	0.001112	0.000623	-2521367.775
38300	2	11	0.001147	0.000608	-2521562.054
38400	2	11	0.001136	0.000596	-2521472.153
38500	2	11	0.001153	0.000623	-2521493.177
38600	2	11	0.001127	0.000610	-2521582.573
38700	2	11	0.001130	0.000599	-2521539.223
38800	2	11	0.001176	0.000619	-2521569.458
38900	2	11	0.001131	0.000611	-2521452.225
39000	2	11	0.001126	0.000631	-2521534.295
39100	2	11	0.001136	0.000591	-2521431.360
39200	2	11	0.001104	0.000601	-2521623.270
39300	2	11	0.001123	0.000596	-2521582.566
39400	2	11	0.001138	0.000621	-2521697.649
39500	2	11	0.001127	0.000586	-2521500.884
39600	2	11	0.001123	0.000606	-2521553.382
39700	2	11	0.001135	0.000617	-2521554.224
39800	2	11	0.001157	0.000634	-2521412.471
39900	2	11	0.001122	0.000613	-2521234.315
40000	2	11	0.001096	0.000606	-2521372.308
40100	2	11	0.001120	0.000563	-2521390.194
40200	2	11	0.001155	0.000600	-2521433.645
40300	2	11	0.001155	0.000611	-2521546.088
40400	2	11	0.001150	0.000617	-2521364.585
40500	2	11	0.001142	0.000626	-2521493.741
40600	2	11	0.001143	0.000590	-2521515.054
40700	2	11	0.001150	0.000614	-2521788.833
40800	2	11	0.001149	0.000608	-2521470.349
40900	2	11	0.001132	0.000610	-2521570.589
41000	2	11	0.001123	0.000607	-2521272.080
41100	2	11	0.001086	0.000583	-2521334.543
41200	2	11	0.001108	0.000569	-2521411.763
41300	2	11	0.001097	0.000612	-2521416.750
41400	2	11	0.001137	0.000626	-2521402.091
41500	2	11	0.001099	0.000588	-2521429.763
41600	2	11	0.001112	0.000591	-2521439.569
41700	2	11	0.001129	0.000584	-2521363.273
41800	2	11	0.001137	0.000607	-2521348.977
41900	2	11	0.001097	0.000607	-2521488.948
42000	2	11	0.001131	0.000648	-2521534.718
42100	2	11	0.001121	0.000618	-2521320.731
42200	2	11	0.001129	0.000630	-2521514.784
42300	2	11	0.001142	0.000607	-2521397.512
42400	2	11	0.001113	0.000589	-2521390.198
42500	2	11	0.001098	0.000611	-2521319.577
42600	2	11	0.001118	0.000627	-2521364.889
42700	2	11	0.001106	0.000602	-2521391.372
42800	2	11	0.001108	0.000603	-2521535.317
42900	2	11	0.001110	0.000600	-2521369.251
43000	2	11	0.001151	0.000577	-2521420.527
43100	2	11	0.001162	0.000600	-2521401.612
43200	2	11	0.001130	0.000581	-2521736.865
43300	2	11	0.001138	0.000585	-2521481.601
43400	2	11	0.001157	0.000609	-2521547.305
43500	2	11	0.001110	0.000596	-2521485.091
43600	2	11	0.001168	0.000591	-2521511.763
43700	2	11	0.001127	0.000584	-2521417.893
43800	2	11	0.001112	0.000580	-2521358.207
43900	2	11	0.001109	0.000581	-2521420.658
44000	2	11	0.001118	0.000599	-2521387.144
44100	2	11	0.001119	0.000618	-2521630.229
44200	2	11	0.001118	0.000597	-2521527.035
44300	2	11	0.001108	0.000627	-2521427.462
44400	2	11	0.001110	0.000620	-2521510.080
44500	2	11	0.001105	0.000613	-2521452.258
44600	2	11	0.001091	0.000591	-2521647.763
44700	2	11	0.001099	0.000615	-2521294.249
44800	2	11	0.001128	0.000594	-2521510.482
44900	2	11	0.001091	0.000593	-2521420.339
45000	2	11	0.001131	0.000616	-2521439.735
45100	2	11	0.001114	0.000587	-2521469.399
45200	2	11	0.001137	0.000641	-2521366.016
45300	2	11	0.001105	0.000604	-2521427.112
45400	2	11	0.001102	0.000611	-2521531.810
45500	2	11	0.001142	0.000601	-2521626.759
45600	2	11	0.001125	0.000602	-2521403.261
45700	2	11	0.001141	0.000599	-2521487.903
45800	2	11	0.001154	0.000617	-2521529.956
45900	2	11	0.001132	0.000610	-2521521.522
46000	2	11	0.001144	0.000595	-2521609.904
46100	2	11	0.001146	0.000600	-2521598.222
46200	2	11	0.001122	0.000604	-2521535.140
46300	2	11	0.001118	0.000591	-2521336.887
46400	2	11	0.001094	0.000603	-2521412.166
46500	2	11	0.001094	0.000601	-2521456.949
46600	2	11	0.001135	0.000632	-2521466.846
46700	2	11	0.001122	0.000609	-2521485.335
46800	2	11	0.001128	0.000646	-2521460.274
46900	2	11	0.001162	0.000625	-2521604.684
47000	2	11	0.001090	0.000635	-2521470.213
47100	2	11	0.001082	0.000595	-2521432.062
47200	2	11	0.001089	0.000606	-2521437.000
47300	2	11	0.001104	0.000621	-2521438.634
47400	2	11	0.001107	0.000593	-2521426.040
47500	2	11	0.001121	0.000579	-2521404.912
47600	2	11	0.001123	0.000604	-2521444.417
47700	2	11	0.001141	0.000615	-2521461.045
47800	2	11	0.001138	0.000629	-2521536.463
47900	2	11	0.001128	0.000633	-2521538.520
48000	2	11	0.001153	0.000627	-2521524.939
48100	2	11	0.001129	0.000609	-2521482.797
48200	2	11	0.001103	0.000616	-2521693.312
48300	2	11	0.001122	0.000604	-2521555.857
48400	2	11	0.001150	0.000577	-2521320.061
48500	2	11	0.001125	0.000637	-2521347.041
48600	2	11	0.001104	0.000579	-2521513.629
48700	2	11	0.001139	0.000608	-2521647.552
48800	2	11	0.001136	0.000604	-2521568.112
48900	2	11	0.001128	0.000612	-2521623.854
49000	2	11	0.001143	0.000591	-2521562.931
49100	2	11	0.001112	0.000620	-2521455.800
49200	2	11	0.001102	0.000629	-2521414.104
49300	2	11	0.001165	0.000601	-2521560.399
49400	2	11	0.001169	0.000627	-2521653.446
49500	2	11	0.001115	0.000588	-2521358.336
49600	2	11	0.001160	0.000621	-2521406.978
49700	2	11	0.001070	0.000571	-2521379.170
49800	2	11	0.001124	0.000605	-2521569.380
49900	2	11	0.001128	0.000600	-2521481.997
50000	2	11	0.001127	0.000584	-2521430.074
50100	2	11	0.001123	0.000589	-2521409.768
50200	2	11	0.001184	0.000621	-2521364.298
50300	2	11	0.001158	0.000601	-2521336.179
50400	2	11	0.001190	0.000594	-2521651.433
50500	2	11	0.001162	0.000623	-2521482.295
50600	2	11	0.001138	0.000584	-2521420.365
50700	2	11	0.001098	0.000607	-2521413.713
50800	2	11	0.001120	0.000615	-2521569.822
50900	2	11	0.001118	0.000598	-2521490.096
51000	2	11	0.001134	0.000612	-2521569.897
51100	2	11	0.001129	0.000602	-2521499.636
51200	2	11	0.001107	0.000619	-2521507.944
51300	2	11	0.001117	0.000632	-2521583.340
51400	2	11	0.001091	0.000608	-2521582.170
51500	2	11	0.001108	0.000639	-2521411.293
51600	2	11	0.001107	0.000628	-2521370.645
51700	2	11	0.001103	0.000587	-2521460.741
51800	2	11	0.001114	0.000609	-2521509.426
51900	2	11	0.001126	0.000614	-2521523.605
52000	2	11	0.001124	0.000605	-2521508.147
52100	2	11	0.001140	0.000588	-2521491.544
52200	2	11	0.001136	0.000623	-2521700.381
52300	2	11	0.001141	0.000611	-2521424.290
52400	2	11	0.001134	0.000593	-2521379.435
52500	2	11	0.001145	0.000640	-2521560.661
52600	2	11	0.001118	0.000579	-2521546.052
52700	2	11	0.001143	0.000590	-2521616.217
52800	2	11	0.001120	0.000617	-2521443.857
52900	2	11	0.001104	0.000574	-2521442.773
53000	2	11	0.001105	0.000595	-2521354.781
53100	2	11	0.001145	0.000626	-2521637.712
53200	2	11	0.001109	0.000586	-2521424.706
53300	2	11	0.001110	0.000597	-2521260.276
53400	2	11	0.001150	0.000643	-2521612.722
53500	2	11	0.001152	0.000616	-2521374.145
53600	2	11	0.001156	0.000603	-2521507.043
53700	2	11	0.001162	0.000590	-2521400.373
53800	2	11	0.001142	0.000604	-2521392.026
53900	2	11	0.001111	0.000619	-2521656.822
54000	2	11	0.001133	0.000634	-2521616.311
54100	2	11	0.001149	0.000597	-2521363.703
54200	2	11	0.001138	0.000609	-2521499.606
54300	2	11	0.001117	0.000600	-2521615.169
54400	2	11	0.001143	0.000611	-2521602.195
54500	2	11	0.001124	0.000588	-2521471.231
54600	2	11	0.001126	0.000573	-2521513.372
54700	2	11	0.001137	0.000605	-2521479.844
54800	2	11	0.001165	0.000605	-2521486.879
54900	2	11	0.001137	0.000642	-2521577.234
55000	2	11	0.001123	0.000624	-2521477.965
55100	2	11	0.001145	0.000600	-2521537.056
55200	2	11	0.001148	0.000608	-2521459.049
55300	2	11	0.001155	0.000616	-2521510.033
55400	2	11	0.001130	0.000597	-2521445.784
55500	2	11	0.001110	0.000582	-2521471.859
55600	2	11	0.001099	0.000591	-2521446.001
55700	2	11	0.001097	0.000613	-2521485.004
55800	2	11	0.001122	0.000598	-2521336.271
55900	2	11	0.001111	0.000607	-2521639.083
56000	2	11	0.001108	0.000607	-2521415.990
56100	2	11	0.001117	0.000592	-2521348.471
56200	2	11	0.001142	0.000587	-2521430.431
56300	2	11	0.001135	0.000585	-2521685.570
56400	2	11	0.001169	0.000602	-2521306.916
56500	2	11	0.001167	0.000603	-2521584.721
56600	2	11	0.001154	0.000607	-2521469.640
56700	2	11	0.001154	0.000586	-2521477.399
56800	2	11	0.001158	0.000632	-2521548.382
56900	2	11	0.001153	0.000591	-2521372.149
57000	2	11	0.001142	0.000613	-2521511.654
57100	2	11	0.001130	0.000586	-2521298.187
57200	2	11	0.001102	0.000604	-2521420.499
57300	2	11	0.001104	0.000594	-2521312.660
57400	2	11	0.001116	0.000619	-2521454.304
57500	2	11	0.001114	0.000613	-2521338.383
57600	2	11	0.001098	0.000632	-2521524.339
57700	2	11	0.001122	0.000596	-2521484.659
57800	2	11	0.001154	0.000591	-2521577.807
57900	2	11	0.001124	0.000596	-2521451.672
58000	2	11	0.001070	0.000614	-2521349.428
58100	2	11	0.001138	0.000626	-2521354.937
