Gen	np	tree	tau_4EminEmyoxEsp	lnL
100	2	11	0.001150	0.000708	-2521647.977
200	2	11	0.001093	0.000684	-2521699.450
300	2	11	0.001109	0.000707	-2521670.314
400	2	11	0.001128	0.000732	-2521579.128
500	2	11	0.001144	0.000698	-2521655.415
600	2	11	0.001128	0.000717	-2521645.933
700	2	11	0.001148	0.000739	-2521831.696
800	2	11	0.001139	0.000730	-2521716.890
900	2	11	0.001150	0.000730	-2521892.259
1000	2	11	0.001161	0.000712	-2521911.210
1100	2	11	0.001127	0.000681	-2521662.225
1200	2	11	0.001179	0.000715	-2521955.699
1300	2	11	0.001148	0.000738	-2521865.416
1400	2	11	0.001128	0.000725	-2521737.568
1500	2	11	0.001140	0.000707	-2521814.031
1600	2	11	0.001154	0.000726	-2521820.544
1700	2	11	0.001163	0.000693	-2521742.551
1800	2	11	0.001146	0.000738	-2521904.161
1900	2	11	0.001162	0.000728	-2521734.746
2000	2	11	0.001152	0.000715	-2521923.232
2100	2	11	0.001147	0.000722	-2521649.245
2200	2	11	0.001183	0.000686	-2521752.902
2300	2	11	0.001134	0.000668	-2521606.958
2400	2	11	0.001137	0.000734	-2521699.100
2500	2	11	0.001157	0.000737	-2521759.871
2600	2	11	0.001161	0.000684	-2521752.048
2700	2	11	0.001145	0.000757	-2521867.033
2800	2	11	0.001147	0.000765	-2521869.122
2900	2	11	0.001146	0.000739	-2521653.424
3000	2	11	0.001178	0.000701	-2521716.355
3100	2	11	0.001145	0.000706	-2521601.894
3200	2	11	0.001143	0.000725	-2521905.511
3300	2	11	0.001172	0.000740	-2521792.670
3400	2	11	0.001168	0.000729	-2521758.759
3500	2	11	0.001144	0.000726	-2521761.301
3600	2	11	0.001141	0.000740	-2521703.001
3700	2	11	0.001144	0.000704	-2521666.561
3800	2	11	0.001152	0.000713	-2521663.627
3900	2	11	0.001179	0.000721	-2521845.241
4000	2	11	0.001112	0.000692	-2521553.493
4100	2	11	0.001140	0.000748	-2521771.678
4200	2	11	0.001135	0.000712	-2521662.095
4300	2	11	0.001135	0.000709	-2521639.084
4400	2	11	0.001142	0.000670	-2521650.128
4500	2	11	0.001152	0.000692	-2521720.155
4600	2	11	0.001134	0.000697	-2521605.139
4700	2	11	0.001155	0.000721	-2521900.135
4800	2	11	0.001145	0.000722	-2521742.609
4900	2	11	0.001127	0.000726	-2521704.265
5000	2	11	0.001165	0.000698	-2521648.866
5100	2	11	0.001163	0.000732	-2521711.013
5200	2	11	0.001156	0.000732	-2521625.693
5300	2	11	0.001168	0.000693	-2521606.894
5400	2	11	0.001181	0.000693	-2521749.104
5500	2	11	0.001178	0.000717	-2521750.715
5600	2	11	0.001164	0.000707	-2521575.987
5700	2	11	0.001162	0.000713	-2521717.823
5800	2	11	0.001167	0.000707	-2521765.973
5900	2	11	0.001170	0.000690	-2521568.627
6000	2	11	0.001150	0.000700	-2521863.532
6100	2	11	0.001176	0.000748	-2521791.613
6200	2	11	0.001149	0.000698	-2521636.482
6300	2	11	0.001138	0.000716	-2521776.141
6400	2	11	0.001127	0.000693	-2521691.692
6500	2	11	0.001121	0.000726	-2521582.399
6600	2	11	0.001133	0.000671	-2521460.945
