Gen	np	tree	tau_4EminEmyoxEsp	lnL
100	2	11	0.001138	0.000636	-2521840.473
200	2	11	0.001124	0.000598	-2521540.420
300	2	11	0.001156	0.000587	-2521613.993
400	2	11	0.001119	0.000592	-2521689.840
500	2	11	0.001131	0.000617	-2521616.111
600	2	11	0.001113	0.000582	-2521659.046
700	2	11	0.001146	0.000609	-2521821.287
800	2	11	0.001109	0.000610	-2521718.244
900	2	11	0.001129	0.000612	-2521742.561
1000	2	11	0.001131	0.000636	-2521802.025
1100	2	11	0.001106	0.000574	-2521534.903
1200	2	11	0.001089	0.000595	-2521672.287
1300	2	11	0.001098	0.000619	-2521635.045
1400	2	11	0.001123	0.000618	-2521534.009
1500	2	11	0.001107	0.000584	-2521491.085
1600	2	11	0.001110	0.000611	-2521651.085
1700	2	11	0.001073	0.000593	-2521521.699
1800	2	11	0.001095	0.000612	-2521673.377
1900	2	11	0.001106	0.000597	-2521523.716
2000	2	11	0.001095	0.000589	-2521634.397
2100	2	11	0.001121	0.000601	-2521775.728
2200	2	11	0.001137	0.000608	-2521775.739
2300	2	11	0.001152	0.000586	-2521737.650
2400	2	11	0.001135	0.000595	-2521565.737
2500	2	11	0.001165	0.000607	-2521789.613
2600	2	11	0.001162	0.000615	-2521644.367
2700	2	11	0.001150	0.000609	-2521750.405
2800	2	11	0.001138	0.000616	-2521696.149
2900	2	11	0.001167	0.000596	-2521763.629
3000	2	11	0.001159	0.000571	-2521553.025
3100	2	11	0.001177	0.000600	-2521855.947
3200	2	11	0.001172	0.000601	-2521714.504
3300	2	11	0.001144	0.000623	-2521531.014
3400	2	11	0.001152	0.000600	-2521686.786
3500	2	11	0.001154	0.000576	-2521731.192
3600	2	11	0.001135	0.000621	-2521654.201
3700	2	11	0.001106	0.000582	-2521663.367
3800	2	11	0.001095	0.000584	-2521611.589
3900	2	11	0.001144	0.000628	-2521698.438
4000	2	11	0.001161	0.000609	-2521753.652
4100	2	11	0.001119	0.000614	-2521498.374
4200	2	11	0.001113	0.000595	-2521507.418
4300	2	11	0.001107	0.000582	-2521608.331
4400	2	11	0.001125	0.000588	-2521550.784
4500	2	11	0.001124	0.000587	-2521715.455
4600	2	11	0.001145	0.000608	-2521742.490
4700	2	11	0.001129	0.000589	-2521716.196
4800	2	11	0.001108	0.000586	-2521514.778
4900	2	11	0.001100	0.000600	-2521573.013
5000	2	11	0.001127	0.000600	-2521699.974
5100	2	11	0.001134	0.000617	-2521719.585
5200	2	11	0.001138	0.000593	-2521631.180
5300	2	11	0.001143	0.000605	-2521783.511
5400	2	11	0.001148	0.000631	-2521703.440
