Gen	np	tree	tau_4EminEmyoxEsp	lnL
9400	2	11	0.001081	0.000606	-2521490.213
9500	2	11	0.001124	0.000631	-2521662.768
9600	2	11	0.001149	0.000614	-2521707.843
9700	2	11	0.001179	0.000623	-2521793.063
9800	2	11	0.001138	0.000627	-2521764.543
9900	2	11	0.001146	0.000604	-2521592.885
10000	2	11	0.001145	0.000625	-2521604.833
10100	2	11	0.001137	0.000598	-2521682.543
10200	2	11	0.001139	0.000591	-2521494.226
10300	2	11	0.001122	0.000622	-2521828.130
10400	2	11	0.001158	0.000629	-2521684.251
10500	2	11	0.001121	0.000612	-2521559.888
10600	2	11	0.001125	0.000642	-2521638.094
10700	2	11	0.001134	0.000607	-2521487.497
10800	2	11	0.001096	0.000588	-2521499.552
10900	2	11	0.001133	0.000605	-2521661.858
11000	2	11	0.001128	0.000572	-2521632.436
11100	2	11	0.001127	0.000621	-2521397.912
11200	2	11	0.001112	0.000605	-2521541.726
11300	2	11	0.001139	0.000608	-2521779.146
11400	2	11	0.001108	0.000605	-2521453.678
11500	2	11	0.001130	0.000592	-2521640.758
11600	2	11	0.001150	0.000605	-2521643.362
11700	2	11	0.001091	0.000602	-2521550.825
11800	2	11	0.001127	0.000588	-2521510.069
11900	2	11	0.001163	0.000619	-2521651.895
12000	2	11	0.001159	0.000610	-2521399.369
12100	2	11	0.001122	0.000608	-2521611.664
12200	2	11	0.001107	0.000612	-2521531.172
12300	2	11	0.001124	0.000600	-2521499.560
12400	2	11	0.001126	0.000635	-2521594.881
12500	2	11	0.001143	0.000633	-2521574.300
12600	2	11	0.001122	0.000632	-2521503.727
12700	2	11	0.001166	0.000625	-2521576.705
12800	2	11	0.001115	0.000573	-2521569.977
12900	2	11	0.001109	0.000584	-2521496.586
13000	2	11	0.001146	0.000640	-2521639.785
13100	2	11	0.001143	0.000614	-2521622.673
13200	2	11	0.001120	0.000608	-2521465.256
13300	2	11	0.001112	0.000631	-2521802.644
13400	2	11	0.001140	0.000607	-2521590.791
13500	2	11	0.001136	0.000630	-2521659.262
13600	2	11	0.001169	0.000587	-2521531.559
13700	2	11	0.001158	0.000585	-2521657.639
13800	2	11	0.001154	0.000634	-2521632.762
13900	2	11	0.001155	0.000610	-2521435.045
14000	2	11	0.001150	0.000582	-2521521.589
14100	2	11	0.001151	0.000614	-2521625.426
14200	2	11	0.001160	0.000615	-2521574.544
14300	2	11	0.001126	0.000595	-2521498.536
14400	2	11	0.001112	0.000594	-2521427.075
14500	2	11	0.001118	0.000609	-2521500.415
14600	2	11	0.001124	0.000578	-2521584.426
14700	2	11	0.001101	0.000606	-2521521.634
14800	2	11	0.001133	0.000611	-2521626.224
14900	2	11	0.001089	0.000621	-2521530.449
15000	2	11	0.001180	0.000609	-2521605.976
15100	2	11	0.001160	0.000588	-2521650.331
15200	2	11	0.001156	0.000599	-2521710.940
15300	2	11	0.001128	0.000595	-2521450.494
15400	2	11	0.001168	0.000595	-2521679.236
15500	2	11	0.001163	0.000637	-2521531.009
15600	2	11	0.001147	0.000580	-2521500.904
15700	2	11	0.001130	0.000603	-2521627.708
15800	2	11	0.001166	0.000610	-2521463.060
15900	2	11	0.001176	0.000618	-2521699.328
16000	2	11	0.001150	0.000582	-2521682.810
16100	2	11	0.001175	0.000605	-2521614.258
16200	2	11	0.001169	0.000643	-2521557.156
16300	2	11	0.001150	0.000626	-2521573.703
16400	2	11	0.001131	0.000596	-2521446.895
16500	2	11	0.001103	0.000597	-2521430.326
16600	2	11	0.001097	0.000597	-2521426.863
16700	2	11	0.001111	0.000609	-2521436.537
16800	2	11	0.001122	0.000605	-2521533.056
16900	2	11	0.001114	0.000620	-2521497.109
17000	2	11	0.001120	0.000602	-2521549.145
17100	2	11	0.001134	0.000641	-2521757.123
17200	2	11	0.001135	0.000610	-2521558.720
17300	2	11	0.001128	0.000602	-2521576.919
17400	2	11	0.001121	0.000616	-2521409.749
17500	2	11	0.001119	0.000590	-2521358.566
17600	2	11	0.001101	0.000625	-2521466.211
17700	2	11	0.001131	0.000603	-2521516.914
17800	2	11	0.001158	0.000608	-2521765.230
17900	2	11	0.001145	0.000627	-2521737.410
18000	2	11	0.001134	0.000613	-2521470.453
18100	2	11	0.001134	0.000604	-2521590.696
18200	2	11	0.001142	0.000605	-2521322.160
18300	2	11	0.001154	0.000585	-2521598.277
18400	2	11	0.001124	0.000615	-2521545.733
18500	2	11	0.001156	0.000614	-2521520.601
18600	2	11	0.001171	0.000609	-2521467.721
18700	2	11	0.001147	0.000596	-2521536.764
18800	2	11	0.001137	0.000608	-2521531.424
18900	2	11	0.001100	0.000613	-2521610.054
19000	2	11	0.001118	0.000639	-2521491.939
19100	2	11	0.001102	0.000609	-2521420.706
19200	2	11	0.001130	0.000578	-2521467.981
19300	2	11	0.001126	0.000585	-2521480.349
19400	2	11	0.001126	0.000605	-2521561.352
19500	2	11	0.001127	0.000626	-2521632.411
19600	2	11	0.001132	0.000633	-2521630.631
19700	2	11	0.001159	0.000605	-2521643.396
19800	2	11	0.001127	0.000607	-2521658.210
19900	2	11	0.001136	0.000586	-2521403.653
20000	2	11	0.001136	0.000604	-2521632.862
20100	2	11	0.001136	0.000581	-2521413.163
20200	2	11	0.001146	0.000612	-2521533.288
20300	2	11	0.001138	0.000618	-2521467.868
20400	2	11	0.001166	0.000622	-2521692.309
20500	2	11	0.001171	0.000617	-2521592.508
20600	2	11	0.001151	0.000591	-2521636.601
20700	2	11	0.001154	0.000602	-2521607.245
20800	2	11	0.001154	0.000579	-2521279.451
20900	2	11	0.001166	0.000633	-2521676.772
21000	2	11	0.001147	0.000613	-2521635.332
21100	2	11	0.001150	0.000597	-2521578.444
21200	2	11	0.001140	0.000588	-2521482.460
21300	2	11	0.001135	0.000602	-2521494.225
21400	2	11	0.001131	0.000615	-2521486.506
21500	2	11	0.001142	0.000612	-2521408.504
21600	2	11	0.001144	0.000611	-2521544.260
21700	2	11	0.001143	0.000597	-2521513.795
21800	2	11	0.001173	0.000594	-2521537.637
21900	2	11	0.001108	0.000629	-2521624.291
22000	2	11	0.001121	0.000605	-2521485.578
22100	2	11	0.001107	0.000605	-2521300.451
22200	2	11	0.001079	0.000574	-2521257.836
22300	2	11	0.001106	0.000616	-2521486.147
22400	2	11	0.001124	0.000603	-2521521.143
22500	2	11	0.001126	0.000603	-2521451.268
22600	2	11	0.001139	0.000629	-2521488.402
22700	2	11	0.001139	0.000635	-2521429.714
22800	2	11	0.001139	0.000620	-2521471.052
22900	2	11	0.001122	0.000585	-2521572.448
23000	2	11	0.001156	0.000601	-2521384.300
23100	2	11	0.001144	0.000625	-2521593.147
23200	2	11	0.001120	0.000617	-2521302.088
23300	2	11	0.001132	0.000588	-2521363.806
23400	2	11	0.001094	0.000589	-2521610.268
23500	2	11	0.001120	0.000618	-2521361.933
23600	2	11	0.001127	0.000622	-2521396.786
23700	2	11	0.001114	0.000585	-2521486.723
23800	2	11	0.001137	0.000596	-2521453.519
23900	2	11	0.001139	0.000631	-2521510.322
24000	2	11	0.001130	0.000640	-2521461.911
24100	2	11	0.001084	0.000594	-2521469.644
24200	2	11	0.001130	0.000610	-2521476.799
24300	2	11	0.001096	0.000611	-2521516.234
24400	2	11	0.001117	0.000593	-2521357.183
24500	2	11	0.001102	0.000572	-2521525.944
24600	2	11	0.001098	0.000588	-2521292.524
24700	2	11	0.001113	0.000588	-2521190.562
24800	2	11	0.001131	0.000606	-2521441.126
24900	2	11	0.001126	0.000638	-2521356.119
25000	2	11	0.001117	0.000626	-2521383.429
25100	2	11	0.001150	0.000579	-2521533.052
25200	2	11	0.001161	0.000624	-2521542.607
25300	2	11	0.001130	0.000599	-2521546.867
25400	2	11	0.001117	0.000648	-2521474.693
25500	2	11	0.001112	0.000594	-2521311.349
25600	2	11	0.001143	0.000603	-2521604.763
25700	2	11	0.001107	0.000561	-2521380.700
25800	2	11	0.001113	0.000604	-2521420.913
25900	2	11	0.001129	0.000623	-2521502.426
26000	2	11	0.001134	0.000577	-2521406.128
26100	2	11	0.001133	0.000625	-2521490.544
26200	2	11	0.001141	0.000587	-2521304.333
26300	2	11	0.001163	0.000619	-2521415.946
26400	2	11	0.001138	0.000598	-2521557.369
26500	2	11	0.001177	0.000628	-2521560.582
26600	2	11	0.001141	0.000585	-2521630.817
26700	2	11	0.001123	0.000627	-2521634.484
26800	2	11	0.001121	0.000633	-2521471.967
26900	2	11	0.001127	0.000634	-2521627.002
27000	2	11	0.001164	0.000631	-2521536.130
27100	2	11	0.001111	0.000607	-2521676.295
27200	2	11	0.001098	0.000620	-2521616.176
27300	2	11	0.001115	0.000621	-2521679.278
27400	2	11	0.001144	0.000589	-2521448.253
27500	2	11	0.001130	0.000626	-2521419.989
27600	2	11	0.001112	0.000640	-2521651.920
27700	2	11	0.001116	0.000637	-2521556.769
27800	2	11	0.001120	0.000632	-2521316.307
27900	2	11	0.001129	0.000593	-2521418.901
28000	2	11	0.001128	0.000584	-2521421.366
28100	2	11	0.001101	0.000638	-2521563.073
28200	2	11	0.001130	0.000588	-2521595.913
28300	2	11	0.001137	0.000585	-2521392.386
28400	2	11	0.001137	0.000609	-2521439.293
28500	2	11	0.001167	0.000623	-2521473.748
28600	2	11	0.001125	0.000592	-2521367.970
28700	2	11	0.001097	0.000566	-2521446.584
28800	2	11	0.001106	0.000625	-2521436.219
28900	2	11	0.001100	0.000600	-2521294.619
29000	2	11	0.001108	0.000631	-2521494.862
29100	2	11	0.001094	0.000619	-2521428.562
29200	2	11	0.001123	0.000602	-2521428.074
29300	2	11	0.001133	0.000608	-2521397.887
29400	2	11	0.001149	0.000586	-2521433.776
29500	2	11	0.001135	0.000613	-2521509.198
29600	2	11	0.001144	0.000631	-2521478.554
29700	2	11	0.001151	0.000625	-2521628.724
29800	2	11	0.001160	0.000608	-2521532.382
29900	2	11	0.001174	0.000597	-2521465.692
30000	2	11	0.001157	0.000616	-2521537.126
30100	2	11	0.001140	0.000610	-2521515.874
30200	2	11	0.001154	0.000615	-2521420.382
30300	2	11	0.001172	0.000588	-2521579.943
30400	2	11	0.001165	0.000623	-2521632.859
30500	2	11	0.001103	0.000606	-2521360.815
30600	2	11	0.001134	0.000578	-2521686.898
30700	2	11	0.001130	0.000608	-2521397.236
30800	2	11	0.001134	0.000584	-2521488.842
30900	2	11	0.001134	0.000594	-2521394.033
31000	2	11	0.001124	0.000618	-2521403.938
31100	2	11	0.001120	0.000578	-2521214.501
31200	2	11	0.001119	0.000609	-2521471.418
31300	2	11	0.001098	0.000589	-2521453.478
31400	2	11	0.001100	0.000636	-2521548.708
31500	2	11	0.001088	0.000604	-2521624.878
31600	2	11	0.001104	0.000599	-2521454.725
31700	2	11	0.001112	0.000637	-2521444.919
31800	2	11	0.001095	0.000588	-2521361.534
31900	2	11	0.001107	0.000595	-2521285.993
32000	2	11	0.001121	0.000588	-2521262.657
32100	2	11	0.001106	0.000586	-2521456.721
32200	2	11	0.001142	0.000617	-2521374.200
32300	2	11	0.001125	0.000621	-2521494.716
32400	2	11	0.001136	0.000617	-2521403.234
32500	2	11	0.001122	0.000575	-2521456.551
32600	2	11	0.001099	0.000607	-2521404.880
32700	2	11	0.001103	0.000630	-2521375.093
32800	2	11	0.001093	0.000592	-2521521.239
32900	2	11	0.001127	0.000600	-2521314.675
33000	2	11	0.001117	0.000595	-2521620.175
33100	2	11	0.001122	0.000591	-2521213.547
33200	2	11	0.001106	0.000617	-2521387.766
33300	2	11	0.001135	0.000626	-2521443.257
33400	2	11	0.001091	0.000610	-2521559.648
33500	2	11	0.001095	0.000605	-2521479.563
33600	2	11	0.001132	0.000576	-2521474.185
33700	2	11	0.001130	0.000619	-2521572.060
33800	2	11	0.001099	0.000608	-2521414.411
33900	2	11	0.001124	0.000593	-2521354.555
34000	2	11	0.001103	0.000611	-2521614.325
34100	2	11	0.001110	0.000619	-2521400.614
34200	2	11	0.001099	0.000600	-2521382.429
34300	2	11	0.001120	0.000594	-2521519.692
34400	2	11	0.001121	0.000588	-2521470.343
34500	2	11	0.001111	0.000631	-2521405.522
34600	2	11	0.001105	0.000572	-2521498.514
34700	2	11	0.001128	0.000596	-2521351.001
34800	2	11	0.001143	0.000620	-2521571.578
34900	2	11	0.001134	0.000593	-2521472.391
35000	2	11	0.001123	0.000593	-2521434.835
35100	2	11	0.001093	0.000628	-2521338.386
35200	2	11	0.001059	0.000603	-2521576.738
35300	2	11	0.001099	0.000593	-2521368.203
35400	2	11	0.001106	0.000598	-2521432.526
35500	2	11	0.001111	0.000627	-2521429.993
35600	2	11	0.001131	0.000591	-2521479.109
35700	2	11	0.001150	0.000592	-2521510.745
35800	2	11	0.001151	0.000595	-2521566.406
35900	2	11	0.001167	0.000605	-2521558.761
36000	2	11	0.001158	0.000609	-2521533.130
36100	2	11	0.001153	0.000609	-2521522.645
36200	2	11	0.001160	0.000608	-2521596.054
36300	2	11	0.001154	0.000610	-2521532.544
36400	2	11	0.001127	0.000617	-2521622.602
36500	2	11	0.001105	0.000617	-2521331.268
36600	2	11	0.001136	0.000601	-2521354.458
36700	2	11	0.001154	0.000612	-2521658.821
36800	2	11	0.001154	0.000611	-2521510.460
36900	2	11	0.001139	0.000617	-2521456.953
37000	2	11	0.001125	0.000570	-2521368.779
37100	2	11	0.001131	0.000598	-2521605.552
37200	2	11	0.001157	0.000617	-2521415.296
37300	2	11	0.001151	0.000576	-2521357.984
37400	2	11	0.001127	0.000615	-2521511.387
37500	2	11	0.001113	0.000634	-2521514.608
37600	2	11	0.001114	0.000627	-2521432.013
37700	2	11	0.001125	0.000630	-2521372.142
37800	2	11	0.001172	0.000594	-2521411.547
37900	2	11	0.001159	0.000611	-2521512.173
38000	2	11	0.001162	0.000592	-2521518.820
38100	2	11	0.001162	0.000588	-2521535.212
38200	2	11	0.001139	0.000583	-2521440.536
38300	2	11	0.001158	0.000613	-2521493.861
38400	2	11	0.001159	0.000618	-2521539.061
38500	2	11	0.001134	0.000600	-2521482.526
38600	2	11	0.001141	0.000658	-2521480.814
38700	2	11	0.001130	0.000597	-2521512.923
38800	2	11	0.001145	0.000620	-2521513.396
38900	2	11	0.001153	0.000624	-2521401.505
39000	2	11	0.001108	0.000612	-2521541.874
39100	2	11	0.001110	0.000579	-2521507.442
39200	2	11	0.001114	0.000570	-2521399.076
39300	2	11	0.001120	0.000626	-2521386.130
39400	2	11	0.001128	0.000608	-2521457.326
39500	2	11	0.001119	0.000607	-2521463.984
39600	2	11	0.001145	0.000591	-2521477.636
39700	2	11	0.001086	0.000598	-2521349.399
39800	2	11	0.001114	0.000597	-2521296.791
39900	2	11	0.001154	0.000649	-2521658.157
40000	2	11	0.001126	0.000627	-2521359.084
40100	2	11	0.001159	0.000600	-2521526.553
40200	2	11	0.001090	0.000600	-2521388.914
40300	2	11	0.001120	0.000630	-2521605.792
40400	2	11	0.001126	0.000611	-2521414.882
40500	2	11	0.001089	0.000563	-2521480.267
40600	2	11	0.001115	0.000595	-2521419.160
40700	2	11	0.001115	0.000595	-2521433.658
40800	2	11	0.001142	0.000657	-2521585.212
40900	2	11	0.001097	0.000621	-2521510.706
41000	2	11	0.001126	0.000625	-2521530.364
41100	2	11	0.001138	0.000618	-2521682.209
41200	2	11	0.001115	0.000612	-2521409.134
41300	2	11	0.001128	0.000564	-2521311.212
41400	2	11	0.001142	0.000610	-2521497.434
41500	2	11	0.001119	0.000595	-2521480.740
41600	2	11	0.001071	0.000580	-2521346.745
41700	2	11	0.001091	0.000621	-2521320.615
41800	2	11	0.001105	0.000619	-2521368.092
41900	2	11	0.001107	0.000632	-2521501.963
42000	2	11	0.001110	0.000609	-2521445.012
42100	2	11	0.001125	0.000612	-2521457.196
42200	2	11	0.001134	0.000593	-2521401.746
42300	2	11	0.001137	0.000622	-2521305.255
42400	2	11	0.001140	0.000604	-2521503.021
42500	2	11	0.001166	0.000601	-2521281.218
42600	2	11	0.001165	0.000571	-2521520.246
42700	2	11	0.001129	0.000600	-2521421.822
42800	2	11	0.001151	0.000611	-2521466.136
42900	2	11	0.001101	0.000620	-2521590.681
43000	2	11	0.001126	0.000615	-2521513.666
43100	2	11	0.001150	0.000627	-2521436.659
43200	2	11	0.001164	0.000578	-2521622.498
43300	2	11	0.001144	0.000583	-2521444.683
43400	2	11	0.001101	0.000607	-2521393.727
43500	2	11	0.001107	0.000629	-2521422.315
43600	2	11	0.001093	0.000593	-2521362.886
43700	2	11	0.001116	0.000600	-2521375.828
43800	2	11	0.001101	0.000600	-2521283.398
43900	2	11	0.001144	0.000599	-2521335.106
44000	2	11	0.001133	0.000607	-2521560.765
44100	2	11	0.001123	0.000624	-2521446.997
44200	2	11	0.001096	0.000599	-2521303.556
44300	2	11	0.001102	0.000620	-2521490.221
44400	2	11	0.001108	0.000624	-2521670.981
44500	2	11	0.001163	0.000590	-2521387.806
44600	2	11	0.001145	0.000602	-2521557.443
44700	2	11	0.001152	0.000636	-2521498.626
44800	2	11	0.001108	0.000567	-2521210.754
44900	2	11	0.001140	0.000638	-2521397.885
45000	2	11	0.001127	0.000621	-2521364.287
45100	2	11	0.001137	0.000601	-2521358.283
45200	2	11	0.001157	0.000604	-2521489.900
45300	2	11	0.001120	0.000570	-2521187.506
45400	2	11	0.001106	0.000600	-2521442.769
45500	2	11	0.001152	0.000602	-2521520.625
45600	2	11	0.001137	0.000615	-2521494.364
45700	2	11	0.001125	0.000612	-2521298.970
45800	2	11	0.001140	0.000596	-2521435.176
45900	2	11	0.001103	0.000599	-2521473.746
46000	2	11	0.001127	0.000620	-2521472.188
46100	2	11	0.001117	0.000621	-2521400.283
46200	2	11	0.001127	0.000621	-2521401.581
46300	2	11	0.001146	0.000575	-2521388.719
46400	2	11	0.001116	0.000596	-2521370.380
46500	2	11	0.001142	0.000588	-2521373.339
46600	2	11	0.001147	0.000601	-2521511.694
46700	2	11	0.001137	0.000610	-2521337.729
46800	2	11	0.001162	0.000609	-2521495.591
46900	2	11	0.001133	0.000591	-2521509.355
47000	2	11	0.001130	0.000625	-2521556.942
47100	2	11	0.001132	0.000621	-2521424.338
47200	2	11	0.001148	0.000586	-2521388.700
47300	2	11	0.001111	0.000609	-2521260.227
47400	2	11	0.001120	0.000614	-2521426.925
47500	2	11	0.001131	0.000619	-2521223.820
47600	2	11	0.001093	0.000598	-2521447.446
47700	2	11	0.001125	0.000596	-2521535.644
47800	2	11	0.001129	0.000602	-2521370.404
47900	2	11	0.001116	0.000627	-2521444.966
48000	2	11	0.001133	0.000636	-2521469.120
48100	2	11	0.001128	0.000602	-2521382.238
48200	2	11	0.001167	0.000610	-2521402.552
48300	2	11	0.001149	0.000588	-2521464.768
48400	2	11	0.001138	0.000592	-2521407.868
48500	2	11	0.001129	0.000609	-2521473.667
48600	2	11	0.001112	0.000630	-2521615.506
48700	2	11	0.001175	0.000620	-2521371.640
48800	2	11	0.001143	0.000615	-2521479.550
48900	2	11	0.001133	0.000622	-2521457.844
49000	2	11	0.001105	0.000608	-2521317.862
49100	2	11	0.001096	0.000627	-2521509.052
49200	2	11	0.001119	0.000597	-2521320.574
49300	2	11	0.001133	0.000605	-2521426.864
49400	2	11	0.001092	0.000606	-2521322.627
49500	2	11	0.001130	0.000628	-2521589.333
49600	2	11	0.001105	0.000602	-2521300.351
49700	2	11	0.001127	0.000568	-2521434.577
49800	2	11	0.001117	0.000567	-2521459.721
49900	2	11	0.001148	0.000602	-2521211.740
50000	2	11	0.001135	0.000599	-2521385.345
50100	2	11	0.001159	0.000610	-2521413.098
50200	2	11	0.001180	0.000619	-2521570.150
50300	2	11	0.001173	0.000638	-2521420.341
50400	2	11	0.001137	0.000583	-2521430.558
50500	2	11	0.001116	0.000597	-2521363.617
50600	2	11	0.001115	0.000603	-2521405.591
50700	2	11	0.001157	0.000596	-2521383.898
50800	2	11	0.001159	0.000597	-2521478.634
50900	2	11	0.001112	0.000604	-2521250.665
51000	2	11	0.001128	0.000629	-2521499.788
51100	2	11	0.001115	0.000577	-2521242.611
51200	2	11	0.001134	0.000607	-2521420.429
51300	2	11	0.001150	0.000613	-2521546.550
51400	2	11	0.001178	0.000610	-2521469.994
51500	2	11	0.001111	0.000596	-2521440.125
51600	2	11	0.001111	0.000598	-2521376.712
51700	2	11	0.001092	0.000598	-2521276.400
51800	2	11	0.001109	0.000603	-2521344.106
51900	2	11	0.001102	0.000593	-2521454.927
52000	2	11	0.001104	0.000632	-2521443.112
52100	2	11	0.001124	0.000640	-2521464.057
52200	2	11	0.001088	0.000618	-2521436.407
52300	2	11	0.001119	0.000595	-2521360.371
52400	2	11	0.001125	0.000616	-2521420.156
52500	2	11	0.001118	0.000619	-2521383.807
52600	2	11	0.001128	0.000616	-2521266.470
52700	2	11	0.001107	0.000608	-2521376.035
52800	2	11	0.001135	0.000614	-2521313.809
52900	2	11	0.001113	0.000629	-2521286.622
53000	2	11	0.001131	0.000628	-2521536.241
53100	2	11	0.001156	0.000605	-2521422.561
53200	2	11	0.001176	0.000608	-2521586.102
53300	2	11	0.001131	0.000591	-2521430.886
53400	2	11	0.001115	0.000614	-2521419.190
53500	2	11	0.001135	0.000610	-2521296.620
53600	2	11	0.001125	0.000579	-2521477.836
53700	2	11	0.001103	0.000596	-2521400.872
53800	2	11	0.001088	0.000627	-2521387.728
53900	2	11	0.001082	0.000596	-2521653.240
54000	2	11	0.001090	0.000623	-2521393.418
54100	2	11	0.001110	0.000633	-2521386.877
54200	2	11	0.001131	0.000578	-2521322.070
54300	2	11	0.001152	0.000613	-2521439.991
54400	2	11	0.001128	0.000608	-2521497.303
54500	2	11	0.001127	0.000595	-2521334.352
54600	2	11	0.001135	0.000630	-2521439.089
54700	2	11	0.001169	0.000589	-2521385.014
54800	2	11	0.001150	0.000594	-2521496.913
54900	2	11	0.001137	0.000605	-2521372.514
55000	2	11	0.001120	0.000597	-2521459.025
55100	2	11	0.001132	0.000602	-2521470.413
55200	2	11	0.001171	0.000615	-2521279.170
55300	2	11	0.001152	0.000613	-2521455.436
55400	2	11	0.001153	0.000612	-2521412.923
55500	2	11	0.001148	0.000617	-2521540.622
55600	2	11	0.001146	0.000618	-2521526.171
55700	2	11	0.001149	0.000608	-2521451.434
55800	2	11	0.001124	0.000611	-2521373.097
55900	2	11	0.001101	0.000625	-2521387.489
56000	2	11	0.001137	0.000568	-2521365.376
56100	2	11	0.001116	0.000617	-2521399.665
56200	2	11	0.001115	0.000627	-2521395.797
56300	2	11	0.001111	0.000589	-2521460.184
56400	2	11	0.001140	0.000620	-2521394.079
56500	2	11	0.001147	0.000593	-2521279.231
56600	2	11	0.001198	0.000617	-2521543.120
56700	2	11	0.001157	0.000583	-2521438.237
56800	2	11	0.001132	0.000612	-2521497.837
56900	2	11	0.001159	0.000617	-2521443.693
57000	2	11	0.001160	0.000609	-2521586.538
57100	2	11	0.001156	0.000603	-2521537.406
57200	2	11	0.001137	0.000588	-2521406.851
57300	2	11	0.001125	0.000610	-2521477.701
57400	2	11	0.001119	0.000618	-2521447.831
57500	2	11	0.001096	0.000626	-2521546.939
57600	2	11	0.001095	0.000635	-2521355.796
57700	2	11	0.001104	0.000647	-2521288.222
57800	2	11	0.001134	0.000611	-2521396.130
57900	2	11	0.001130	0.000610	-2521508.782
58000	2	11	0.001170	0.000629	-2521516.316
58100	2	11	0.001130	0.000598	-2521515.471
