Gen	np	tree	tau_4EminEmyoxEsp	tau_5EmyoxEsp	lnL
100	2	11	0.001158	0.000598	-2521567.143
200	2	11	0.001122	0.000618	-2521681.447
300	2	11	0.001139	0.000607	-2521707.646
400	2	11	0.001091	0.000609	-2521661.375
500	2	11	0.001158	0.000652	-2521685.479
600	2	11	0.001127	0.000634	-2521782.564
700	2	11	0.001135	0.000611	-2521674.482
800	2	11	0.001117	0.000619	-2521590.915
900	2	11	0.001166	0.000584	-2521495.808
1000	2	11	0.001139	0.000617	-2521619.717
1100	2	11	0.001117	0.000594	-2521533.010
1200	2	11	0.001115	0.000599	-2521598.633
1300	2	11	0.001124	0.000620	-2521687.405
1400	2	11	0.001127	0.000604	-2521507.429
1500	2	11	0.001117	0.000607	-2521729.290
1600	2	11	0.001125	0.000580	-2521723.831
1700	2	11	0.001154	0.000634	-2521847.920
1800	2	11	0.001080	0.000615	-2521616.215
1900	2	11	0.001125	0.000602	-2521641.114
2000	2	11	0.001136	0.000604	-2521519.240
2100	2	11	0.001122	0.000600	-2521694.766
2200	2	11	0.001142	0.000634	-2521870.507
2300	2	11	0.001153	0.000616	-2521621.526
2400	2	11	0.001140	0.000611	-2521732.757
2500	2	11	0.001112	0.000609	-2521678.274
2600	2	11	0.001162	0.000619	-2521604.476
2700	2	11	0.001152	0.000597	-2521654.257
2800	2	11	0.001143	0.000609	-2521730.861
2900	2	11	0.001117	0.000632	-2521662.282
3000	2	11	0.001108	0.000616	-2521670.654
3100	2	11	0.001114	0.000587	-2521582.091
3200	2	11	0.001115	0.000616	-2521645.363
3300	2	11	0.001148	0.000584	-2521676.437
3400	2	11	0.001125	0.000646	-2521656.887
3500	2	11	0.001131	0.000590	-2521542.812
3600	2	11	0.001136	0.000580	-2521561.185
3700	2	11	0.001123	0.000603	-2521828.370
3800	2	11	0.001148	0.000619	-2521706.990
3900	2	11	0.001145	0.000617	-2521622.143
4000	2	11	0.001145	0.000611	-2521830.354
4100	2	11	0.001155	0.000626	-2521665.791
4200	2	11	0.001127	0.000603	-2521706.339
4300	2	11	0.001114	0.000635	-2521767.931
4400	2	11	0.001123	0.000627	-2521704.648
4500	2	11	0.001093	0.000597	-2521425.926
4600	2	11	0.001127	0.000605	-2521490.692
4700	2	11	0.001095	0.000599	-2521534.288
4800	2	11	0.001094	0.000601	-2521469.914
4900	2	11	0.001108	0.000610	-2521557.268
5000	2	11	0.001146	0.000603	-2521610.165
5100	2	11	0.001146	0.000613	-2521504.628
5200	2	11	0.001144	0.000591	-2521708.675
5300	2	11	0.001095	0.000594	-2521600.393
5400	2	11	0.001094	0.000591	-2521274.874
5500	2	11	0.001127	0.000596	-2521447.898
5600	2	11	0.001139	0.000587	-2521612.814
5700	2	11	0.001143	0.000597	-2521690.188
5800	2	11	0.001134	0.000623	-2521668.997
5900	2	11	0.001119	0.000636	-2521910.458
6000	2	11	0.001101	0.000591	-2521602.328
6100	2	11	0.001136	0.000621	-2521763.159
6200	2	11	0.001130	0.000598	-2521678.664
6300	2	11	0.001137	0.000597	-2521566.831
6400	2	11	0.001139	0.000576	-2521486.124
6500	2	11	0.001139	0.000603	-2521628.692
6600	2	11	0.001129	0.000603	-2521628.214
6700	2	11	0.001094	0.000605	-2521570.432
6800	2	11	0.001118	0.000612	-2521606.558
6900	2	11	0.001077	0.000586	-2521538.791
7000	2	11	0.001086	0.000587	-2521465.171
7100	2	11	0.001123	0.000607	-2521473.297
7200	2	11	0.001119	0.000563	-2521391.549
7300	2	11	0.001124	0.000607	-2521647.548
7400	2	11	0.001167	0.000604	-2521657.665
7500	2	11	0.001173	0.000644	-2521705.948
7600	2	11	0.001122	0.000613	-2521581.066
7700	2	11	0.001151	0.000617	-2521720.566
7800	2	11	0.001143	0.000662	-2521660.904
7900	2	11	0.001092	0.000624	-2521498.774
8000	2	11	0.001117	0.000614	-2521680.590
8100	2	11	0.001125	0.000623	-2521670.126
8200	2	11	0.001105	0.000615	-2521528.871
8300	2	11	0.001152	0.000632	-2521824.080
8400	2	11	0.001154	0.000619	-2521811.665
8500	2	11	0.001146	0.000638	-2521691.687
8600	2	11	0.001164	0.000610	-2521702.684
8700	2	11	0.001123	0.000591	-2521463.338
8800	2	11	0.001121	0.000617	-2521569.504
8900	2	11	0.001109	0.000624	-2521526.333
9000	2	11	0.001172	0.000621	-2521746.807
9100	2	11	0.001148	0.000628	-2521716.177
9200	2	11	0.001152	0.000598	-2521578.295
9300	2	11	0.001119	0.000627	-2521651.250
9400	2	11	0.001109	0.000623	-2521622.115
9500	2	11	0.001132	0.000608	-2521642.901
9600	2	11	0.001163	0.000584	-2521673.538
9700	2	11	0.001143	0.000618	-2521610.729
9800	2	11	0.001113	0.000601	-2521660.173
9900	2	11	0.001160	0.000610	-2521750.938
10000	2	11	0.001145	0.000619	-2521859.419
10100	2	11	0.001121	0.000591	-2521513.926
10200	2	11	0.001118	0.000631	-2521747.950
10300	2	11	0.001143	0.000630	-2521597.117
10400	2	11	0.001139	0.000619	-2521480.597
10500	2	11	0.001161	0.000645	-2521854.014
10600	2	11	0.001138	0.000573	-2521471.458
10700	2	11	0.001131	0.000617	-2521688.368
10800	2	11	0.001186	0.000577	-2521643.701
10900	2	11	0.001141	0.000594	-2521642.485
11000	2	11	0.001151	0.000624	-2521678.938
11100	2	11	0.001125	0.000650	-2521653.581
11200	2	11	0.001115	0.000611	-2521679.684
11300	2	11	0.001139	0.000625	-2521495.256
11400	2	11	0.001141	0.000596	-2521542.824
11500	2	11	0.001154	0.000609	-2521493.008
11600	2	11	0.001151	0.000625	-2521612.011
11700	2	11	0.001084	0.000612	-2521468.137
11800	2	11	0.001131	0.000605	-2521519.885
11900	2	11	0.001128	0.000624	-2521636.710
12000	2	11	0.001113	0.000617	-2521645.454
12100	2	11	0.001110	0.000618	-2521565.004
12200	2	11	0.001114	0.000616	-2521650.012
12300	2	11	0.001142	0.000592	-2521504.882
12400	2	11	0.001157	0.000605	-2521498.517
12500	2	11	0.001164	0.000614	-2521742.446
12600	2	11	0.001164	0.000594	-2521430.715
12700	2	11	0.001100	0.000613	-2521640.900
12800	2	11	0.001111	0.000612	-2521608.088
12900	2	11	0.001131	0.000592	-2521670.745
13000	2	11	0.001124	0.000576	-2521594.870
13100	2	11	0.001114	0.000597	-2521638.541
13200	2	11	0.001164	0.000618	-2521646.144
13300	2	11	0.001118	0.000635	-2521655.806
13400	2	11	0.001109	0.000617	-2521417.905
13500	2	11	0.001126	0.000599	-2521682.831
13600	2	11	0.001142	0.000588	-2521481.454
13700	2	11	0.001108	0.000612	-2521534.926
