Gen	theta_1Emyox	theta_2Emin	theta_3Esp	theta_4EminEmyoxEsp	theta_5EmyoxEsp	tau_4EminEmyoxEsp	tau_5EmyoxEsp	lnL
2600	0.000624	0.001264	0.000595	0.002399	0.005210	0.001117	0.000605	-2521423.364
2700	0.000620	0.001219	0.000579	0.002402	0.005038	0.001116	0.000603	-2521580.250
2800	0.000630	0.001214	0.000598	0.002235	0.005198	0.001130	0.000599	-2521306.772
2900	0.000641	0.001235	0.000618	0.002214	0.004959	0.001169	0.000617	-2521555.417
3000	0.000623	0.001247	0.000624	0.002221	0.005021	0.001153	0.000616	-2521463.062
3100	0.000621	0.001213	0.000603	0.002292	0.005080	0.001126	0.000615	-2521366.242
3200	0.000614	0.001195	0.000589	0.002280	0.005933	0.001128	0.000591	-2521421.694
3300	0.000620	0.001242	0.000593	0.002350	0.006251	0.001121	0.000608	-2521468.751
3400	0.000618	0.001180	0.000596	0.002301	0.006312	0.001130	0.000606	-2521379.287
3500	0.000632	0.001218	0.000572	0.002366	0.006029	0.001134	0.000606	-2521470.393
3600	0.000641	0.001204	0.000590	0.002259	0.005524	0.001147	0.000613	-2521570.379
3700	0.000637	0.001217	0.000592	0.002375	0.005078	0.001115	0.000616	-2521571.139
3800	0.000635	0.001175	0.000623	0.002411	0.005146	0.001100	0.000643	-2521591.283
3900	0.000628	0.001183	0.000584	0.002423	0.005071	0.001071	0.000601	-2521504.847
4000	0.000634	0.001253	0.000631	0.002417	0.005156	0.001108	0.000613	-2521501.996
4100	0.000632	0.001190	0.000605	0.002468	0.005725	0.001089	0.000598	-2521354.674
4200	0.000599	0.001186	0.000586	0.002339	0.006369	0.001091	0.000569	-2521256.950
4300	0.000609	0.001220	0.000592	0.002361	0.005773	0.001106	0.000603	-2521516.935
4400	0.000615	0.001235	0.000598	0.002425	0.005675	0.001115	0.000583	-2521430.515
4500	0.000623	0.001210	0.000605	0.002414	0.005154	0.001127	0.000622	-2521358.793
4600	0.000660	0.001222	0.000623	0.002365	0.005357	0.001156	0.000641	-2521419.184
4700	0.000649	0.001249	0.000629	0.002317	0.005431	0.001149	0.000626	-2521459.905
4800	0.000614	0.001194	0.000596	0.002373	0.004938	0.001126	0.000609	-2521388.114
4900	0.000624	0.001202	0.000576	0.002365	0.004866	0.001110	0.000621	-2521272.240
5000	0.000632	0.001237	0.000622	0.002355	0.004806	0.001120	0.000627	-2521442.931
5100	0.000622	0.001208	0.000592	0.002505	0.005354	0.001098	0.000585	-2521263.521
5200	0.000618	0.001211	0.000612	0.002375	0.005462	0.001105	0.000599	-2521499.412
5300	0.000626	0.001235	0.000601	0.002468	0.004621	0.001128	0.000617	-2521418.070
5400	0.000654	0.001244	0.000605	0.002359	0.005177	0.001132	0.000626	-2521447.454
5500	0.000617	0.001258	0.000607	0.002373	0.006169	0.001131	0.000602	-2521234.756
5600	0.000620	0.001213	0.000576	0.002322	0.006188	0.001147	0.000588	-2521409.580
5700	0.000606	0.001223	0.000566	0.002328	0.005428	0.001121	0.000576	-2521403.413
5800	0.000603	0.001231	0.000599	0.002379	0.005287	0.001142	0.000574	-2521391.073
5900	0.000645	0.001233	0.000591	0.002234	0.005404	0.001156	0.000606	-2521322.103
6000	0.000605	0.001228	0.000570	0.002276	0.005788	0.001118	0.000569	-2521523.128
6100	0.000598	0.001242	0.000576	0.002392	0.005805	0.001132	0.000583	-2521361.600
6200	0.000596	0.001236	0.000603	0.002315	0.005387	0.001149	0.000602	-2521447.896
6300	0.000646	0.001212	0.000615	0.002219	0.004926	0.001170	0.000622	-2521503.206
6400	0.000628	0.001217	0.000597	0.002296	0.005014	0.001132	0.000603	-2521365.555
6500	0.000605	0.001220	0.000610	0.002303	0.005047	0.001149	0.000589	-2521287.405
6600	0.000620	0.001237	0.000585	0.002287	0.004711	0.001154	0.000583	-2521564.013
6700	0.000576	0.001194	0.000569	0.002393	0.005121	0.001147	0.000557	-2521377.027
6800	0.000612	0.001262	0.000586	0.002285	0.005310	0.001141	0.000579	-2521365.574
6900	0.000601	0.001225	0.000577	0.002277	0.005242	0.001152	0.000594	-2521345.551
7000	0.000622	0.001201	0.000578	0.002369	0.005664	0.001152	0.000574	-2521321.917
7100	0.000612	0.001193	0.000584	0.002373	0.005247	0.001124	0.000585	-2521333.414
7200	0.000608	0.001209	0.000577	0.002318	0.005806	0.001144	0.000592	-2521578.674
7300	0.000628	0.001195	0.000608	0.002191	0.005888	0.001147	0.000609	-2521695.461
7400	0.000629	0.001207	0.000612	0.002191	0.005496	0.001148	0.000620	-2521486.780
7500	0.000594	0.001239	0.000566	0.002327	0.005929	0.001107	0.000551	-2521344.799
7600	0.000608	0.001178	0.000580	0.002401	0.006180	0.001114	0.000598	-2521308.248
7700	0.000597	0.001222	0.000586	0.002361	0.006379	0.001129	0.000578	-2521260.192
7800	0.000604	0.001214	0.000605	0.002345	0.006105	0.001136	0.000610	-2521460.076
7900	0.000614	0.001222	0.000588	0.002334	0.005542	0.001112	0.000587	-2521413.205
8000	0.000635	0.001199	0.000612	0.002463	0.005338	0.001140	0.000615	-2521446.221
8100	0.000612	0.001216	0.000587	0.002421	0.005507	0.001115	0.000585	-2521113.680
8200	0.000628	0.001239	0.000603	0.002254	0.005856	0.001155	0.000601	-2521384.837
8300	0.000624	0.001239	0.000577	0.002337	0.005681	0.001130	0.000583	-2521350.013
8400	0.000613	0.001217	0.000569	0.002270	0.006134	0.001137	0.000593	-2521492.656
8500	0.000614	0.001260	0.000604	0.002274	0.005630	0.001177	0.000591	-2521438.851
8600	0.000636	0.001245	0.000589	0.002294	0.006255	0.001173	0.000591	-2521422.182
8700	0.000613	0.001217	0.000593	0.002235	0.006049	0.001164	0.000587	-2521592.238
8800	0.000625	0.001200	0.000594	0.002246	0.006073	0.001170	0.000590	-2521498.271
8900	0.000607	0.001217	0.000573	0.002296	0.005719	0.001146	0.000564	-2521435.767
9000	0.000617	0.001251	0.000583	0.002212	0.005844	0.001173	0.000571	-2521489.739
9100	0.000595	0.001219	0.000576	0.002227	0.005057	0.001124	0.000577	-2521427.834
9200	0.000630	0.001209	0.000577	0.002352	0.005208	0.001125	0.000589	-2521407.018
9300	0.000607	0.001225	0.000576	0.002316	0.006043	0.001131	0.000575	-2521290.231
9400	0.000624	0.001191	0.000594	0.002339	0.006283	0.001126	0.000594	-2521336.939
9500	0.000586	0.001210	0.000588	0.002304	0.005839	0.001113	0.000587	-2521656.624
9600	0.000594	0.001201	0.000589	0.002365	0.005190	0.001139	0.000607	-2521521.475
9700	0.000611	0.001281	0.000607	0.002407	0.005579	0.001167	0.000616	-2521477.718
9800	0.000600	0.001252	0.000581	0.002261	0.005704	0.001158	0.000560	-2521420.346
9900	0.000599	0.001242	0.000595	0.002260	0.005775	0.001173	0.000573	-2521392.406
10000	0.000599	0.001221	0.000597	0.002259	0.005945	0.001151	0.000583	-2521385.250
10100	0.000616	0.001193	0.000600	0.002303	0.005424	0.001124	0.000590	-2521419.978
10200	0.000610	0.001226	0.000598	0.002399	0.005613	0.001122	0.000589	-2521524.369
10300	0.000605	0.001186	0.000593	0.002294	0.005512	0.001138	0.000585	-2521409.555
10400	0.000613	0.001192	0.000586	0.002313	0.005650	0.001141	0.000568	-2521379.038
10500	0.000616	0.001261	0.000579	0.002204	0.006040	0.001143	0.000576	-2521447.604
10600	0.000615	0.001239	0.000578	0.002256	0.005913	0.001153	0.000602	-2521459.261
10700	0.000615	0.001242	0.000575	0.002181	0.006313	0.001171	0.000582	-2521521.079
10800	0.000581	0.001250	0.000562	0.002360	0.005994	0.001165	0.000554	-2521145.110
10900	0.000605	0.001245	0.000607	0.002261	0.005604	0.001168	0.000587	-2521381.843
11000	0.000612	0.001206	0.000588	0.002238	0.004925	0.001140	0.000598	-2521439.400
11100	0.000612	0.001258	0.000600	0.002361	0.005382	0.001139	0.000591	-2521330.605
11200	0.000602	0.001175	0.000591	0.002302	0.005771	0.001108	0.000580	-2521368.548
11300	0.000597	0.001220	0.000588	0.002337	0.005676	0.001123	0.000583	-2521430.853
11400	0.000613	0.001248	0.000602	0.002373	0.005037	0.001124	0.000597	-2521373.887
11500	0.000596	0.001220	0.000602	0.002299	0.005677	0.001133	0.000605	-2521342.918
11600	0.000626	0.001278	0.000591	0.002265	0.005947	0.001163	0.000599	-2521344.170
11700	0.000611	0.001238	0.000588	0.002344	0.005778	0.001149	0.000584	-2521481.116
11800	0.000629	0.001228	0.000577	0.002301	0.005396	0.001152	0.000587	-2521381.671
11900	0.000634	0.001233	0.000589	0.002401	0.005090	0.001148	0.000603	-2521410.821
12000	0.000608	0.001236	0.000606	0.002264	0.005189	0.001137	0.000600	-2521505.144
12100	0.000601	0.001211	0.000610	0.002253	0.005144	0.001145	0.000600	-2521414.793
12200	0.000609	0.001237	0.000606	0.002351	0.005761	0.001139	0.000593	-2521519.254
12300	0.000632	0.001230	0.000607	0.002300	0.005443	0.001139	0.000594	-2521452.908
12400	0.000615	0.001221	0.000579	0.002348	0.005255	0.001141	0.000581	-2521444.685
12500	0.000648	0.001225	0.000594	0.002359	0.005380	0.001138	0.000626	-2521390.261
12600	0.000645	0.001245	0.000600	0.002396	0.005071	0.001147	0.000613	-2521387.862
12700	0.000636	0.001209	0.000602	0.002309	0.005480	0.001132	0.000606	-2521566.075
12800	0.000642	0.001247	0.000606	0.002267	0.005081	0.001146	0.000615	-2521304.637
12900	0.000603	0.001229	0.000607	0.002249	0.005759	0.001128	0.000570	-2521353.322
13000	0.000611	0.001254	0.000582	0.002198	0.005423	0.001138	0.000597	-2521426.037
13100	0.000627	0.001228	0.000594	0.002329	0.005009	0.001163	0.000586	-2521391.841
13200	0.000620	0.001221	0.000588	0.002186	0.004489	0.001158	0.000588	-2521428.105
13300	0.000619	0.001239	0.000599	0.002303	0.005575	0.001161	0.000593	-2521339.385
13400	0.000603	0.001209	0.000593	0.002320	0.005379	0.001128	0.000594	-2521507.662
13500	0.000597	0.001266	0.000570	0.002353	0.005775	0.001174	0.000579	-2521437.721
13600	0.000629	0.001222	0.000585	0.002149	0.005622	0.001158	0.000592	-2521440.336
13700	0.000636	0.001211	0.000606	0.002271	0.005459	0.001156	0.000607	-2521323.429
13800	0.000588	0.001240	0.000594	0.002328	0.005687	0.001157	0.000598	-2521526.314
13900	0.000607	0.001261	0.000591	0.002230	0.005593	0.001163	0.000575	-2521436.217
14000	0.000604	0.001187	0.000596	0.002234	0.006033	0.001133	0.000599	-2521407.548
14100	0.000605	0.001219	0.000579	0.002417	0.005551	0.001114	0.000563	-2521303.026
14200	0.000622	0.001204	0.000580	0.002281	0.006029	0.001116	0.000591	-2521374.309
14300	0.000627	0.001220	0.000597	0.002403	0.005901	0.001115	0.000602	-2521261.653
14400	0.000623	0.001174	0.000602	0.002376	0.005916	0.001098	0.000605	-2521362.365
14500	0.000602	0.001261	0.000610	0.002323	0.006010	0.001123	0.000599	-2521385.635
14600	0.000599	0.001237	0.000578	0.002406	0.005714	0.001106	0.000570	-2521161.780
14700	0.000611	0.001187	0.000600	0.002379	0.005628	0.001106	0.000607	-2521457.598
14800	0.000605	0.001182	0.000601	0.002330	0.005434	0.001092	0.000595	-2521443.782
14900	0.000624	0.001198	0.000605	0.002304	0.006338	0.001102	0.000600	-2521510.157
15000	0.000574	0.001194	0.000561	0.002427	0.006507	0.001111	0.000558	-2521416.183
15100	0.000610	0.001197	0.000592	0.002345	0.006072	0.001124	0.000590	-2521273.740
15200	0.000619	0.001254	0.000593	0.002312	0.006111	0.001131	0.000601	-2521412.730
15300	0.000625	0.001221	0.000610	0.002330	0.005453	0.001114	0.000602	-2521178.294
15400	0.000606	0.001255	0.000603	0.002242	0.005800	0.001146	0.000588	-2521458.362
15500	0.000594	0.001232	0.000574	0.002299	0.006193	0.001136	0.000547	-2521283.278
15600	0.000599	0.001224	0.000579	0.002353	0.006107	0.001132	0.000570	-2521302.694
15700	0.000594	0.001266	0.000583	0.002283	0.005256	0.001152	0.000578	-2521211.366
15800	0.000606	0.001217	0.000604	0.002288	0.005372	0.001160	0.000579	-2521458.446
15900	0.000606	0.001239	0.000577	0.002366	0.005412	0.001160	0.000560	-2521276.753
16000	0.000612	0.001233	0.000587	0.002268	0.005486	0.001138	0.000602	-2521431.200
16100	0.000610	0.001259	0.000607	0.002287	0.006115	0.001166	0.000595	-2521296.522
16200	0.000625	0.001235	0.000588	0.002230	0.006120	0.001163	0.000590	-2521412.185
16300	0.000642	0.001221	0.000602	0.002230	0.005696	0.001146	0.000601	-2521349.400
16400	0.000609	0.001199	0.000588	0.002206	0.004790	0.001124	0.000594	-2521364.651
16500	0.000623	0.001225	0.000588	0.002279	0.005067	0.001125	0.000583	-2521402.076
16600	0.000620	0.001211	0.000600	0.002374	0.005334	0.001131	0.000592	-2521296.906
16700	0.000624	0.001208	0.000604	0.002430	0.006113	0.001114	0.000590	-2521492.699
16800	0.000646	0.001225	0.000604	0.002388	0.006207	0.001118	0.000608	-2521261.034
16900	0.000634	0.001169	0.000578	0.002417	0.005157	0.001100	0.000585	-2521504.311
17000	0.000632	0.001202	0.000623	0.002345	0.004875	0.001104	0.000635	-2521461.117
17100	0.000623	0.001229	0.000614	0.002351	0.004594	0.001092	0.000616	-2521314.755
17200	0.000629	0.001173	0.000620	0.002452	0.004705	0.001116	0.000612	-2521396.739
17300	0.000621	0.001200	0.000595	0.002321	0.005145	0.001114	0.000586	-2521411.358
17400	0.000602	0.001247	0.000581	0.002417	0.005332	0.001111	0.000569	-2521164.967
17500	0.000622	0.001208	0.000588	0.002399	0.006105	0.001122	0.000587	-2521164.883
17600	0.000614	0.001223	0.000608	0.002285	0.005902	0.001146	0.000602	-2521569.665
17700	0.000600	0.001198	0.000572	0.002267	0.006522	0.001116	0.000552	-2521306.498
17800	0.000577	0.001216	0.000578	0.002314	0.006411	0.001088	0.000560	-2521253.290
17900	0.000618	0.001241	0.000606	0.002336	0.005895	0.001116	0.000607	-2521407.032
18000	0.000612	0.001232	0.000600	0.002423	0.006017	0.001096	0.000592	-2521458.827
18100	0.000610	0.001221	0.000582	0.002322	0.005898	0.001144	0.000595	-2521578.372
18200	0.000620	0.001213	0.000605	0.002360	0.005363	0.001126	0.000601	-2521241.637
18300	0.000650	0.001198	0.000601	0.002420	0.004833	0.001105	0.000612	-2521313.999
18400	0.000632	0.001207	0.000588	0.002391	0.005422	0.001125	0.000604	-2521376.575
18500	0.000623	0.001220	0.000580	0.002252	0.006030	0.001146	0.000591	-2521191.462
18600	0.000612	0.001239	0.000591	0.002288	0.005477	0.001153	0.000585	-2521550.729
18700	0.000592	0.001231	0.000585	0.002378	0.005705	0.001131	0.000571	-2521358.771
18800	0.000603	0.001281	0.000598	0.002435	0.005291	0.001121	0.000601	-2521250.296
18900	0.000624	0.001213	0.000608	0.002475	0.005700	0.001106	0.000610	-2521317.120
19000	0.000616	0.001199	0.000569	0.002379	0.006151	0.001095	0.000577	-2521293.932
19100	0.000600	0.001200	0.000580	0.002363	0.006081	0.001106	0.000597	-2521142.964
19200	0.000607	0.001171	0.000579	0.002330	0.006140	0.001104	0.000568	-2521028.456
19300	0.000606	0.001213	0.000581	0.002373	0.005779	0.001127	0.000578	-2521367.518
19400	0.000648	0.001206	0.000611	0.002359	0.005522	0.001112	0.000623	-2521346.067
19500	0.000627	0.001193	0.000604	0.002298	0.006025	0.001119	0.000602	-2521362.394
19600	0.000604	0.001212	0.000594	0.002404	0.006029	0.001140	0.000585	-2521352.728
19700	0.000604	0.001216	0.000585	0.002458	0.005927	0.001124	0.000583	-2521317.026
19800	0.000580	0.001232	0.000585	0.002372	0.006495	0.001098	0.000560	-2521300.964
19900	0.000610	0.001204	0.000586	0.002389	0.006321	0.001096	0.000570	-2521191.321
20000	0.000611	0.001215	0.000599	0.002340	0.006201	0.001086	0.000601	-2521432.867
20100	0.000637	0.001225	0.000607	0.002323	0.005893	0.001116	0.000636	-2521364.548
20200	0.000615	0.001239	0.000596	0.002318	0.006350	0.001123	0.000596	-2521420.278
20300	0.000620	0.001238	0.000606	0.002349	0.005753	0.001111	0.000603	-2521436.700
20400	0.000609	0.001234	0.000591	0.002345	0.005966	0.001121	0.000599	-2521475.958
20500	0.000607	0.001205	0.000569	0.002381	0.005180	0.001109	0.000571	-2521242.470
20600	0.000604	0.001245	0.000587	0.002318	0.005572	0.001126	0.000577	-2521212.874
20700	0.000579	0.001258	0.000583	0.002429	0.005989	0.001138	0.000568	-2521369.118
20800	0.000579	0.001243	0.000583	0.002349	0.005951	0.001126	0.000560	-2521216.058
20900	0.000608	0.001198	0.000585	0.002335	0.006131	0.001099	0.000572	-2521415.556
21000	0.000599	0.001212	0.000590	0.002295	0.006292	0.001135	0.000566	-2521355.804
21100	0.000609	0.001162	0.000575	0.002343	0.005566	0.001121	0.000592	-2521319.710
21200	0.000618	0.001213	0.000600	0.002343	0.005333	0.001139	0.000592	-2521196.404
21300	0.000606	0.001212	0.000610	0.002315	0.005864	0.001153	0.000590	-2521226.957
21400	0.000613	0.001226	0.000571	0.002375	0.004966	0.001119	0.000571	-2521428.263
21500	0.000620	0.001203	0.000606	0.002353	0.005708	0.001116	0.000601	-2521420.088
21600	0.000587	0.001198	0.000597	0.002489	0.005505	0.001118	0.000589	-2521257.402
21700	0.000643	0.001199	0.000610	0.002308	0.005788	0.001127	0.000618	-2521258.661
21800	0.000628	0.001212	0.000601	0.002352	0.005687	0.001127	0.000605	-2521252.771
21900	0.000637	0.001223	0.000604	0.002351	0.005564	0.001129	0.000617	-2521435.230
22000	0.000614	0.001240	0.000586	0.002321	0.005754	0.001127	0.000592	-2521567.833
22100	0.000615	0.001206	0.000589	0.002328	0.006035	0.001129	0.000583	-2521232.956
22200	0.000628	0.001198	0.000594	0.002361	0.005084	0.001134	0.000619	-2521472.768
22300	0.000616	0.001242	0.000609	0.002354	0.005054	0.001110	0.000605	-2521399.739
22400	0.000640	0.001214	0.000633	0.002350	0.005300	0.001137	0.000634	-2521414.559
22500	0.000628	0.001235	0.000616	0.002390	0.005573	0.001130	0.000602	-2521270.490
22600	0.000598	0.001218	0.000595	0.002349	0.005927	0.001117	0.000581	-2521210.794
22700	0.000619	0.001238	0.000591	0.002244	0.005664	0.001132	0.000606	-2521459.562
22800	0.000615	0.001205	0.000601	0.002333	0.005770	0.001133	0.000583	-2521171.064
22900	0.000575	0.001246	0.000553	0.002296	0.005706	0.001125	0.000567	-2521243.159
23000	0.000621	0.001212	0.000595	0.002295	0.005590	0.001162	0.000591	-2521384.258
23100	0.000625	0.001233	0.000613	0.002345	0.005048	0.001146	0.000598	-2521338.904
23200	0.000592	0.001227	0.000578	0.002334	0.005145	0.001113	0.000570	-2521312.489
23300	0.000661	0.001228	0.000603	0.002298	0.005226	0.001170	0.000638	-2521499.007
23400	0.000604	0.001224	0.000601	0.002283	0.005689	0.001144	0.000591	-2521514.393
23500	0.000621	0.001224	0.000581	0.002255	0.005350	0.001134	0.000602	-2521503.957
23600	0.000611	0.001216	0.000576	0.002250	0.005148	0.001128	0.000559	-2521346.231
23700	0.000615	0.001232	0.000610	0.002284	0.005352	0.001159	0.000600	-2521396.796
23800	0.000597	0.001168	0.000602	0.002301	0.005476	0.001129	0.000596	-2521359.167
23900	0.000607	0.001231	0.000597	0.002322	0.005211	0.001119	0.000597	-2521506.186
24000	0.000630	0.001229	0.000588	0.002301	0.006037	0.001133	0.000604	-2521357.214
24100	0.000634	0.001243	0.000582	0.002369	0.005598	0.001142	0.000603	-2521311.952
24200	0.000599	0.001242	0.000573	0.002285	0.005673	0.001151	0.000585	-2521421.554
24300	0.000620	0.001221	0.000581	0.002211	0.005201	0.001147	0.000594	-2521454.481
24400	0.000610	0.001222	0.000603	0.002297	0.005343	0.001149	0.000585	-2521290.860
24500	0.000618	0.001241	0.000599	0.002305	0.005635	0.001146	0.000607	-2521534.110
24600	0.000622	0.001187	0.000614	0.002368	0.005635	0.001137	0.000619	-2521454.922
24700	0.000618	0.001231	0.000614	0.002443	0.005342	0.001119	0.000611	-2521218.056
24800	0.000622	0.001241	0.000599	0.002370	0.005687	0.001121	0.000619	-2521277.778
24900	0.000640	0.001209	0.000607	0.002277	0.005692	0.001128	0.000614	-2521290.751
25000	0.000618	0.001231	0.000607	0.002325	0.005851	0.001146	0.000602	-2521329.835
25100	0.000627	0.001237	0.000602	0.002305	0.006292	0.001135	0.000614	-2521349.619
25200	0.000631	0.001245	0.000608	0.002315	0.006421	0.001154	0.000598	-2521423.781
25300	0.000616	0.001171	0.000586	0.002310	0.005930	0.001094	0.000589	-2521402.920
25400	0.000617	0.001222	0.000576	0.002317	0.006029	0.001115	0.000590	-2521359.592
25500	0.000642	0.001254	0.000599	0.002253	0.005722	0.001155	0.000609	-2521505.562
25600	0.000614	0.001227	0.000585	0.002251	0.005077	0.001138	0.000604	-2521333.376
25700	0.000631	0.001243	0.000589	0.002314	0.005760	0.001128	0.000601	-2521610.088
25800	0.000598	0.001201	0.000584	0.002309	0.005963	0.001155	0.000585	-2521401.037
25900	0.000613	0.001219	0.000585	0.002394	0.005600	0.001127	0.000585	-2521355.781
26000	0.000610	0.001235	0.000607	0.002415	0.005673	0.001142	0.000606	-2521549.855
26100	0.000616	0.001224	0.000597	0.002252	0.005181	0.001139	0.000590	-2521294.626
26200	0.000624	0.001213	0.000590	0.002295	0.004871	0.001133	0.000605	-2521469.295
26300	0.000624	0.001235	0.000592	0.002293	0.005485	0.001159	0.000603	-2521577.710
26400	0.000601	0.001207	0.000588	0.002374	0.005330	0.001129	0.000572	-2521291.230
26500	0.000616	0.001242	0.000603	0.002291	0.005848	0.001165	0.000605	-2521542.240
26600	0.000594	0.001242	0.000587	0.002322	0.005183	0.001138	0.000566	-2521184.379
26700	0.000639	0.001211	0.000603	0.002219	0.004993	0.001133	0.000605	-2521204.980
26800	0.000601	0.001211	0.000591	0.002319	0.005933	0.001117	0.000586	-2521317.533
26900	0.000644	0.001233	0.000598	0.002347	0.006082	0.001150	0.000605	-2521400.089
27000	0.000613	0.001200	0.000599	0.002206	0.006016	0.001163	0.000594	-2521424.762
27100	0.000591	0.001215	0.000557	0.002262	0.006023	0.001152	0.000568	-2521338.506
27200	0.000608	0.001223	0.000599	0.002285	0.005533	0.001150	0.000613	-2521448.670
27300	0.000624	0.001258	0.000601	0.002361	0.005405	0.001154	0.000603	-2521465.203
27400	0.000616	0.001214	0.000594	0.002318	0.005302	0.001102	0.000583	-2521326.933
27500	0.000642	0.001231	0.000602	0.002362	0.005445	0.001139	0.000618	-2521474.714
27600	0.000629	0.001219	0.000602	0.002329	0.005086	0.001134	0.000597	-2521339.177
27700	0.000605	0.001191	0.000587	0.002384	0.005327	0.001094	0.000597	-2521316.187
27800	0.000611	0.001217	0.000593	0.002355	0.005204	0.001100	0.000588	-2521398.812
27900	0.000590	0.001218	0.000600	0.002371	0.005478	0.001115	0.000579	-2521237.107
28000	0.000609	0.001186	0.000579	0.002338	0.004925	0.001113	0.000597	-2521188.091
28100	0.000595	0.001228	0.000581	0.002383	0.005042	0.001114	0.000578	-2521215.585
28200	0.000614	0.001224	0.000591	0.002460	0.005209	0.001118	0.000604	-2521442.723
28300	0.000606	0.001210	0.000594	0.002328	0.006445	0.001152	0.000584	-2521330.507
28400	0.000610	0.001265	0.000583	0.002291	0.005541	0.001149	0.000581	-2521162.311
28500	0.000604	0.001226	0.000601	0.002323	0.005763	0.001136	0.000576	-2521282.967
28600	0.000567	0.001183	0.000594	0.002317	0.005208	0.001097	0.000565	-2521381.892
28700	0.000601	0.001203	0.000585	0.002284	0.005962	0.001121	0.000577	-2521370.366
28800	0.000612	0.001257	0.000560	0.002366	0.005821	0.001158	0.000589	-2521342.280
28900	0.000648	0.001229	0.000592	0.002319	0.005260	0.001138	0.000610	-2521315.577
29000	0.000622	0.001236	0.000600	0.002300	0.005289	0.001148	0.000625	-2521564.773
29100	0.000625	0.001244	0.000588	0.002332	0.005657	0.001168	0.000587	-2521509.108
29200	0.000615	0.001256	0.000605	0.002213	0.005808	0.001168	0.000589	-2521383.240
29300	0.000592	0.001241	0.000591	0.002303	0.005931	0.001141	0.000559	-2521252.039
29400	0.000596	0.001258	0.000600	0.002271	0.005652	0.001172	0.000586	-2521264.881
29500	0.000578	0.001212	0.000582	0.002249	0.005584	0.001157	0.000568	-2521395.088
29600	0.000602	0.001256	0.000599	0.002276	0.005955	0.001169	0.000585	-2521568.724
29700	0.000609	0.001226	0.000580	0.002286	0.005474	0.001148	0.000573	-2521411.842
29800	0.000620	0.001261	0.000591	0.002224	0.004959	0.001152	0.000583	-2521405.591
29900	0.000628	0.001260	0.000580	0.002284	0.004826	0.001139	0.000598	-2521577.787
30000	0.000597	0.001249	0.000575	0.002356	0.005278	0.001132	0.000574	-2521391.018
30100	0.000612	0.001187	0.000587	0.002359	0.005662	0.001127	0.000603	-2521461.410
30200	0.000633	0.001220	0.000624	0.002262	0.005109	0.001154	0.000617	-2521602.651
30300	0.000627	0.001190	0.000609	0.002315	0.005115	0.001139	0.000619	-2521491.669
30400	0.000613	0.001187	0.000592	0.002315	0.005493	0.001123	0.000606	-2521358.105
30500	0.000621	0.001240	0.000619	0.002404	0.005059	0.001129	0.000633	-2521423.637
30600	0.000647	0.001201	0.000627	0.002346	0.004991	0.001132	0.000621	-2521517.832
30700	0.000613	0.001218	0.000582	0.002406	0.005085	0.001106	0.000581	-2521369.699
