Gen	np	tree	tau_4EminEmyoxEsp	lnL
11200	2	11	0.001139	0.000602	-2521517.068
11300	2	11	0.001145	0.000601	-2521570.611
11400	2	11	0.001159	0.000602	-2521685.519
11500	2	11	0.001118	0.000598	-2521501.214
11600	2	11	0.001150	0.000598	-2521579.210
11700	2	11	0.001131	0.000592	-2521491.970
11800	2	11	0.001120	0.000606	-2521399.114
11900	2	11	0.001118	0.000597	-2521640.557
12000	2	11	0.001130	0.000599	-2521679.008
12100	2	11	0.001128	0.000586	-2521529.532
12200	2	11	0.001132	0.000570	-2521460.711
12300	2	11	0.001100	0.000591	-2521447.534
12400	2	11	0.001122	0.000569	-2521251.973
12500	2	11	0.001126	0.000574	-2521402.019
12600	2	11	0.001117	0.000605	-2521327.569
12700	2	11	0.001092	0.000570	-2521274.649
12800	2	11	0.001105	0.000595	-2521491.669
12900	2	11	0.001127	0.000587	-2521439.403
13000	2	11	0.001117	0.000596	-2521477.457
13100	2	11	0.001102	0.000582	-2521569.515
13200	2	11	0.001096	0.000570	-2521444.593
13300	2	11	0.001101	0.000585	-2521779.930
13400	2	11	0.001119	0.000596	-2521432.279
13500	2	11	0.001117	0.000609	-2521456.465
13600	2	11	0.001124	0.000597	-2521379.077
13700	2	11	0.001115	0.000578	-2521599.594
13800	2	11	0.001114	0.000612	-2521580.859
13900	2	11	0.001122	0.000592	-2521479.764
14000	2	11	0.001147	0.000587	-2521444.760
14100	2	11	0.001126	0.000578	-2521267.946
14200	2	11	0.001105	0.000610	-2521305.520
14300	2	11	0.001119	0.000589	-2521507.885
14400	2	11	0.001101	0.000626	-2521478.458
14500	2	11	0.001116	0.000601	-2521406.918
14600	2	11	0.001110	0.000583	-2521428.710
14700	2	11	0.001113	0.000581	-2521460.284
14800	2	11	0.001118	0.000572	-2521525.824
14900	2	11	0.001095	0.000567	-2521532.090
15000	2	11	0.001125	0.000559	-2521385.118
15100	2	11	0.001128	0.000563	-2521497.396
15200	2	11	0.001148	0.000584	-2521345.980
15300	2	11	0.001143	0.000564	-2521335.610
15400	2	11	0.001136	0.000572	-2521512.170
15500	2	11	0.001140	0.000584	-2521445.158
15600	2	11	0.001099	0.000593	-2521478.090
15700	2	11	0.001107	0.000601	-2521424.326
15800	2	11	0.001124	0.000615	-2521447.689
15900	2	11	0.001090	0.000588	-2521240.433
16000	2	11	0.001056	0.000617	-2521411.177
16100	2	11	0.001101	0.000583	-2521480.829
16200	2	11	0.001093	0.000568	-2521262.980
16300	2	11	0.001095	0.000573	-2521392.476
16400	2	11	0.001116	0.000573	-2521558.030
16500	2	11	0.001162	0.000604	-2521662.434
16600	2	11	0.001151	0.000603	-2521669.129
16700	2	11	0.001099	0.000602	-2521587.914
16800	2	11	0.001140	0.000596	-2521536.104
16900	2	11	0.001136	0.000585	-2521315.803
17000	2	11	0.001105	0.000591	-2521500.972
17100	2	11	0.001115	0.000583	-2521358.762
17200	2	11	0.001153	0.000578	-2521507.966
17300	2	11	0.001139	0.000617	-2521586.853
17400	2	11	0.001141	0.000588	-2521263.165
17500	2	11	0.001118	0.000581	-2521572.027
17600	2	11	0.001104	0.000582	-2521507.602
17700	2	11	0.001124	0.000572	-2521427.146
17800	2	11	0.001123	0.000592	-2521401.597
17900	2	11	0.001111	0.000607	-2521595.961
18000	2	11	0.001107	0.000615	-2521371.823
18100	2	11	0.001121	0.000599	-2521631.162
18200	2	11	0.001124	0.000581	-2521450.994
18300	2	11	0.001144	0.000601	-2521511.994
18400	2	11	0.001129	0.000584	-2521418.371
18500	2	11	0.001122	0.000579	-2521375.438
18600	2	11	0.001178	0.000608	-2521450.287
18700	2	11	0.001163	0.000580	-2521397.602
18800	2	11	0.001118	0.000601	-2521553.329
18900	2	11	0.001109	0.000596	-2521469.268
19000	2	11	0.001141	0.000602	-2521491.238
19100	2	11	0.001083	0.000594	-2521559.897
19200	2	11	0.001091	0.000571	-2521477.177
19300	2	11	0.001138	0.000571	-2521456.632
19400	2	11	0.001085	0.000597	-2521113.609
19500	2	11	0.001123	0.000575	-2521370.337
19600	2	11	0.001100	0.000596	-2521351.237
19700	2	11	0.001108	0.000581	-2521317.367
19800	2	11	0.001108	0.000598	-2521435.948
19900	2	11	0.001164	0.000602	-2521433.616
20000	2	11	0.001131	0.000566	-2521472.014
20100	2	11	0.001101	0.000603	-2521450.381
20200	2	11	0.001101	0.000603	-2521422.740
20300	2	11	0.001093	0.000581	-2521511.326
20400	2	11	0.001108	0.000593	-2521355.487
20500	2	11	0.001155	0.000584	-2521392.202
20600	2	11	0.001136	0.000591	-2521457.591
20700	2	11	0.001132	0.000557	-2521282.547
20800	2	11	0.001105	0.000585	-2521375.321
20900	2	11	0.001097	0.000572	-2521255.222
21000	2	11	0.001113	0.000584	-2521165.637
21100	2	11	0.001143	0.000589	-2521416.820
21200	2	11	0.001173	0.000618	-2521606.994
21300	2	11	0.001132	0.000601	-2521478.840
21400	2	11	0.001135	0.000609	-2521498.075
21500	2	11	0.001143	0.000570	-2521306.613
21600	2	11	0.001103	0.000582	-2521306.688
21700	2	11	0.001124	0.000583	-2521627.839
21800	2	11	0.001150	0.000589	-2521566.475
21900	2	11	0.001125	0.000582	-2521590.347
22000	2	11	0.001122	0.000612	-2521588.288
22100	2	11	0.001138	0.000585	-2521556.439
22200	2	11	0.001127	0.000599	-2521555.143
22300	2	11	0.001128	0.000579	-2521415.427
22400	2	11	0.001135	0.000559	-2521438.117
22500	2	11	0.001098	0.000599	-2521388.792
22600	2	11	0.001128	0.000615	-2521479.634
22700	2	11	0.001125	0.000571	-2521482.132
22800	2	11	0.001107	0.000591	-2521645.108
22900	2	11	0.001121	0.000563	-2521443.197
23000	2	11	0.001127	0.000602	-2521493.299
23100	2	11	0.001127	0.000613	-2521529.622
23200	2	11	0.001119	0.000636	-2521419.209
23300	2	11	0.001095	0.000597	-2521401.294
23400	2	11	0.001109	0.000583	-2521415.788
23500	2	11	0.001093	0.000563	-2521346.210
23600	2	11	0.001082	0.000599	-2521262.851
23700	2	11	0.001125	0.000620	-2521376.203
23800	2	11	0.001096	0.000602	-2521588.200
23900	2	11	0.001117	0.000588	-2521523.294
24000	2	11	0.001113	0.000569	-2521367.429
24100	2	11	0.001153	0.000588	-2521660.150
24200	2	11	0.001162	0.000587	-2521496.132
24300	2	11	0.001143	0.000578	-2521564.986
24400	2	11	0.001127	0.000597	-2521582.005
24500	2	11	0.001138	0.000607	-2521568.508
24600	2	11	0.001111	0.000610	-2521508.296
24700	2	11	0.001113	0.000608	-2521345.931
24800	2	11	0.001133	0.000595	-2521536.712
24900	2	11	0.001130	0.000593	-2521295.722
25000	2	11	0.001122	0.000587	-2521458.586
25100	2	11	0.001128	0.000555	-2521528.595
25200	2	11	0.001150	0.000614	-2521572.682
25300	2	11	0.001127	0.000564	-2521543.272
25400	2	11	0.001126	0.000607	-2521440.984
25500	2	11	0.001150	0.000594	-2521404.779
25600	2	11	0.001153	0.000584	-2521625.525
25700	2	11	0.001118	0.000563	-2521440.990
25800	2	11	0.001083	0.000576	-2521361.145
25900	2	11	0.001070	0.000596	-2521341.240
26000	2	11	0.001110	0.000595	-2521550.519
26100	2	11	0.001081	0.000576	-2521292.927
26200	2	11	0.001134	0.000600	-2521516.204
26300	2	11	0.001102	0.000606	-2521367.095
26400	2	11	0.001107	0.000589	-2521456.162
26500	2	11	0.001084	0.000587	-2521203.625
26600	2	11	0.001119	0.000592	-2521481.030
26700	2	11	0.001117	0.000603	-2521475.725
26800	2	11	0.001133	0.000624	-2521462.394
26900	2	11	0.001116	0.000579	-2521529.099
27000	2	11	0.001120	0.000585	-2521277.187
27100	2	11	0.001097	0.000594	-2521347.445
27200	2	11	0.001129	0.000605	-2521377.093
27300	2	11	0.001114	0.000584	-2521442.142
27400	2	11	0.001132	0.000587	-2521355.740
27500	2	11	0.001099	0.000596	-2521309.009
27600	2	11	0.001160	0.000625	-2521587.338
27700	2	11	0.001141	0.000601	-2521433.709
27800	2	11	0.001122	0.000588	-2521523.193
27900	2	11	0.001124	0.000610	-2521514.348
28000	2	11	0.001121	0.000615	-2521518.649
28100	2	11	0.001136	0.000594	-2521419.639
28200	2	11	0.001159	0.000603	-2521551.582
28300	2	11	0.001128	0.000558	-2521513.976
28400	2	11	0.001169	0.000616	-2521511.030
28500	2	11	0.001133	0.000559	-2521473.029
28600	2	11	0.001110	0.000579	-2521426.929
28700	2	11	0.001088	0.000585	-2521243.794
28800	2	11	0.001129	0.000606	-2521504.800
28900	2	11	0.001134	0.000612	-2521515.543
29000	2	11	0.001111	0.000607	-2521379.552
29100	2	11	0.001132	0.000607	-2521448.522
29200	2	11	0.001135	0.000609	-2521496.694
29300	2	11	0.001134	0.000624	-2521507.174
29400	2	11	0.001136	0.000577	-2521385.069
29500	2	11	0.001122	0.000634	-2521582.405
29600	2	11	0.001116	0.000602	-2521339.712
29700	2	11	0.001150	0.000594	-2521425.821
29800	2	11	0.001134	0.000608	-2521472.446
29900	2	11	0.001136	0.000597	-2521462.392
30000	2	11	0.001148	0.000580	-2521587.017
30100	2	11	0.001162	0.000595	-2521348.800
30200	2	11	0.001122	0.000587	-2521367.697
30300	2	11	0.001115	0.000570	-2521416.523
30400	2	11	0.001117	0.000581	-2521498.689
30500	2	11	0.001143	0.000590	-2521332.362
30600	2	11	0.001134	0.000583	-2521450.207
30700	2	11	0.001140	0.000579	-2521316.299
30800	2	11	0.001121	0.000556	-2521250.310
30900	2	11	0.001126	0.000586	-2521565.848
31000	2	11	0.001154	0.000579	-2521421.985
31100	2	11	0.001138	0.000594	-2521229.460
31200	2	11	0.001126	0.000619	-2521582.032
31300	2	11	0.001119	0.000614	-2521509.671
31400	2	11	0.001129	0.000601	-2521622.413
31500	2	11	0.001100	0.000635	-2521625.653
31600	2	11	0.001124	0.000601	-2521445.212
31700	2	11	0.001120	0.000593	-2521528.618
31800	2	11	0.001086	0.000586	-2521405.504
31900	2	11	0.001067	0.000588	-2521367.588
32000	2	11	0.001113	0.000575	-2521317.796
32100	2	11	0.001119	0.000577	-2521484.110
32200	2	11	0.001124	0.000612	-2521311.732
32300	2	11	0.001116	0.000590	-2521516.860
32400	2	11	0.001152	0.000592	-2521353.345
32500	2	11	0.001149	0.000609	-2521401.532
32600	2	11	0.001151	0.000612	-2521411.592
32700	2	11	0.001120	0.000591	-2521472.955
32800	2	11	0.001133	0.000598	-2521494.020
32900	2	11	0.001133	0.000589	-2521605.066
33000	2	11	0.001134	0.000587	-2521405.614
33100	2	11	0.001077	0.000565	-2521469.404
33200	2	11	0.001131	0.000610	-2521446.708
33300	2	11	0.001142	0.000578	-2521457.005
33400	2	11	0.001148	0.000578	-2521470.615
33500	2	11	0.001142	0.000612	-2521488.475
33600	2	11	0.001141	0.000583	-2521523.452
33700	2	11	0.001188	0.000601	-2521515.628
33800	2	11	0.001132	0.000587	-2521547.609
33900	2	11	0.001146	0.000583	-2521431.589
34000	2	11	0.001145	0.000587	-2521483.977
34100	2	11	0.001155	0.000582	-2521515.564
34200	2	11	0.001129	0.000582	-2521475.646
34300	2	11	0.001158	0.000614	-2521610.784
34400	2	11	0.001131	0.000568	-2521636.135
34500	2	11	0.001102	0.000598	-2521379.141
34600	2	11	0.001111	0.000587	-2521257.995
34700	2	11	0.001129	0.000619	-2521574.925
34800	2	11	0.001099	0.000598	-2521344.963
34900	2	11	0.001092	0.000594	-2521306.148
35000	2	11	0.001092	0.000593	-2521472.266
35100	2	11	0.001142	0.000581	-2521361.783
35200	2	11	0.001125	0.000564	-2521462.281
35300	2	11	0.001148	0.000577	-2521374.949
35400	2	11	0.001105	0.000589	-2521231.467
35500	2	11	0.001096	0.000606	-2521583.291
35600	2	11	0.001124	0.000612	-2521573.318
35700	2	11	0.001151	0.000604	-2521471.493
35800	2	11	0.001125	0.000577	-2521351.356
35900	2	11	0.001119	0.000577	-2521273.056
36000	2	11	0.001129	0.000609	-2521509.794
36100	2	11	0.001131	0.000631	-2521476.975
36200	2	11	0.001129	0.000576	-2521441.586
36300	2	11	0.001176	0.000610	-2521524.879
36400	2	11	0.001159	0.000582	-2521508.771
36500	2	11	0.001132	0.000576	-2521371.876
36600	2	11	0.001119	0.000550	-2521522.144
36700	2	11	0.001098	0.000582	-2521320.147
36800	2	11	0.001099	0.000597	-2521408.203
36900	2	11	0.001097	0.000596	-2521391.177
37000	2	11	0.001132	0.000594	-2521506.537
37100	2	11	0.001132	0.000572	-2521402.759
37200	2	11	0.001132	0.000581	-2521328.704
37300	2	11	0.001109	0.000611	-2521454.789
37400	2	11	0.001131	0.000593	-2521375.593
37500	2	11	0.001107	0.000591	-2521490.239
37600	2	11	0.001159	0.000620	-2521473.268
37700	2	11	0.001147	0.000591	-2521552.178
37800	2	11	0.001125	0.000582	-2521473.206
37900	2	11	0.001092	0.000602	-2521356.440
38000	2	11	0.001104	0.000561	-2521528.771
38100	2	11	0.001116	0.000579	-2521387.240
38200	2	11	0.001114	0.000598	-2521449.035
38300	2	11	0.001125	0.000579	-2521359.995
38400	2	11	0.001144	0.000601	-2521374.453
38500	2	11	0.001126	0.000593	-2521413.157
38600	2	11	0.001135	0.000613	-2521489.434
38700	2	11	0.001142	0.000567	-2521426.215
38800	2	11	0.001159	0.000587	-2521582.880
38900	2	11	0.001145	0.000587	-2521502.342
39000	2	11	0.001127	0.000604	-2521339.414
39100	2	11	0.001142	0.000608	-2521656.161
39200	2	11	0.001091	0.000577	-2521078.392
39300	2	11	0.001138	0.000588	-2521309.851
39400	2	11	0.001120	0.000598	-2521348.481
39500	2	11	0.001119	0.000600	-2521467.716
39600	2	11	0.001137	0.000589	-2521409.555
39700	2	11	0.001117	0.000587	-2521188.967
39800	2	11	0.001118	0.000601	-2521386.870
39900	2	11	0.001127	0.000585	-2521312.918
40000	2	11	0.001115	0.000615	-2521308.018
40100	2	11	0.001105	0.000637	-2521429.731
40200	2	11	0.001139	0.000631	-2521422.283
40300	2	11	0.001123	0.000591	-2521515.679
40400	2	11	0.001155	0.000607	-2521552.612
40500	2	11	0.001152	0.000571	-2521306.922
40600	2	11	0.001112	0.000589	-2521583.889
40700	2	11	0.001124	0.000587	-2521275.107
40800	2	11	0.001141	0.000581	-2521420.299
40900	2	11	0.001131	0.000607	-2521487.196
41000	2	11	0.001120	0.000589	-2521523.109
41100	2	11	0.001135	0.000596	-2521326.564
41200	2	11	0.001145	0.000595	-2521393.945
41300	2	11	0.001139	0.000587	-2521366.323
41400	2	11	0.001155	0.000598	-2521349.576
41500	2	11	0.001102	0.000580	-2521447.743
41600	2	11	0.001140	0.000588	-2521593.213
41700	2	11	0.001135	0.000591	-2521628.569
41800	2	11	0.001154	0.000590	-2521496.563
41900	2	11	0.001185	0.000577	-2521464.165
42000	2	11	0.001119	0.000569	-2521376.620
42100	2	11	0.001085	0.000592	-2521558.595
42200	2	11	0.001124	0.000606	-2521338.777
42300	2	11	0.001108	0.000561	-2521374.227
42400	2	11	0.001144	0.000588	-2521444.888
42500	2	11	0.001150	0.000613	-2521345.841
42600	2	11	0.001139	0.000610	-2521465.371
42700	2	11	0.001141	0.000599	-2521438.710
42800	2	11	0.001136	0.000608	-2521452.269
42900	2	11	0.001122	0.000565	-2521515.392
43000	2	11	0.001121	0.000611	-2521639.688
43100	2	11	0.001124	0.000601	-2521525.633
43200	2	11	0.001131	0.000607	-2521494.041
43300	2	11	0.001118	0.000572	-2521400.492
43400	2	11	0.001099	0.000611	-2521541.866
43500	2	11	0.001110	0.000585	-2521365.210
43600	2	11	0.001114	0.000563	-2521320.375
43700	2	11	0.001112	0.000587	-2521255.178
43800	2	11	0.001110	0.000577	-2521236.079
43900	2	11	0.001117	0.000604	-2521334.435
44000	2	11	0.001083	0.000641	-2521569.469
44100	2	11	0.001100	0.000599	-2521262.271
44200	2	11	0.001120	0.000564	-2521108.271
44300	2	11	0.001136	0.000613	-2521445.618
44400	2	11	0.001124	0.000626	-2521412.360
44500	2	11	0.001135	0.000585	-2521538.666
44600	2	11	0.001110	0.000605	-2521460.560
44700	2	11	0.001133	0.000598	-2521535.113
44800	2	11	0.001144	0.000603	-2521371.660
44900	2	11	0.001114	0.000572	-2521469.351
45000	2	11	0.001134	0.000581	-2521356.505
45100	2	11	0.001115	0.000585	-2521364.965
45200	2	11	0.001129	0.000578	-2521243.409
45300	2	11	0.001140	0.000554	-2521369.866
45400	2	11	0.001132	0.000575	-2521248.724
45500	2	11	0.001119	0.000561	-2521233.490
45600	2	11	0.001108	0.000616	-2521389.671
45700	2	11	0.001104	0.000572	-2521366.067
45800	2	11	0.001093	0.000599	-2521451.412
45900	2	11	0.001166	0.000612	-2521527.169
46000	2	11	0.001116	0.000586	-2521335.446
46100	2	11	0.001149	0.000597	-2521439.455
46200	2	11	0.001161	0.000607	-2521357.244
46300	2	11	0.001139	0.000600	-2521597.484
46400	2	11	0.001169	0.000600	-2521532.571
46500	2	11	0.001124	0.000621	-2521484.555
46600	2	11	0.001134	0.000592	-2521500.959
46700	2	11	0.001128	0.000623	-2521291.339
46800	2	11	0.001128	0.000558	-2521471.773
46900	2	11	0.001126	0.000604	-2521442.662
47000	2	11	0.001120	0.000591	-2521345.054
47100	2	11	0.001108	0.000584	-2521346.496
47200	2	11	0.001112	0.000597	-2521302.853
47300	2	11	0.001137	0.000592	-2521348.288
47400	2	11	0.001104	0.000617	-2521277.626
47500	2	11	0.001090	0.000609	-2521354.938
47600	2	11	0.001098	0.000590	-2521311.072
47700	2	11	0.001070	0.000604	-2521451.104
47800	2	11	0.001122	0.000570	-2521433.314
47900	2	11	0.001106	0.000573	-2521251.897
48000	2	11	0.001118	0.000573	-2521465.775
48100	2	11	0.001117	0.000572	-2521444.228
48200	2	11	0.001147	0.000566	-2521380.141
48300	2	11	0.001106	0.000598	-2521450.776
48400	2	11	0.001125	0.000599	-2521519.637
48500	2	11	0.001113	0.000576	-2521404.660
48600	2	11	0.001125	0.000588	-2521389.052
48700	2	11	0.001106	0.000609	-2521391.110
48800	2	11	0.001114	0.000592	-2521338.398
48900	2	11	0.001119	0.000606	-2521524.694
49000	2	11	0.001091	0.000571	-2521434.947
49100	2	11	0.001071	0.000592	-2521218.368
49200	2	11	0.001104	0.000579	-2521417.899
49300	2	11	0.001104	0.000586	-2521270.257
49400	2	11	0.001141	0.000607	-2521395.318
49500	2	11	0.001152	0.000596	-2521396.010
49600	2	11	0.001165	0.000624	-2521556.236
49700	2	11	0.001162	0.000559	-2521344.065
49800	2	11	0.001128	0.000595	-2521287.180
49900	2	11	0.001117	0.000572	-2521374.099
50000	2	11	0.001095	0.000587	-2521436.028
50100	2	11	0.001153	0.000578	-2521340.112
50200	2	11	0.001145	0.000595	-2521445.296
50300	2	11	0.001135	0.000597	-2521338.556
50400	2	11	0.001122	0.000578	-2521412.694
50500	2	11	0.001131	0.000570	-2521274.685
50600	2	11	0.001145	0.000600	-2521414.311
50700	2	11	0.001139	0.000618	-2521484.383
50800	2	11	0.001113	0.000619	-2521227.570
50900	2	11	0.001162	0.000580	-2521521.097
51000	2	11	0.001159	0.000586	-2521499.520
51100	2	11	0.001114	0.000588	-2521244.147
51200	2	11	0.001136	0.000568	-2521332.284
51300	2	11	0.001113	0.000580	-2521492.898
51400	2	11	0.001125	0.000571	-2521293.167
51500	2	11	0.001152	0.000562	-2521405.055
51600	2	11	0.001137	0.000590	-2521492.702
51700	2	11	0.001164	0.000608	-2521356.341
51800	2	11	0.001134	0.000589	-2521471.088
51900	2	11	0.001122	0.000565	-2521410.628
52000	2	11	0.001129	0.000574	-2521528.367
52100	2	11	0.001122	0.000583	-2521164.221
52200	2	11	0.001086	0.000602	-2521248.794
52300	2	11	0.001120	0.000555	-2521213.714
52400	2	11	0.001131	0.000581	-2521483.872
52500	2	11	0.001143	0.000554	-2521305.438
52600	2	11	0.001130	0.000618	-2521391.542
52700	2	11	0.001111	0.000594	-2521334.321
52800	2	11	0.001106	0.000598	-2521505.044
52900	2	11	0.001134	0.000599	-2521379.573
53000	2	11	0.001151	0.000571	-2521403.296
53100	2	11	0.001128	0.000586	-2521423.081
53200	2	11	0.001072	0.000597	-2521440.120
53300	2	11	0.001101	0.000599	-2521370.708
53400	2	11	0.001080	0.000587	-2521250.581
53500	2	11	0.001088	0.000592	-2521364.861
53600	2	11	0.001122	0.000601	-2521324.212
53700	2	11	0.001134	0.000602	-2521290.537
53800	2	11	0.001136	0.000596	-2521476.619
53900	2	11	0.001103	0.000564	-2521424.619
54000	2	11	0.001120	0.000583	-2521365.239
54100	2	11	0.001124	0.000583	-2521277.478
54200	2	11	0.001117	0.000591	-2521401.408
54300	2	11	0.001132	0.000581	-2521420.569
54400	2	11	0.001162	0.000582	-2521483.044
54500	2	11	0.001136	0.000600	-2521500.647
54600	2	11	0.001111	0.000602	-2521595.867
54700	2	11	0.001108	0.000586	-2521589.534
54800	2	11	0.001094	0.000573	-2521139.542
54900	2	11	0.001088	0.000599	-2521316.612
55000	2	11	0.001136	0.000592	-2521560.839
55100	2	11	0.001138	0.000601	-2521426.299
55200	2	11	0.001132	0.000595	-2521465.205
55300	2	11	0.001118	0.000600	-2521454.845
55400	2	11	0.001167	0.000581	-2521290.374
55500	2	11	0.001120	0.000560	-2521324.407
55600	2	11	0.001123	0.000576	-2521408.574
55700	2	11	0.001116	0.000596	-2521409.585
55800	2	11	0.001118	0.000576	-2521402.440
55900	2	11	0.001116	0.000590	-2521492.296
56000	2	11	0.001126	0.000591	-2521666.476
56100	2	11	0.001108	0.000564	-2521320.120
56200	2	11	0.001127	0.000588	-2521475.857
56300	2	11	0.001104	0.000575	-2521310.823
56400	2	11	0.001109	0.000595	-2521402.199
56500	2	11	0.001116	0.000560	-2521419.138
56600	2	11	0.001115	0.000563	-2521461.937
56700	2	11	0.001122	0.000599	-2521366.807
56800	2	11	0.001097	0.000590	-2521254.660
56900	2	11	0.001122	0.000581	-2521266.504
57000	2	11	0.001137	0.000587	-2521313.230
57100	2	11	0.001083	0.000585	-2521296.015
57200	2	11	0.001120	0.000593	-2521412.907
57300	2	11	0.001110	0.000638	-2521176.912
57400	2	11	0.001109	0.000595	-2521552.920
57500	2	11	0.001168	0.000608	-2521437.299
57600	2	11	0.001153	0.000572	-2521546.516
57700	2	11	0.001142	0.000609	-2521569.312
57800	2	11	0.001138	0.000596	-2521482.791
57900	2	11	0.001149	0.000557	-2521490.384
58000	2	11	0.001127	0.000584	-2521345.004
58100	2	11	0.001139	0.000619	-2521602.741
