Gen	np	tree	tau_4EminEmyoxEsp	tau_5EmyoxEsp	lnL
100	2	11	0.001144	0.000732	-2521937.449
200	2	11	0.001129	0.000726	-2521701.970
300	2	11	0.001164	0.000722	-2521708.293
400	2	11	0.001137	0.000700	-2521736.452
500	2	11	0.001155	0.000727	-2521818.079
600	2	11	0.001172	0.000710	-2521900.172
700	2	11	0.001131	0.000714	-2521797.379
800	2	11	0.001162	0.000724	-2521895.298
900	2	11	0.001155	0.000739	-2521696.120
1000	2	11	0.001122	0.000749	-2521914.775
1100	2	11	0.001152	0.000754	-2521855.670
1200	2	11	0.001131	0.000743	-2521893.969
1300	2	11	0.001143	0.000729	-2521800.734
1400	2	11	0.001163	0.000732	-2521813.068
1500	2	11	0.001182	0.000735	-2521823.808
1600	2	11	0.001162	0.000742	-2521831.282
1700	2	11	0.001130	0.000720	-2521846.790
1800	2	11	0.001154	0.000751	-2522000.921
1900	2	11	0.001143	0.000697	-2521747.036
2000	2	11	0.001120	0.000736	-2521779.605
2100	2	11	0.001138	0.000706	-2521798.225
2200	2	11	0.001181	0.000740	-2521895.290
2300	2	11	0.001138	0.000740	-2521764.855
2400	2	11	0.001151	0.000730	-2521728.603
2500	2	11	0.001158	0.000744	-2521806.091
2600	2	11	0.001162	0.000704	-2521628.033
2700	2	11	0.001181	0.000735	-2521727.431
2800	2	11	0.001153	0.000742	-2521870.386
2900	2	11	0.001178	0.000704	-2521596.196
3000	2	11	0.001181	0.000713	-2521769.929
3100	2	11	0.001131	0.000705	-2521684.669
3200	2	11	0.001155	0.000747	-2521817.176
3300	2	11	0.001134	0.000712	-2521750.816
3400	2	11	0.001145	0.000718	-2521672.895
3500	2	11	0.001158	0.000745	-2521810.557
3600	2	11	0.001149	0.000718	-2521621.135
3700	2	11	0.001149	0.000730	-2521689.313
3800	2	11	0.001148	0.000705	-2521916.486
3900	2	11	0.001189	0.000730	-2521947.500
4000	2	11	0.001154	0.000713	-2521727.027
4100	2	11	0.001169	0.000714	-2521720.600
4200	2	11	0.001113	0.000702	-2521754.738
4300	2	11	0.001135	0.000724	-2521747.353
4400	2	11	0.001157	0.000729	-2521759.728
4500	2	11	0.001132	0.000710	-2521605.581
4600	2	11	0.001146	0.000724	-2521817.659
4700	2	11	0.001136	0.000734	-2521771.046
4800	2	11	0.001140	0.000736	-2521814.001
4900	2	11	0.001153	0.000708	-2521685.297
5000	2	11	0.001195	0.000727	-2521744.251
5100	2	11	0.001171	0.000694	-2521631.711
5200	2	11	0.001153	0.000727	-2521933.317
5300	2	11	0.001147	0.000761	-2522073.841
5400	2	11	0.001113	0.000731	-2521815.219
5500	2	11	0.001146	0.000735	-2521764.877
5600	2	11	0.001151	0.000734	-2521715.415
5700	2	11	0.001121	0.000744	-2521793.940
5800	2	11	0.001135	0.000726	-2521787.391
5900	2	11	0.001165	0.000695	-2521791.378
6000	2	11	0.001185	0.000727	-2521763.728
6100	2	11	0.001188	0.000693	-2521863.000
6200	2	11	0.001180	0.000742	-2521718.081
6300	2	11	0.001168	0.000698	-2521786.225
6400	2	11	0.001141	0.000716	-2521674.815
6500	2	11	0.001165	0.000750	-2521839.257
6600	2	11	0.001157	0.000705	-2521646.454
6700	2	11	0.001152	0.000731	-2521769.990
6800	2	11	0.001139	0.000708	-2521751.475
6900	2	11	0.001124	0.000748	-2521796.514
7000	2	11	0.001155	0.000766	-2521946.688
7100	2	11	0.001139	0.000712	-2521665.417
7200	2	11	0.001165	0.000718	-2521650.363
7300	2	11	0.001173	0.000734	-2521794.794
7400	2	11	0.001143	0.000705	-2521706.943
7500	2	11	0.001177	0.000756	-2521862.695
7600	2	11	0.001160	0.000730	-2521904.079
7700	2	11	0.001174	0.000718	-2521770.941
7800	2	11	0.001130	0.000703	-2521712.987
7900	2	11	0.001143	0.000699	-2521813.518
8000	2	11	0.001171	0.000731	-2521710.164
8100	2	11	0.001154	0.000704	-2521779.977
8200	2	11	0.001152	0.000712	-2521715.603
8300	2	11	0.001160	0.000689	-2521635.547
8400	2	11	0.001175	0.000705	-2521649.271
8500	2	11	0.001123	0.000741	-2521638.323
8600	2	11	0.001165	0.000737	-2521849.269
8700	2	11	0.001184	0.000732	-2521728.157
8800	2	11	0.001168	0.000712	-2521909.161
8900	2	11	0.001172	0.000743	-2521606.916
9000	2	11	0.001131	0.000733	-2521738.038
9100	2	11	0.001166	0.000731	-2521765.028
9200	2	11	0.001168	0.000733	-2521685.560
9300	2	11	0.001191	0.000715	-2521800.514
9400	2	11	0.001161	0.000743	-2521745.401
9500	2	11	0.001154	0.000692	-2521590.459
9600	2	11	0.001194	0.000713	-2521906.635
9700	2	11	0.001137	0.000710	-2521715.005
9800	2	11	0.001149	0.000706	-2521514.294
9900	2	11	0.001186	0.000731	-2521829.763
10000	2	11	0.001169	0.000700	-2521708.087
10100	2	11	0.001168	0.000724	-2521815.544
10200	2	11	0.001160	0.000748	-2521774.572
10300	2	11	0.001166	0.000707	-2521648.812
10400	2	11	0.001170	0.000726	-2521649.239
10500	2	11	0.001128	0.000745	-2521661.114
10600	2	11	0.001167	0.000706	-2521580.949
10700	2	11	0.001184	0.000719	-2521585.128
10800	2	11	0.001150	0.000703	-2521616.238
10900	2	11	0.001148	0.000735	-2521817.528
11000	2	11	0.001198	0.000725	-2521744.029
11100	2	11	0.001171	0.000702	-2521715.713
11200	2	11	0.001184	0.000716	-2521730.866
11300	2	11	0.001155	0.000714	-2521753.753
11400	2	11	0.001112	0.000758	-2521785.024
11500	2	11	0.001164	0.000698	-2521603.896
11600	2	11	0.001194	0.000725	-2521630.399
11700	2	11	0.001142	0.000719	-2521698.662
11800	2	11	0.001129	0.000738	-2521623.225
