Gen	np	tree	tau_4EminEmyoxEsp	tau_5EmyoxEsp	lnL
100	2	11	0.001130	0.000726	-2521564.785
200	2	11	0.001154	0.000722	-2521636.248
300	2	11	0.001150	0.000709	-2521678.382
400	2	11	0.001149	0.000733	-2521830.925
500	2	11	0.001155	0.000706	-2521586.592
600	2	11	0.001151	0.000719	-2521654.059
700	2	11	0.001180	0.000716	-2521632.953
800	2	11	0.001173	0.000697	-2521487.600
900	2	11	0.001151	0.000745	-2521883.242
1000	2	11	0.001209	0.000732	-2521812.576
1100	2	11	0.001202	0.000729	-2521656.825
1200	2	11	0.001137	0.000725	-2521713.534
1300	2	11	0.001158	0.000760	-2521608.555
1400	2	11	0.001154	0.000720	-2521652.858
1500	2	11	0.001128	0.000725	-2521527.042
1600	2	11	0.001169	0.000749	-2521635.145
1700	2	11	0.001165	0.000722	-2521687.711
1800	2	11	0.001167	0.000745	-2521542.820
1900	2	11	0.001158	0.000725	-2521602.986
2000	2	11	0.001140	0.000707	-2521665.143
2100	2	11	0.001134	0.000715	-2521608.734
2200	2	11	0.001118	0.000717	-2521748.685
2300	2	11	0.001147	0.000706	-2521582.334
2400	2	11	0.001152	0.000716	-2521704.463
2500	2	11	0.001147	0.000714	-2521571.901
2600	2	11	0.001141	0.000732	-2521709.914
2700	2	11	0.001111	0.000727	-2521533.800
2800	2	11	0.001156	0.000721	-2521706.775
2900	2	11	0.001154	0.000723	-2521679.552
3000	2	11	0.001149	0.000722	-2521758.635
3100	2	11	0.001130	0.000728	-2521617.786
3200	2	11	0.001169	0.000735	-2521666.304
3300	2	11	0.001159	0.000694	-2521657.418
3400	2	11	0.001172	0.000730	-2521713.498
3500	2	11	0.001172	0.000735	-2521650.342
3600	2	11	0.001190	0.000728	-2521663.656
3700	2	11	0.001173	0.000750	-2521611.980
3800	2	11	0.001138	0.000726	-2521567.736
3900	2	11	0.001130	0.000727	-2521503.628
4000	2	11	0.001131	0.000730	-2521699.336
4100	2	11	0.001141	0.000697	-2521748.388
4200	2	11	0.001178	0.000704	-2521555.498
4300	2	11	0.001155	0.000696	-2521435.411
4400	2	11	0.001099	0.000714	-2521462.057
4500	2	11	0.001160	0.000694	-2521722.140
4600	2	11	0.001169	0.000707	-2521608.620
4700	2	11	0.001127	0.000716	-2521635.413
4800	2	11	0.001150	0.000745	-2521671.451
4900	2	11	0.001166	0.000734	-2521566.127
5000	2	11	0.001163	0.000733	-2521637.319
5100	2	11	0.001150	0.000729	-2521680.015
5200	2	11	0.001172	0.000721	-2521803.815
5300	2	11	0.001184	0.000724	-2521878.225
5400	2	11	0.001188	0.000728	-2521580.290
5500	2	11	0.001211	0.000746	-2521793.586
5600	2	11	0.001193	0.000729	-2521912.948
5700	2	11	0.001147	0.000671	-2521675.976
5800	2	11	0.001152	0.000676	-2521639.625
5900	2	11	0.001139	0.000721	-2521526.524
6000	2	11	0.001154	0.000722	-2521508.783
6100	2	11	0.001131	0.000728	-2521777.148
6200	2	11	0.001138	0.000730	-2521552.939
6300	2	11	0.001162	0.000738	-2521705.637
6400	2	11	0.001157	0.000722	-2521583.841
6500	2	11	0.001132	0.000717	-2521553.201
6600	2	11	0.001147	0.000690	-2521482.963
6700	2	11	0.001162	0.000714	-2521630.381
6800	2	11	0.001154	0.000719	-2521424.307
6900	2	11	0.001164	0.000702	-2521561.874
7000	2	11	0.001149	0.000689	-2521598.333
7100	2	11	0.001159	0.000707	-2521714.992
7200	2	11	0.001123	0.000732	-2521693.472
7300	2	11	0.001151	0.000700	-2521691.271
7400	2	11	0.001145	0.000730	-2521496.358
7500	2	11	0.001155	0.000704	-2521683.276
7600	2	11	0.001159	0.000768	-2521820.072
7700	2	11	0.001151	0.000724	-2521838.493
7800	2	11	0.001155	0.000733	-2521638.106
7900	2	11	0.001173	0.000702	-2521616.191
8000	2	11	0.001129	0.000717	-2521524.746
8100	2	11	0.001194	0.000708	-2521627.233
8200	2	11	0.001142	0.000689	-2521544.399
8300	2	11	0.001142	0.000700	-2521726.816
8400	2	11	0.001124	0.000730	-2521695.974
8500	2	11	0.001160	0.000732	-2521595.157
8600	2	11	0.001191	0.000722	-2521715.612
8700	2	11	0.001161	0.000723	-2521452.533
8800	2	11	0.001176	0.000699	-2521684.160
8900	2	11	0.001128	0.000685	-2521501.980
9000	2	11	0.001154	0.000718	-2521638.589
9100	2	11	0.001120	0.000709	-2521598.076
9200	2	11	0.001170	0.000741	-2521548.142
9300	2	11	0.001171	0.000738	-2521558.157
9400	2	11	0.001135	0.000681	-2521572.677
9500	2	11	0.001107	0.000701	-2521414.123
9600	2	11	0.001142	0.000718	-2521630.219
9700	2	11	0.001179	0.000734	-2521613.114
9800	2	11	0.001127	0.000714	-2521693.309
9900	2	11	0.001138	0.000730	-2521694.008
10000	2	11	0.001154	0.000720	-2521553.637
10100	2	11	0.001172	0.000752	-2521454.445
10200	2	11	0.001175	0.000712	-2521698.521
10300	2	11	0.001163	0.000747	-2521589.026
10400	2	11	0.001166	0.000685	-2521642.476
10500	2	11	0.001186	0.000725	-2521690.732
10600	2	11	0.001174	0.000736	-2521642.539
10700	2	11	0.001147	0.000714	-2521561.070
10800	2	11	0.001135	0.000694	-2521482.317
10900	2	11	0.001169	0.000707	-2521477.483
11000	2	11	0.001164	0.000747	-2521596.944
11100	2	11	0.001153	0.000709	-2521457.096
11200	2	11	0.001179	0.000728	-2521491.523
11300	2	11	0.001155	0.000746	-2521654.262
11400	2	11	0.001171	0.000718	-2521689.621
11500	2	11	0.001167	0.000701	-2521447.970
11600	2	11	0.001180	0.000723	-2521459.175
11700	2	11	0.001191	0.000691	-2521643.197
11800	2	11	0.001136	0.000678	-2521543.439
11900	2	11	0.001158	0.000711	-2521658.170
12000	2	11	0.001167	0.000701	-2521513.190
