Gen	np	tree	tau_4EminEmyoxEsp	tau_5EmyoxEsp	lnL
100	2	11	0.001106	0.000634	-2521788.909
200	2	11	0.001163	0.000631	-2521676.037
300	2	11	0.001149	0.000602	-2521781.672
400	2	11	0.001117	0.000625	-2521694.192
500	2	11	0.001131	0.000599	-2521695.286
600	2	11	0.001144	0.000619	-2522023.398
700	2	11	0.001142	0.000604	-2521927.602
800	2	11	0.001151	0.000611	-2521742.660
900	2	11	0.001177	0.000621	-2521726.869
1000	2	11	0.001153	0.000622	-2521647.225
1100	2	11	0.001150	0.000597	-2521865.218
1200	2	11	0.001161	0.000609	-2521791.822
1300	2	11	0.001163	0.000600	-2521593.608
1400	2	11	0.001158	0.000656	-2521880.337
1500	2	11	0.001145	0.000651	-2521686.113
1600	2	11	0.001119	0.000629	-2521758.383
1700	2	11	0.001132	0.000647	-2521658.080
1800	2	11	0.001147	0.000625	-2521632.683
1900	2	11	0.001159	0.000610	-2521721.903
2000	2	11	0.001133	0.000595	-2521703.682
2100	2	11	0.001162	0.000600	-2521818.522
2200	2	11	0.001147	0.000616	-2521742.408
2300	2	11	0.001140	0.000620	-2521860.009
2400	2	11	0.001155	0.000612	-2521629.964
2500	2	11	0.001137	0.000607	-2521616.956
2600	2	11	0.001131	0.000574	-2521682.574
2700	2	11	0.001132	0.000627	-2521623.571
2800	2	11	0.001118	0.000596	-2521766.758
2900	2	11	0.001150	0.000645	-2521664.290
3000	2	11	0.001113	0.000590	-2521693.581
3100	2	11	0.001125	0.000605	-2521760.135
3200	2	11	0.001086	0.000641	-2521578.422
3300	2	11	0.001120	0.000598	-2521539.414
3400	2	11	0.001119	0.000618	-2521772.219
3500	2	11	0.001117	0.000619	-2521857.588
3600	2	11	0.001112	0.000620	-2521728.160
3700	2	11	0.001114	0.000587	-2521667.174
3800	2	11	0.001142	0.000636	-2521713.090
3900	2	11	0.001168	0.000613	-2521595.752
4000	2	11	0.001127	0.000639	-2521559.767
4100	2	11	0.001154	0.000628	-2521747.604
4200	2	11	0.001124	0.000618	-2521749.276
4300	2	11	0.001132	0.000615	-2521630.216
4400	2	11	0.001141	0.000598	-2521576.226
4500	2	11	0.001137	0.000588	-2521596.269
4600	2	11	0.001121	0.000608	-2521530.034
4700	2	11	0.001116	0.000614	-2521705.271
4800	2	11	0.001107	0.000606	-2521580.524
4900	2	11	0.001125	0.000585	-2521640.198
5000	2	11	0.001137	0.000559	-2521526.455
5100	2	11	0.001158	0.000582	-2521757.460
5200	2	11	0.001193	0.000617	-2521596.940
5300	2	11	0.001143	0.000587	-2521684.207
5400	2	11	0.001122	0.000614	-2521720.652
5500	2	11	0.001121	0.000644	-2521825.208
5600	2	11	0.001131	0.000619	-2521755.853
5700	2	11	0.001128	0.000594	-2521561.393
5800	2	11	0.001135	0.000611	-2521680.250
5900	2	11	0.001113	0.000628	-2521601.297
6000	2	11	0.001127	0.000581	-2521502.234
6100	2	11	0.001165	0.000626	-2521915.242
6200	2	11	0.001156	0.000627	-2521561.533
6300	2	11	0.001120	0.000604	-2521697.888
6400	2	11	0.001125	0.000628	-2521692.189
6500	2	11	0.001148	0.000628	-2521521.551
6600	2	11	0.001137	0.000608	-2521871.114
6700	2	11	0.001147	0.000629	-2521706.263
6800	2	11	0.001136	0.000646	-2521596.876
6900	2	11	0.001115	0.000625	-2521926.816
7000	2	11	0.001134	0.000593	-2521632.894
7100	2	11	0.001148	0.000614	-2521511.560
7200	2	11	0.001147	0.000583	-2521799.098
7300	2	11	0.001165	0.000629	-2521585.709
7400	2	11	0.001131	0.000623	-2521597.138
7500	2	11	0.001097	0.000643	-2521669.877
7600	2	11	0.001110	0.000634	-2521710.124
