Gen	np	tree	lnL
100	2	11	0.001182	0.000592	-2521658.899
200	2	11	0.001098	0.000604	-2521319.007
300	2	11	0.001112	0.000589	-2521599.859
400	2	11	0.001110	0.000617	-2521528.775
500	2	11	0.001129	0.000614	-2521596.991
600	2	11	0.001119	0.000610	-2521573.500
700	2	11	0.001106	0.000591	-2521443.604
800	2	11	0.001106	0.000598	-2521620.301
900	2	11	0.001110	0.000588	-2521576.291
1000	2	11	0.001116	0.000620	-2521496.162
1100	2	11	0.001133	0.000594	-2521534.136
1200	2	11	0.001101	0.000595	-2521563.730
1300	2	11	0.001131	0.000600	-2521569.205
1400	2	11	0.001151	0.000575	-2521606.950
1500	2	11	0.001153	0.000576	-2521513.877
1600	2	11	0.001157	0.000593	-2521374.711
1700	2	11	0.001182	0.000595	-2521696.805
1800	2	11	0.001161	0.000591	-2521674.668
1900	2	11	0.001115	0.000602	-2521580.044
2000	2	11	0.001131	0.000606	-2521461.006
2100	2	11	0.001133	0.000609	-2521570.526
2200	2	11	0.001118	0.000577	-2521578.171
2300	2	11	0.001132	0.000588	-2521498.506
2400	2	11	0.001128	0.000620	-2521673.957
2500	2	11	0.001140	0.000581	-2521471.903
2600	2	11	0.001160	0.000606	-2521715.816
2700	2	11	0.001150	0.000599	-2521613.165
2800	2	11	0.001131	0.000606	-2521629.797
2900	2	11	0.001130	0.000593	-2521472.408
3000	2	11	0.001180	0.000588	-2521639.331
3100	2	11	0.001139	0.000586	-2521514.711
3200	2	11	0.001099	0.000592	-2521391.069
3300	2	11	0.001099	0.000588	-2521484.342
3400	2	11	0.001143	0.000577	-2521496.503
3500	2	11	0.001116	0.000578	-2521457.196
3600	2	11	0.001122	0.000618	-2521579.136
3700	2	11	0.001108	0.000598	-2521596.359
3800	2	11	0.001124	0.000611	-2521322.610
3900	2	11	0.001159	0.000590	-2521805.977
4000	2	11	0.001137	0.000585	-2521563.248
4100	2	11	0.001128	0.000567	-2521503.746
4200	2	11	0.001128	0.000587	-2521664.777
4300	2	11	0.001143	0.000579	-2521656.421
4400	2	11	0.001118	0.000589	-2521572.239
4500	2	11	0.001103	0.000590	-2521449.765
4600	2	11	0.001132	0.000578	-2521356.120
4700	2	11	0.001133	0.000600	-2521431.222
4800	2	11	0.001135	0.000598	-2521423.496
4900	2	11	0.001110	0.000596	-2521486.219
5000	2	11	0.001107	0.000615	-2521636.373
5100	2	11	0.001135	0.000600	-2521521.836
5200	2	11	0.001137	0.000578	-2521605.110
5300	2	11	0.001132	0.000576	-2521535.647
5400	2	11	0.001131	0.000573	-2521571.152
5500	2	11	0.001145	0.000553	-2521547.608
5600	2	11	0.001130	0.000614	-2521575.050
5700	2	11	0.001149	0.000592	-2521460.811
5800	2	11	0.001171	0.000576	-2521750.354
5900	2	11	0.001166	0.000604	-2521666.110
6000	2	11	0.001134	0.000630	-2521552.851
6100	2	11	0.001134	0.000599	-2521728.866
6200	2	11	0.001168	0.000566	-2521518.607
6300	2	11	0.001128	0.000606	-2521538.326
6400	2	11	0.001134	0.000593	-2521316.825
6500	2	11	0.001143	0.000580	-2521594.451
6600	2	11	0.001152	0.000605	-2521526.791
6700	2	11	0.001156	0.000605	-2521547.953
6800	2	11	0.001150	0.000601	-2521737.045
6900	2	11	0.001151	0.000579	-2521651.701
7000	2	11	0.001170	0.000575	-2521525.788
7100	2	11	0.001156	0.000582	-2521636.743
7200	2	11	0.001202	0.000592	-2521578.895
7300	2	11	0.001176	0.000618	-2521674.585
7400	2	11	0.001183	0.000607	-2521499.977
7500	2	11	0.001148	0.000588	-2521647.637
7600	2	11	0.001123	0.000559	-2521532.972
7700	2	11	0.001142	0.000598	-2521579.456
7800	2	11	0.001125	0.000583	-2521454.295
7900	2	11	0.001109	0.000570	-2521522.447
8000	2	11	0.001160	0.000560	-2521337.998
8100	2	11	0.001167	0.000610	-2521610.990
8200	2	11	0.001130	0.000578	-2521545.956
8300	2	11	0.001141	0.000622	-2521583.773
8400	2	11	0.001109	0.000589	-2521414.067
8500	2	11	0.001147	0.000591	-2521588.809
8600	2	11	0.001127	0.000591	-2521655.973
8700	2	11	0.001123	0.000579	-2521406.910
8800	2	11	0.001168	0.000578	-2521451.868
8900	2	11	0.001177	0.000592	-2521427.854
9000	2	11	0.001131	0.000599	-2521633.444
9100	2	11	0.001155	0.000621	-2521593.813
9200	2	11	0.001174	0.000595	-2521489.511
9300	2	11	0.001135	0.000584	-2521504.930
9400	2	11	0.001085	0.000582	-2521517.079
9500	2	11	0.001120	0.000618	-2521613.429
9600	2	11	0.001139	0.000602	-2521612.749
9700	2	11	0.001149	0.000585	-2521505.990
9800	2	11	0.001140	0.000583	-2521481.986
9900	2	11	0.001136	0.000612	-2521547.217
10000	2	11	0.001133	0.000618	-2521494.354
10100	2	11	0.001117	0.000624	-2521490.140
10200	2	11	0.001082	0.000583	-2521497.374
10300	2	11	0.001150	0.000627	-2521353.869
10400	2	11	0.001097	0.000574	-2521420.417
10500	2	11	0.001135	0.000592	-2521396.483
10600	2	11	0.001174	0.000612	-2521558.828
