Gen	np	tree	tau_4EminEmyoxEsp	lnL
13200	2	11	0.001135	0.000729	-2521787.837
13300	2	11	0.001162	0.000712	-2521783.561
13400	2	11	0.001123	0.000742	-2521815.994
13500	2	11	0.001125	0.000704	-2521727.860
13600	2	11	0.001141	0.000714	-2521512.509
13700	2	11	0.001159	0.000724	-2521708.907
13800	2	11	0.001135	0.000735	-2521724.914
13900	2	11	0.001146	0.000743	-2521713.196
14000	2	11	0.001167	0.000739	-2521719.854
14100	2	11	0.001163	0.000703	-2521546.367
14200	2	11	0.001161	0.000726	-2521805.532
14300	2	11	0.001158	0.000726	-2521684.606
14400	2	11	0.001155	0.000730	-2521645.705
14500	2	11	0.001160	0.000728	-2521683.486
14600	2	11	0.001137	0.000755	-2521876.627
14700	2	11	0.001159	0.000725	-2521633.422
14800	2	11	0.001168	0.000730	-2521771.838
14900	2	11	0.001144	0.000740	-2521722.334
15000	2	11	0.001142	0.000748	-2521724.931
15100	2	11	0.001163	0.000716	-2521843.577
15200	2	11	0.001146	0.000748	-2521759.637
15300	2	11	0.001158	0.000718	-2521815.508
15400	2	11	0.001152	0.000715	-2521738.668
15500	2	11	0.001194	0.000743	-2521712.170
15600	2	11	0.001124	0.000726	-2521661.962
15700	2	11	0.001179	0.000718	-2521767.310
15800	2	11	0.001136	0.000736	-2521871.461
15900	2	11	0.001194	0.000720	-2521736.441
16000	2	11	0.001172	0.000707	-2521878.070
16100	2	11	0.001162	0.000697	-2521795.751
16200	2	11	0.001187	0.000696	-2521756.494
16300	2	11	0.001176	0.000747	-2521975.476
16400	2	11	0.001135	0.000752	-2521761.182
16500	2	11	0.001152	0.000731	-2521939.266
16600	2	11	0.001148	0.000734	-2521666.215
16700	2	11	0.001176	0.000738	-2521845.813
16800	2	11	0.001193	0.000743	-2521767.531
16900	2	11	0.001186	0.000702	-2521785.434
17000	2	11	0.001185	0.000723	-2521960.836
17100	2	11	0.001213	0.000706	-2521755.774
17200	2	11	0.001172	0.000712	-2521764.585
17300	2	11	0.001182	0.000732	-2521846.797
17400	2	11	0.001172	0.000736	-2521905.580
17500	2	11	0.001187	0.000722	-2521780.566
17600	2	11	0.001176	0.000739	-2521774.026
17700	2	11	0.001179	0.000717	-2521653.926
17800	2	11	0.001169	0.000716	-2521723.257
17900	2	11	0.001187	0.000750	-2521731.880
18000	2	11	0.001154	0.000725	-2521935.214
18100	2	11	0.001162	0.000712	-2521767.301
18200	2	11	0.001154	0.000744	-2521822.576
18300	2	11	0.001150	0.000718	-2521580.316
18400	2	11	0.001183	0.000740	-2521972.720
18500	2	11	0.001156	0.000721	-2521790.257
18600	2	11	0.001155	0.000732	-2521718.593
18700	2	11	0.001154	0.000696	-2521641.546
18800	2	11	0.001150	0.000701	-2521543.182
18900	2	11	0.001163	0.000700	-2521734.373
19000	2	11	0.001175	0.000725	-2521869.116
19100	2	11	0.001182	0.000731	-2521597.031
19200	2	11	0.001177	0.000741	-2521894.425
19300	2	11	0.001126	0.000719	-2521669.210
19400	2	11	0.001144	0.000713	-2521923.195
19500	2	11	0.001164	0.000698	-2521789.690
19600	2	11	0.001147	0.000713	-2521796.733
19700	2	11	0.001172	0.000735	-2521765.552
19800	2	11	0.001144	0.000727	-2521865.871
19900	2	11	0.001123	0.000709	-2521495.320
20000	2	11	0.001150	0.000727	-2521756.554
20100	2	11	0.001170	0.000722	-2521714.707
20200	2	11	0.001144	0.000741	-2521637.125
20300	2	11	0.001134	0.000724	-2521638.027
20400	2	11	0.001117	0.000731	-2521750.140
20500	2	11	0.001136	0.000717	-2521631.884
20600	2	11	0.001142	0.000720	-2521802.418
20700	2	11	0.001134	0.000750	-2521783.460
20800	2	11	0.001174	0.000715	-2521631.932
20900	2	11	0.001169	0.000741	-2521768.217
21000	2	11	0.001145	0.000735	-2521849.557
21100	2	11	0.001146	0.000719	-2521831.344
21200	2	11	0.001176	0.000748	-2521860.026
21300	2	11	0.001161	0.000725	-2521636.647
21400	2	11	0.001171	0.000701	-2521797.319
21500	2	11	0.001171	0.000723	-2521711.897
21600	2	11	0.001167	0.000732	-2521629.778
21700	2	11	0.001162	0.000717	-2521678.052
21800	2	11	0.001155	0.000710	-2521596.925
21900	2	11	0.001196	0.000749	-2521820.449
22000	2	11	0.001158	0.000705	-2521707.145
22100	2	11	0.001139	0.000734	-2521718.909
22200	2	11	0.001150	0.000711	-2521697.589
22300	2	11	0.001154	0.000746	-2521659.570
22400	2	11	0.001174	0.000731	-2521806.895
22500	2	11	0.001152	0.000725	-2521576.946
22600	2	11	0.001135	0.000731	-2521648.578
22700	2	11	0.001164	0.000720	-2521683.262
22800	2	11	0.001141	0.000728	-2521728.276
22900	2	11	0.001160	0.000728	-2521757.579
23000	2	11	0.001144	0.000704	-2521761.432
23100	2	11	0.001164	0.000749	-2521684.971
23200	2	11	0.001138	0.000703	-2521692.763
23300	2	11	0.001154	0.000725	-2521853.679
23400	2	11	0.001142	0.000689	-2521654.390
23500	2	11	0.001135	0.000706	-2521559.030
23600	2	11	0.001151	0.000713	-2521617.480
23700	2	11	0.001138	0.000709	-2521775.559
23800	2	11	0.001185	0.000706	-2521629.484
23900	2	11	0.001163	0.000733	-2521815.644
24000	2	11	0.001172	0.000734	-2521853.908
24100	2	11	0.001152	0.000724	-2521822.295
24200	2	11	0.001173	0.000741	-2521792.036
24300	2	11	0.001134	0.000735	-2521624.891
24400	2	11	0.001107	0.000735	-2521663.707
24500	2	11	0.001133	0.000737	-2521755.875
24600	2	11	0.001148	0.000724	-2521613.526
24700	2	11	0.001183	0.000737	-2521981.604
24800	2	11	0.001171	0.000711	-2521781.401
24900	2	11	0.001190	0.000732	-2521644.374
25000	2	11	0.001150	0.000714	-2521659.614
25100	2	11	0.001164	0.000715	-2521652.936
25200	2	11	0.001161	0.000733	-2521887.676
25300	2	11	0.001162	0.000736	-2521490.073
25400	2	11	0.001152	0.000758	-2521704.270
25500	2	11	0.001147	0.000726	-2521859.565
25600	2	11	0.001149	0.000734	-2521791.242
25700	2	11	0.001160	0.000729	-2521638.752
25800	2	11	0.001186	0.000724	-2521845.906
25900	2	11	0.001180	0.000755	-2521898.426
26000	2	11	0.001174	0.000697	-2521754.728
26100	2	11	0.001188	0.000704	-2521582.492
26200	2	11	0.001128	0.000679	-2521535.318
26300	2	11	0.001190	0.000746	-2521854.218
26400	2	11	0.001179	0.000737	-2521689.025
26500	2	11	0.001136	0.000721	-2521747.626
26600	2	11	0.001165	0.000720	-2521774.836
26700	2	11	0.001176	0.000726	-2521662.704
26800	2	11	0.001150	0.000730	-2521775.706
26900	2	11	0.001155	0.000704	-2521620.148
27000	2	11	0.001169	0.000718	-2521636.426
27100	2	11	0.001187	0.000731	-2521787.047
27200	2	11	0.001165	0.000693	-2521710.191
27300	2	11	0.001137	0.000742	-2521721.627
27400	2	11	0.001145	0.000727	-2521533.388
27500	2	11	0.001166	0.000761	-2521631.293
27600	2	11	0.001142	0.000719	-2521666.563
27700	2	11	0.001149	0.000722	-2521670.102
27800	2	11	0.001180	0.000732	-2521668.749
27900	2	11	0.001152	0.000708	-2521715.387
28000	2	11	0.001166	0.000708	-2521695.186
28100	2	11	0.001181	0.000685	-2521592.186
28200	2	11	0.001184	0.000730	-2521654.630
28300	2	11	0.001137	0.000752	-2521881.195
28400	2	11	0.001132	0.000719	-2521706.684
28500	2	11	0.001133	0.000724	-2521637.225
28600	2	11	0.001145	0.000764	-2521812.817
28700	2	11	0.001177	0.000714	-2521710.141
28800	2	11	0.001177	0.000711	-2521690.023
28900	2	11	0.001178	0.000712	-2521542.640
29000	2	11	0.001168	0.000698	-2521609.228
29100	2	11	0.001176	0.000700	-2521564.845
29200	2	11	0.001156	0.000721	-2521630.544
29300	2	11	0.001175	0.000740	-2521553.188
29400	2	11	0.001178	0.000722	-2521626.579
29500	2	11	0.001121	0.000710	-2521868.213
29600	2	11	0.001161	0.000698	-2521659.773
29700	2	11	0.001128	0.000765	-2521823.231
29800	2	11	0.001161	0.000730	-2521679.379
29900	2	11	0.001146	0.000724	-2521813.599
30000	2	11	0.001122	0.000719	-2521603.774
30100	2	11	0.001144	0.000716	-2521758.397
30200	2	11	0.001195	0.000708	-2521709.157
30300	2	11	0.001145	0.000730	-2521761.122
30400	2	11	0.001149	0.000728	-2521687.543
30500	2	11	0.001176	0.000771	-2521912.607
30600	2	11	0.001159	0.000751	-2521902.907
30700	2	11	0.001182	0.000720	-2521752.138
30800	2	11	0.001182	0.000737	-2521819.699
30900	2	11	0.001159	0.000723	-2521750.464
31000	2	11	0.001169	0.000715	-2521596.259
31100	2	11	0.001186	0.000713	-2521767.532
31200	2	11	0.001121	0.000729	-2521712.180
31300	2	11	0.001130	0.000722	-2521629.112
31400	2	11	0.001146	0.000718	-2521844.655
31500	2	11	0.001143	0.000727	-2521763.416
31600	2	11	0.001136	0.000707	-2521749.577
31700	2	11	0.001138	0.000733	-2521774.463
31800	2	11	0.001145	0.000712	-2521626.629
31900	2	11	0.001156	0.000711	-2521622.220
32000	2	11	0.001184	0.000710	-2521658.108
32100	2	11	0.001198	0.000737	-2521773.292
32200	2	11	0.001139	0.000731	-2521568.820
32300	2	11	0.001165	0.000707	-2521820.966
32400	2	11	0.001162	0.000730	-2521887.012
32500	2	11	0.001125	0.000704	-2521754.492
32600	2	11	0.001144	0.000697	-2521581.136
32700	2	11	0.001149	0.000728	-2521675.941
32800	2	11	0.001145	0.000698	-2521727.889
32900	2	11	0.001172	0.000685	-2521751.228
33000	2	11	0.001125	0.000710	-2521675.068
33100	2	11	0.001180	0.000731	-2521616.367
33200	2	11	0.001177	0.000714	-2521729.609
33300	2	11	0.001193	0.000739	-2521716.887
33400	2	11	0.001194	0.000729	-2521601.776
33500	2	11	0.001194	0.000698	-2521797.132
33600	2	11	0.001162	0.000739	-2521813.203
33700	2	11	0.001163	0.000705	-2521619.254
33800	2	11	0.001193	0.000716	-2521541.102
33900	2	11	0.001167	0.000737	-2521753.960
34000	2	11	0.001161	0.000698	-2521692.947
34100	2	11	0.001175	0.000715	-2521822.299
34200	2	11	0.001152	0.000714	-2521644.483
34300	2	11	0.001168	0.000729	-2521843.840
34400	2	11	0.001181	0.000697	-2521744.878
34500	2	11	0.001153	0.000714	-2521728.826
34600	2	11	0.001136	0.000712	-2521686.431
34700	2	11	0.001139	0.000706	-2521619.081
34800	2	11	0.001158	0.000728	-2521724.043
34900	2	11	0.001154	0.000733	-2521632.648
35000	2	11	0.001148	0.000708	-2521684.800
35100	2	11	0.001187	0.000749	-2521632.023
35200	2	11	0.001182	0.000737	-2521779.614
35300	2	11	0.001206	0.000722	-2521774.382
35400	2	11	0.001173	0.000707	-2521634.632
35500	2	11	0.001171	0.000705	-2521759.322
35600	2	11	0.001151	0.000749	-2521770.278
35700	2	11	0.001160	0.000753	-2521743.355
35800	2	11	0.001193	0.000730	-2521602.177
35900	2	11	0.001183	0.000720	-2521940.519
36000	2	11	0.001180	0.000731	-2521713.809
36100	2	11	0.001148	0.000704	-2521773.328
36200	2	11	0.001149	0.000736	-2521627.479
36300	2	11	0.001126	0.000707	-2521458.821
36400	2	11	0.001156	0.000719	-2521675.135
36500	2	11	0.001156	0.000704	-2521836.377
36600	2	11	0.001161	0.000685	-2521607.734
36700	2	11	0.001172	0.000717	-2521592.081
36800	2	11	0.001175	0.000730	-2521796.477
36900	2	11	0.001130	0.000709	-2521802.947
37000	2	11	0.001147	0.000716	-2521651.102
37100	2	11	0.001140	0.000741	-2521707.635
37200	2	11	0.001125	0.000732	-2521610.065
37300	2	11	0.001160	0.000737	-2521684.020
37400	2	11	0.001169	0.000721	-2521655.232
37500	2	11	0.001159	0.000691	-2521750.228
37600	2	11	0.001185	0.000702	-2521731.786
37700	2	11	0.001134	0.000733	-2521629.958
37800	2	11	0.001133	0.000690	-2521542.684
37900	2	11	0.001183	0.000727	-2521656.755
38000	2	11	0.001162	0.000728	-2521575.000
38100	2	11	0.001170	0.000707	-2521412.013
38200	2	11	0.001163	0.000725	-2521810.676
38300	2	11	0.001157	0.000734	-2521631.243
38400	2	11	0.001132	0.000679	-2521637.734
38500	2	11	0.001189	0.000729	-2521821.827
38600	2	11	0.001163	0.000702	-2521607.964
38700	2	11	0.001168	0.000736	-2521812.454
38800	2	11	0.001166	0.000710	-2521795.210
38900	2	11	0.001183	0.000707	-2521507.291
39000	2	11	0.001200	0.000736	-2521690.415
39100	2	11	0.001162	0.000708	-2521633.618
39200	2	11	0.001194	0.000719	-2521749.724
39300	2	11	0.001186	0.000755	-2521738.247
39400	2	11	0.001176	0.000728	-2521716.112
39500	2	11	0.001169	0.000697	-2521495.731
39600	2	11	0.001160	0.000712	-2521738.396
39700	2	11	0.001165	0.000698	-2521749.493
39800	2	11	0.001179	0.000763	-2521681.779
39900	2	11	0.001178	0.000713	-2521701.399
40000	2	11	0.001185	0.000702	-2521673.421
40100	2	11	0.001153	0.000716	-2521624.361
40200	2	11	0.001163	0.000721	-2521688.784
40300	2	11	0.001138	0.000721	-2521770.145
40400	2	11	0.001183	0.000725	-2521488.100
40500	2	11	0.001152	0.000719	-2521603.909
40600	2	11	0.001173	0.000736	-2521452.463
40700	2	11	0.001161	0.000699	-2521765.798
40800	2	11	0.001165	0.000727	-2521726.402
40900	2	11	0.001153	0.000725	-2521823.971
41000	2	11	0.001154	0.000726	-2521802.888
41100	2	11	0.001171	0.000724	-2521607.658
41200	2	11	0.001207	0.000727	-2521870.667
41300	2	11	0.001180	0.000713	-2521640.452
41400	2	11	0.001194	0.000723	-2521946.757
41500	2	11	0.001163	0.000712	-2521811.834
41600	2	11	0.001208	0.000717	-2521834.397
41700	2	11	0.001181	0.000693	-2521678.434
41800	2	11	0.001154	0.000705	-2521582.207
41900	2	11	0.001133	0.000721	-2521728.664
42000	2	11	0.001159	0.000693	-2521593.597
42100	2	11	0.001159	0.000703	-2521707.797
42200	2	11	0.001170	0.000730	-2521905.212
42300	2	11	0.001181	0.000695	-2521782.051
42400	2	11	0.001183	0.000710	-2521573.779
42500	2	11	0.001160	0.000686	-2521648.688
42600	2	11	0.001153	0.000710	-2521684.874
42700	2	11	0.001151	0.000719	-2521571.092
42800	2	11	0.001163	0.000738	-2521725.947
42900	2	11	0.001123	0.000720	-2521610.257
43000	2	11	0.001159	0.000735	-2521801.191
43100	2	11	0.001159	0.000681	-2521781.283
43200	2	11	0.001146	0.000730	-2521568.072
43300	2	11	0.001122	0.000725	-2521653.882
43400	2	11	0.001129	0.000762	-2521475.065
43500	2	11	0.001161	0.000704	-2521568.165
43600	2	11	0.001179	0.000730	-2521707.550
43700	2	11	0.001189	0.000705	-2521858.186
43800	2	11	0.001144	0.000745	-2521760.221
43900	2	11	0.001140	0.000752	-2521718.889
44000	2	11	0.001176	0.000723	-2521808.913
44100	2	11	0.001179	0.000726	-2521751.033
44200	2	11	0.001147	0.000738	-2521855.054
44300	2	11	0.001172	0.000708	-2521606.124
44400	2	11	0.001150	0.000735	-2521776.131
44500	2	11	0.001161	0.000705	-2521563.485
44600	2	11	0.001159	0.000704	-2521634.803
44700	2	11	0.001148	0.000696	-2521566.882
44800	2	11	0.001125	0.000696	-2521480.170
44900	2	11	0.001121	0.000718	-2521604.127
45000	2	11	0.001142	0.000716	-2521627.546
45100	2	11	0.001143	0.000707	-2521529.370
45200	2	11	0.001150	0.000711	-2521605.883
45300	2	11	0.001141	0.000735	-2521598.064
45400	2	11	0.001158	0.000689	-2521594.947
45500	2	11	0.001157	0.000712	-2521502.201
45600	2	11	0.001153	0.000718	-2521533.999
45700	2	11	0.001182	0.000686	-2521771.236
45800	2	11	0.001167	0.000721	-2521638.491
45900	2	11	0.001089	0.000739	-2521702.493
46000	2	11	0.001142	0.000733	-2521623.364
46100	2	11	0.001173	0.000700	-2521790.440
46200	2	11	0.001159	0.000710	-2521831.051
46300	2	11	0.001194	0.000710	-2521715.043
46400	2	11	0.001157	0.000715	-2521812.229
46500	2	11	0.001167	0.000726	-2521696.189
46600	2	11	0.001122	0.000739	-2521748.149
46700	2	11	0.001141	0.000685	-2521609.574
46800	2	11	0.001135	0.000688	-2521522.961
46900	2	11	0.001174	0.000710	-2521746.514
47000	2	11	0.001184	0.000740	-2521752.783
47100	2	11	0.001165	0.000733	-2521740.844
47200	2	11	0.001195	0.000716	-2521580.726
47300	2	11	0.001158	0.000701	-2521670.984
47400	2	11	0.001180	0.000741	-2521705.531
47500	2	11	0.001196	0.000732	-2521628.658
47600	2	11	0.001166	0.000718	-2521597.890
47700	2	11	0.001176	0.000710	-2521505.655
47800	2	11	0.001180	0.000731	-2521586.149
47900	2	11	0.001158	0.000672	-2521471.659
48000	2	11	0.001173	0.000727	-2521770.384
48100	2	11	0.001158	0.000734	-2521596.579
48200	2	11	0.001130	0.000696	-2521584.278
48300	2	11	0.001151	0.000731	-2521742.033
48400	2	11	0.001192	0.000713	-2521607.856
48500	2	11	0.001161	0.000738	-2521576.189
48600	2	11	0.001147	0.000723	-2521789.899
48700	2	11	0.001149	0.000687	-2521627.145
48800	2	11	0.001114	0.000735	-2521788.773
48900	2	11	0.001137	0.000684	-2521548.836
49000	2	11	0.001174	0.000725	-2521756.592
49100	2	11	0.001149	0.000699	-2521721.817
49200	2	11	0.001133	0.000694	-2521315.685
49300	2	11	0.001149	0.000713	-2521720.267
49400	2	11	0.001178	0.000731	-2521686.287
49500	2	11	0.001175	0.000720	-2521685.624
49600	2	11	0.001140	0.000724	-2521528.094
49700	2	11	0.001157	0.000682	-2521673.905
49800	2	11	0.001134	0.000686	-2521723.528
49900	2	11	0.001141	0.000692	-2521635.007
50000	2	11	0.001156	0.000712	-2521534.029
50100	2	11	0.001166	0.000696	-2521597.909
50200	2	11	0.001171	0.000711	-2521667.587
50300	2	11	0.001142	0.000713	-2521701.157
50400	2	11	0.001122	0.000715	-2521553.244
50500	2	11	0.001133	0.000717	-2521627.052
50600	2	11	0.001130	0.000692	-2521366.154
50700	2	11	0.001169	0.000721	-2521630.214
50800	2	11	0.001202	0.000745	-2521621.089
50900	2	11	0.001197	0.000719	-2521774.537
51000	2	11	0.001174	0.000717	-2521544.428
51100	2	11	0.001137	0.000709	-2521523.718
51200	2	11	0.001137	0.000698	-2521664.990
51300	2	11	0.001147	0.000708	-2521572.172
51400	2	11	0.001161	0.000718	-2521670.696
51500	2	11	0.001142	0.000724	-2521529.231
51600	2	11	0.001148	0.000722	-2521604.684
51700	2	11	0.001170	0.000731	-2521635.808
51800	2	11	0.001145	0.000719	-2521514.522
51900	2	11	0.001151	0.000691	-2521517.808
52000	2	11	0.001153	0.000739	-2521774.285
52100	2	11	0.001140	0.000710	-2521460.821
52200	2	11	0.001169	0.000722	-2521509.981
52300	2	11	0.001170	0.000737	-2521804.211
52400	2	11	0.001134	0.000738	-2521780.810
52500	2	11	0.001144	0.000718	-2521812.158
52600	2	11	0.001157	0.000714	-2521745.776
52700	2	11	0.001159	0.000730	-2521620.846
52800	2	11	0.001156	0.000692	-2521485.589
52900	2	11	0.001178	0.000721	-2521684.784
53000	2	11	0.001186	0.000719	-2521520.604
53100	2	11	0.001163	0.000768	-2521564.165
53200	2	11	0.001181	0.000744	-2521647.377
53300	2	11	0.001143	0.000724	-2521679.670
53400	2	11	0.001181	0.000721	-2521634.281
53500	2	11	0.001165	0.000712	-2521684.772
53600	2	11	0.001140	0.000723	-2521700.953
53700	2	11	0.001178	0.000747	-2521931.369
53800	2	11	0.001186	0.000734	-2521870.343
53900	2	11	0.001156	0.000683	-2521512.223
54000	2	11	0.001176	0.000717	-2521625.817
54100	2	11	0.001159	0.000684	-2521747.211
54200	2	11	0.001152	0.000698	-2521611.774
54300	2	11	0.001128	0.000743	-2521672.851
54400	2	11	0.001176	0.000690	-2521769.831
54500	2	11	0.001172	0.000740	-2521685.902
54600	2	11	0.001172	0.000709	-2521657.407
54700	2	11	0.001167	0.000724	-2521688.998
54800	2	11	0.001159	0.000726	-2521573.342
54900	2	11	0.001181	0.000722	-2521724.749
55000	2	11	0.001130	0.000705	-2521659.605
55100	2	11	0.001150	0.000707	-2521482.740
55200	2	11	0.001147	0.000727	-2521603.351
55300	2	11	0.001176	0.000733	-2521687.514
55400	2	11	0.001187	0.000706	-2521575.924
55500	2	11	0.001170	0.000695	-2521517.891
55600	2	11	0.001153	0.000703	-2521680.360
55700	2	11	0.001160	0.000736	-2521611.767
55800	2	11	0.001223	0.000748	-2521645.574
55900	2	11	0.001184	0.000717	-2521739.627
56000	2	11	0.001154	0.000727	-2521705.420
56100	2	11	0.001200	0.000730	-2521704.423
56200	2	11	0.001163	0.000716	-2521738.685
56300	2	11	0.001179	0.000718	-2521637.280
56400	2	11	0.001140	0.000706	-2521505.190
56500	2	11	0.001155	0.000704	-2521627.374
56600	2	11	0.001162	0.000747	-2521789.154
56700	2	11	0.001135	0.000716	-2521640.838
56800	2	11	0.001157	0.000713	-2521672.943
56900	2	11	0.001132	0.000726	-2521699.341
57000	2	11	0.001151	0.000718	-2521607.604
57100	2	11	0.001173	0.000723	-2521481.103
57200	2	11	0.001161	0.000715	-2521767.695
57300	2	11	0.001175	0.000712	-2521543.375
57400	2	11	0.001153	0.000719	-2521454.595
57500	2	11	0.001158	0.000701	-2521609.118
57600	2	11	0.001126	0.000698	-2521670.070
57700	2	11	0.001157	0.000723	-2521799.532
57800	2	11	0.001168	0.000720	-2521701.950
57900	2	11	0.001173	0.000700	-2521603.834
58000	2	11	0.001180	0.000717	-2521634.486
58100	2	11	0.001177	0.000732	-2521764.622
