Gen	np	tree	tau_4EminEmyoxEsp	tau_5EmyoxEsp	lnL
100	2	11	0.001126	0.000631	-2521639.990
200	2	11	0.001105	0.000611	-2521664.408
300	2	11	0.001129	0.000603	-2521612.956
400	2	11	0.001143	0.000609	-2521405.585
500	2	11	0.001172	0.000617	-2521703.767
600	2	11	0.001152	0.000574	-2521571.108
700	2	11	0.001158	0.000600	-2521566.365
800	2	11	0.001127	0.000606	-2521523.187
900	2	11	0.001103	0.000622	-2521590.591
1000	2	11	0.001126	0.000600	-2521592.941
1100	2	11	0.001133	0.000609	-2521603.110
1200	2	11	0.001143	0.000606	-2521636.646
1300	2	11	0.001155	0.000627	-2521604.019
1400	2	11	0.001150	0.000603	-2521575.046
1500	2	11	0.001104	0.000652	-2521581.212
1600	2	11	0.001093	0.000634	-2521578.534
1700	2	11	0.001104	0.000641	-2521722.065
1800	2	11	0.001145	0.000610	-2521533.905
1900	2	11	0.001106	0.000611	-2521712.766
2000	2	11	0.001142	0.000629	-2521549.873
2100	2	11	0.001151	0.000596	-2521436.485
2200	2	11	0.001141	0.000636	-2521604.660
2300	2	11	0.001136	0.000600	-2521527.218
2400	2	11	0.001114	0.000642	-2521753.050
2500	2	11	0.001116	0.000654	-2521622.710
2600	2	11	0.001127	0.000616	-2521510.804
2700	2	11	0.001135	0.000595	-2521573.202
2800	2	11	0.001121	0.000599	-2521596.297
2900	2	11	0.001132	0.000630	-2521712.026
3000	2	11	0.001168	0.000634	-2521586.403
3100	2	11	0.001154	0.000588	-2521476.175
3200	2	11	0.001156	0.000625	-2521581.157
3300	2	11	0.001130	0.000610	-2521523.646
3400	2	11	0.001155	0.000609	-2521655.008
3500	2	11	0.001160	0.000611	-2521552.236
3600	2	11	0.001159	0.000590	-2521497.042
3700	2	11	0.001118	0.000632	-2521677.818
3800	2	11	0.001132	0.000647	-2521659.722
3900	2	11	0.001082	0.000633	-2521671.074
4000	2	11	0.001122	0.000650	-2521554.585
4100	2	11	0.001114	0.000593	-2521577.216
4200	2	11	0.001129	0.000609	-2521715.876
4300	2	11	0.001097	0.000635	-2521495.123
4400	2	11	0.001137	0.000594	-2521407.932
4500	2	11	0.001110	0.000613	-2521431.423
4600	2	11	0.001107	0.000618	-2521439.578
4700	2	11	0.001124	0.000613	-2521531.148
4800	2	11	0.001097	0.000599	-2521421.451
4900	2	11	0.001092	0.000598	-2521488.046
5000	2	11	0.001125	0.000612	-2521415.759
5100	2	11	0.001119	0.000619	-2521598.914
5200	2	11	0.001118	0.000641	-2521660.763
5300	2	11	0.001132	0.000610	-2521506.338
5400	2	11	0.001124	0.000592	-2521427.468
5500	2	11	0.001145	0.000627	-2521499.195
5600	2	11	0.001113	0.000603	-2521245.594
5700	2	11	0.001125	0.000606	-2521367.102
5800	2	11	0.001163	0.000622	-2521495.684
5900	2	11	0.001131	0.000603	-2521497.527
6000	2	11	0.001141	0.000598	-2521542.893
6100	2	11	0.001169	0.000625	-2521506.721
6200	2	11	0.001153	0.000606	-2521478.694
6300	2	11	0.001159	0.000596	-2521426.880
6400	2	11	0.001154	0.000616	-2521606.345
6500	2	11	0.001135	0.000627	-2521665.099
6600	2	11	0.001121	0.000584	-2521363.254
6700	2	11	0.001135	0.000573	-2521617.641
6800	2	11	0.001140	0.000614	-2521481.705
6900	2	11	0.001154	0.000631	-2521590.987
7000	2	11	0.001140	0.000582	-2521529.817
7100	2	11	0.001131	0.000620	-2521562.537
