Gen	np	tree	tau_4EminEmyoxEsp	tau_5EmyoxEsp	lnL
100	2	11	0.001135	0.000618	-2521704.736
200	2	11	0.001156	0.000587	-2521621.330
300	2	11	0.001153	0.000592	-2521582.120
400	2	11	0.001095	0.000600	-2521403.453
500	2	11	0.001125	0.000597	-2521435.894
600	2	11	0.001138	0.000604	-2521512.161
700	2	11	0.001115	0.000602	-2521478.163
800	2	11	0.001128	0.000567	-2521545.681
900	2	11	0.001114	0.000595	-2521457.553
1000	2	11	0.001135	0.000587	-2521442.259
1100	2	11	0.001128	0.000598	-2521505.839
1200	2	11	0.001141	0.000632	-2521519.290
1300	2	11	0.001143	0.000594	-2521460.718
1400	2	11	0.001114	0.000616	-2521603.362
1500	2	11	0.001174	0.000590	-2521460.575
1600	2	11	0.001197	0.000582	-2521538.986
1700	2	11	0.001150	0.000642	-2521593.705
1800	2	11	0.001139	0.000592	-2521498.217
1900	2	11	0.001151	0.000609	-2521521.085
2000	2	11	0.001142	0.000582	-2521345.120
2100	2	11	0.001143	0.000615	-2521512.375
2200	2	11	0.001109	0.000608	-2521488.620
2300	2	11	0.001129	0.000600	-2521414.449
2400	2	11	0.001154	0.000605	-2521456.497
2500	2	11	0.001144	0.000574	-2521380.935
2600	2	11	0.001148	0.000599	-2521376.239
2700	2	11	0.001117	0.000647	-2521596.509
2800	2	11	0.001114	0.000620	-2521557.225
2900	2	11	0.001111	0.000576	-2521513.338
3000	2	11	0.001112	0.000611	-2521475.887
3100	2	11	0.001091	0.000617	-2521400.173
3200	2	11	0.001118	0.000576	-2521292.100
3300	2	11	0.001142	0.000606	-2521528.985
3400	2	11	0.001166	0.000612	-2521574.933
3500	2	11	0.001133	0.000600	-2521417.132
3600	2	11	0.001106	0.000583	-2521333.145
3700	2	11	0.001158	0.000610	-2521572.168
3800	2	11	0.001111	0.000603	-2521347.843
3900	2	11	0.001126	0.000581	-2521465.177
4000	2	11	0.001146	0.000574	-2521388.349
4100	2	11	0.001129	0.000612	-2521513.029
4200	2	11	0.001121	0.000616	-2521493.777
4300	2	11	0.001113	0.000566	-2521527.994
4400	2	11	0.001132	0.000596	-2521360.058
4500	2	11	0.001116	0.000626	-2521559.548
4600	2	11	0.001112	0.000562	-2521364.402
4700	2	11	0.001161	0.000600	-2521527.202
4800	2	11	0.001150	0.000588	-2521332.621
4900	2	11	0.001165	0.000593	-2521326.128
5000	2	11	0.001167	0.000598	-2521483.199
5100	2	11	0.001138	0.000614	-2521592.578
5200	2	11	0.001123	0.000611	-2521453.987
5300	2	11	0.001143	0.000586	-2521495.080
5400	2	11	0.001175	0.000581	-2521366.067
5500	2	11	0.001132	0.000614	-2521428.653
5600	2	11	0.001126	0.000604	-2521588.047
5700	2	11	0.001156	0.000613	-2521649.144
5800	2	11	0.001159	0.000566	-2521343.080
5900	2	11	0.001119	0.000589	-2521445.213
6000	2	11	0.001131	0.000579	-2521356.181
6100	2	11	0.001165	0.000583	-2521438.722
6200	2	11	0.001139	0.000575	-2521608.169
6300	2	11	0.001148	0.000638	-2521544.882
6400	2	11	0.001147	0.000585	-2521280.613
6500	2	11	0.001136	0.000594	-2521573.231
6600	2	11	0.001153	0.000599	-2521333.596
6700	2	11	0.001107	0.000623	-2521562.263
6800	2	11	0.001154	0.000604	-2521487.164
6900	2	11	0.001159	0.000587	-2521358.400
7000	2	11	0.001120	0.000581	-2521418.730
7100	2	11	0.001145	0.000615	-2521390.184
7200	2	11	0.001150	0.000597	-2521440.689
7300	2	11	0.001145	0.000631	-2521474.805
7400	2	11	0.001122	0.000599	-2521526.031
7500	2	11	0.001137	0.000580	-2521529.164
7600	2	11	0.001137	0.000587	-2521482.151
7700	2	11	0.001111	0.000600	-2521535.468
7800	2	11	0.001115	0.000599	-2521455.810
7900	2	11	0.001148	0.000613	-2521557.668
8000	2	11	0.001107	0.000600	-2521417.558
8100	2	11	0.001122	0.000581	-2521519.425
8200	2	11	0.001117	0.000581	-2521596.106
8300	2	11	0.001134	0.000619	-2521330.973
8400	2	11	0.001100	0.000613	-2521477.095
8500	2	11	0.001120	0.000593	-2521563.108
8600	2	11	0.001182	0.000606	-2521681.905
8700	2	11	0.001164	0.000604	-2521444.160
8800	2	11	0.001107	0.000592	-2521432.749
8900	2	11	0.001116	0.000589	-2521357.983
9000	2	11	0.001094	0.000593	-2521365.398
9100	2	11	0.001113	0.000616	-2521442.148
9200	2	11	0.001112	0.000586	-2521240.698
9300	2	11	0.001132	0.000559	-2521340.874
9400	2	11	0.001102	0.000601	-2521425.806
9500	2	11	0.001103	0.000558	-2521357.242
9600	2	11	0.001126	0.000616	-2521473.043
9700	2	11	0.001138	0.000612	-2521505.071
9800	2	11	0.001123	0.000596	-2521363.010
9900	2	11	0.001116	0.000594	-2521468.524
10000	2	11	0.001109	0.000606	-2521486.412
10100	2	11	0.001128	0.000602	-2521433.463
10200	2	11	0.001172	0.000605	-2521604.433
10300	2	11	0.001127	0.000590	-2521575.066
10400	2	11	0.001157	0.000589	-2521382.723
10500	2	11	0.001143	0.000622	-2521364.080
10600	2	11	0.001120	0.000635	-2521587.926
10700	2	11	0.001150	0.000591	-2521390.950
10800	2	11	0.001154	0.000586	-2521374.253
10900	2	11	0.001139	0.000606	-2521341.207
11000	2	11	0.001121	0.000584	-2521354.599
11100	2	11	0.001167	0.000609	-2521597.719
11200	2	11	0.001140	0.000612	-2521304.572
11300	2	11	0.001132	0.000606	-2521499.275
11400	2	11	0.001131	0.000577	-2521579.298
11500	2	11	0.001125	0.000596	-2521428.468
11600	2	11	0.001145	0.000614	-2521560.034
11700	2	11	0.001156	0.000620	-2521555.121
11800	2	11	0.001134	0.000584	-2521501.797
11900	2	11	0.001126	0.000607	-2521443.105
12000	2	11	0.001112	0.000607	-2521494.065
12100	2	11	0.001114	0.000573	-2521357.174
12200	2	11	0.001110	0.000599	-2521382.918
12300	2	11	0.001134	0.000635	-2521273.374
12400	2	11	0.001113	0.000571	-2521364.737
12500	2	11	0.001126	0.000583	-2521491.082
12600	2	11	0.001124	0.000575	-2521356.852
12700	2	11	0.001125	0.000592	-2521306.940
12800	2	11	0.001105	0.000580	-2521451.981
12900	2	11	0.001116	0.000605	-2521439.718
13000	2	11	0.001131	0.000564	-2521256.120
13100	2	11	0.001143	0.000577	-2521247.001
13200	2	11	0.001121	0.000622	-2521409.876
13300	2	11	0.001125	0.000612	-2521494.845
13400	2	11	0.001178	0.000573	-2521519.207
13500	2	11	0.001187	0.000578	-2521707.207
13600	2	11	0.001142	0.000610	-2521513.464
13700	2	11	0.001162	0.000601	-2521513.232
13800	2	11	0.001135	0.000579	-2521311.049
13900	2	11	0.001119	0.000592	-2521471.420
14000	2	11	0.001132	0.000590	-2521495.138
14100	2	11	0.001130	0.000606	-2521490.093
14200	2	11	0.001130	0.000577	-2521389.452
14300	2	11	0.001106	0.000569	-2521250.184
14400	2	11	0.001143	0.000632	-2521574.865
14500	2	11	0.001134	0.000590	-2521461.420
14600	2	11	0.001151	0.000578	-2521408.495
14700	2	11	0.001167	0.000600	-2521562.029
14800	2	11	0.001175	0.000587	-2521439.074
14900	2	11	0.001163	0.000622	-2521500.250
15000	2	11	0.001162	0.000624	-2521712.735
15100	2	11	0.001141	0.000600	-2521179.876
15200	2	11	0.001140	0.000600	-2521439.006
15300	2	11	0.001142	0.000590	-2521381.232
15400	2	11	0.001144	0.000595	-2521360.314
15500	2	11	0.001117	0.000612	-2521550.049
15600	2	11	0.001154	0.000595	-2521430.440
15700	2	11	0.001081	0.000596	-2521452.484
15800	2	11	0.001114	0.000595	-2521259.680
15900	2	11	0.001110	0.000605	-2521373.876
16000	2	11	0.001135	0.000603	-2521410.384
16100	2	11	0.001141	0.000610	-2521475.322
16200	2	11	0.001130	0.000595	-2521321.016
16300	2	11	0.001127	0.000577	-2521574.167
16400	2	11	0.001160	0.000605	-2521521.413
16500	2	11	0.001140	0.000602	-2521517.832
16600	2	11	0.001125	0.000638	-2521247.510
16700	2	11	0.001105	0.000597	-2521294.584
16800	2	11	0.001080	0.000584	-2521176.291
16900	2	11	0.001116	0.000558	-2521405.588
17000	2	11	0.001137	0.000591	-2521572.814
17100	2	11	0.001139	0.000600	-2521411.613
17200	2	11	0.001147	0.000605	-2521317.906
17300	2	11	0.001154	0.000621	-2521575.996
17400	2	11	0.001139	0.000602	-2521392.619
17500	2	11	0.001146	0.000606	-2521498.139
17600	2	11	0.001162	0.000574	-2521415.204
17700	2	11	0.001155	0.000570	-2521374.143
17800	2	11	0.001113	0.000586	-2521403.489
17900	2	11	0.001145	0.000604	-2521525.760
18000	2	11	0.001157	0.000609	-2521621.462
18100	2	11	0.001171	0.000584	-2521542.314
18200	2	11	0.001149	0.000579	-2521364.942
18300	2	11	0.001148	0.000569	-2521432.420
18400	2	11	0.001181	0.000583	-2521523.123
18500	2	11	0.001126	0.000599	-2521388.448
18600	2	11	0.001120	0.000574	-2521433.812
18700	2	11	0.001133	0.000580	-2521447.133
18800	2	11	0.001131	0.000608	-2521256.118
18900	2	11	0.001167	0.000580	-2521579.389
19000	2	11	0.001137	0.000614	-2521391.283
19100	2	11	0.001133	0.000640	-2521442.969
19200	2	11	0.001111	0.000594	-2521304.583
19300	2	11	0.001092	0.000589	-2521301.608
19400	2	11	0.001105	0.000614	-2521341.294
19500	2	11	0.001126	0.000599	-2521609.439
19600	2	11	0.001136	0.000594	-2521324.048
19700	2	11	0.001114	0.000633	-2521449.519
19800	2	11	0.001101	0.000587	-2521212.830
19900	2	11	0.001132	0.000600	-2521471.581
20000	2	11	0.001144	0.000583	-2521423.509
20100	2	11	0.001120	0.000574	-2521271.362
20200	2	11	0.001143	0.000612	-2521462.492
20300	2	11	0.001142	0.000601	-2521360.774
20400	2	11	0.001137	0.000594	-2521476.164
20500	2	11	0.001100	0.000597	-2521298.096
20600	2	11	0.001109	0.000613	-2521489.864
20700	2	11	0.001159	0.000593	-2521400.455
20800	2	11	0.001155	0.000565	-2521523.808
20900	2	11	0.001151	0.000581	-2521518.138
21000	2	11	0.001115	0.000607	-2521568.616
21100	2	11	0.001145	0.000608	-2521490.402
21200	2	11	0.001143	0.000592	-2521412.143
21300	2	11	0.001147	0.000613	-2521544.355
21400	2	11	0.001189	0.000585	-2521472.872
21500	2	11	0.001142	0.000591	-2521510.077
21600	2	11	0.001121	0.000600	-2521576.318
21700	2	11	0.001126	0.000583	-2521336.070
21800	2	11	0.001140	0.000612	-2521424.332
21900	2	11	0.001131	0.000589	-2521552.281
22000	2	11	0.001169	0.000604	-2521361.225
22100	2	11	0.001169	0.000609	-2521604.849
22200	2	11	0.001136	0.000610	-2521398.393
22300	2	11	0.001149	0.000578	-2521547.098
22400	2	11	0.001120	0.000555	-2521401.105
22500	2	11	0.001131	0.000586	-2521513.905
22600	2	11	0.001145	0.000596	-2521388.062
22700	2	11	0.001153	0.000593	-2521408.315
22800	2	11	0.001129	0.000562	-2521449.872
22900	2	11	0.001070	0.000594	-2521461.432
23000	2	11	0.001094	0.000620	-2521582.113
23100	2	11	0.001104	0.000605	-2521493.025
23200	2	11	0.001157	0.000602	-2521505.590
23300	2	11	0.001144	0.000616	-2521572.586
23400	2	11	0.001121	0.000568	-2521490.076
23500	2	11	0.001132	0.000584	-2521501.086
23600	2	11	0.001156	0.000587	-2521215.928
23700	2	11	0.001165	0.000602	-2521381.586
23800	2	11	0.001129	0.000587	-2521480.939
23900	2	11	0.001147	0.000629	-2521567.170
24000	2	11	0.001136	0.000602	-2521414.203
24100	2	11	0.001129	0.000587	-2521441.284
24200	2	11	0.001183	0.000593	-2521456.648
24300	2	11	0.001190	0.000606	-2521515.722
24400	2	11	0.001158	0.000575	-2521517.215
24500	2	11	0.001107	0.000600	-2521490.516
24600	2	11	0.001113	0.000600	-2521427.440
24700	2	11	0.001113	0.000571	-2521311.276
24800	2	11	0.001122	0.000594	-2521319.864
24900	2	11	0.001090	0.000594	-2521255.246
25000	2	11	0.001109	0.000598	-2521472.213
25100	2	11	0.001102	0.000582	-2521332.900
25200	2	11	0.001114	0.000566	-2521228.726
25300	2	11	0.001114	0.000555	-2521315.230
25400	2	11	0.001112	0.000568	-2521186.903
25500	2	11	0.001125	0.000565	-2521240.943
25600	2	11	0.001131	0.000576	-2521497.934
25700	2	11	0.001143	0.000599	-2521526.671
25800	2	11	0.001144	0.000595	-2521408.177
25900	2	11	0.001157	0.000581	-2521437.851
26000	2	11	0.001143	0.000622	-2521451.349
26100	2	11	0.001143	0.000618	-2521347.904
26200	2	11	0.001170	0.000592	-2521558.962
26300	2	11	0.001133	0.000604	-2521479.586
26400	2	11	0.001137	0.000616	-2521556.288
26500	2	11	0.001125	0.000627	-2521574.458
26600	2	11	0.001151	0.000608	-2521506.726
26700	2	11	0.001146	0.000583	-2521451.100
26800	2	11	0.001130	0.000602	-2521501.437
26900	2	11	0.001172	0.000603	-2521563.557
27000	2	11	0.001139	0.000575	-2521240.662
27100	2	11	0.001151	0.000586	-2521567.039
27200	2	11	0.001129	0.000579	-2521267.597
27300	2	11	0.001141	0.000569	-2521363.661
27400	2	11	0.001134	0.000618	-2521414.374
27500	2	11	0.001176	0.000583	-2521420.051
27600	2	11	0.001155	0.000574	-2521310.883
27700	2	11	0.001129	0.000586	-2521479.783
27800	2	11	0.001140	0.000590	-2521401.179
27900	2	11	0.001147	0.000592	-2521539.210
28000	2	11	0.001134	0.000597	-2521441.471
28100	2	11	0.001103	0.000607	-2521295.126
28200	2	11	0.001119	0.000588	-2521335.235
28300	2	11	0.001093	0.000592	-2521267.477
28400	2	11	0.001112	0.000597	-2521518.889
28500	2	11	0.001120	0.000619	-2521329.102
28600	2	11	0.001098	0.000591	-2521532.258
28700	2	11	0.001116	0.000575	-2521375.246
28800	2	11	0.001150	0.000579	-2521369.461
28900	2	11	0.001145	0.000579	-2521263.094
29000	2	11	0.001115	0.000614	-2521373.940
29100	2	11	0.001132	0.000603	-2521427.451
29200	2	11	0.001121	0.000598	-2521379.597
29300	2	11	0.001120	0.000576	-2521310.448
