CV error (K=1): 0.95402 1_run
CV error (K=1): 0.95427 2_run
CV error (K=1): 0.95409 3_run
CV error (K=1): 0.95393 4_run
CV error (K=1): 0.95415 5_run
CV error (K=1): 0.95414 6_run
CV error (K=1): 0.95402 7_run
CV error (K=1): 0.95412 8_run
CV error (K=1): 0.95391 9_run
CV error (K=1): 0.95379 10_run
CV error (K=1): 0.95460 11_run
CV error (K=1): 0.95408 12_run
CV error (K=1): 0.95424 13_run
CV error (K=1): 0.95405 14_run
CV error (K=1): 0.95400 15_run
CV error (K=1): 0.95387 16_run
CV error (K=1): 0.95387 17_run
CV error (K=1): 0.95418 18_run
CV error (K=1): 0.95438 19_run
CV error (K=1): 0.95445 20_run
CV error (K=1): 0.95458 21_run
CV error (K=1): 0.95471 22_run
CV error (K=1): 0.95418 23_run
CV error (K=1): 0.95414 24_run
CV error (K=1): 0.95420 25_run
CV error (K=1): 0.95424 26_run
CV error (K=1): 0.95417 27_run
CV error (K=1): 0.95450 28_run
CV error (K=1): 0.95393 29_run
CV error (K=1): 0.95410 30_run
CV error (K=2): 0.40774 1_run
CV error (K=2): 0.40781 2_run
CV error (K=2): 0.40771 3_run
CV error (K=2): 0.40768 4_run
CV error (K=2): 0.40786 5_run
CV error (K=2): 0.40800 6_run
CV error (K=2): 0.40793 7_run
CV error (K=2): 0.40803 8_run
CV error (K=2): 0.40815 9_run
CV error (K=2): 0.40816 10_run
CV error (K=2): 0.40814 11_run
CV error (K=2): 0.40800 12_run
CV error (K=2): 0.40767 13_run
CV error (K=2): 0.40780 14_run
CV error (K=2): 0.40799 15_run
CV error (K=2): 0.40781 16_run
CV error (K=2): 0.40786 17_run
CV error (K=2): 0.40815 18_run
CV error (K=2): 0.40812 19_run
CV error (K=2): 0.40787 20_run
CV error (K=2): 0.40822 21_run
CV error (K=2): 0.40821 22_run
CV error (K=2): 0.40810 23_run
CV error (K=2): 0.40824 24_run
CV error (K=2): 0.40805 25_run
CV error (K=2): 0.40787 26_run
CV error (K=2): 0.40796 27_run
CV error (K=2): 0.40815 28_run
CV error (K=2): 0.40831 29_run
CV error (K=2): 0.40777 30_run
CV error (K=3): 0.24127 1_run
CV error (K=3): 0.24184 2_run
CV error (K=3): 0.24115 3_run
CV error (K=3): 0.30453 4_run
CV error (K=3): 0.24174 5_run
CV error (K=3): 0.24139 6_run
CV error (K=3): 0.24143 7_run
CV error (K=3): 0.24757 8_run
CV error (K=3): 0.30447 9_run
CV error (K=3): 0.30433 10_run
CV error (K=3): 0.24733 11_run
CV error (K=3): 0.24142 12_run
CV error (K=3): 0.24123 13_run
CV error (K=3): 0.24139 14_run
CV error (K=3): 0.24147 15_run
CV error (K=3): 0.30475 16_run
CV error (K=3): 0.24746 17_run
CV error (K=3): 0.24140 18_run
CV error (K=3): 0.24759 19_run
CV error (K=3): 0.24173 20_run
CV error (K=3): 0.24136 21_run
CV error (K=3): 0.30457 22_run
CV error (K=3): 0.24122 23_run
CV error (K=3): 0.30479 24_run
CV error (K=3): 0.24117 25_run
CV error (K=3): 0.24138 26_run
CV error (K=3): 0.24144 27_run
CV error (K=3): 0.24730 28_run
CV error (K=3): 0.24137 29_run
CV error (K=3): 0.24164 30_run
CV error (K=4): 0.13366 1_run
CV error (K=4): 0.24938 2_run
CV error (K=4): 0.13399 3_run
CV error (K=4): 0.13367 4_run
CV error (K=4): 0.13379 5_run
CV error (K=4): 0.13365 6_run
CV error (K=4): 0.13381 7_run
CV error (K=4): 0.13373 8_run
CV error (K=4): 0.13369 9_run
CV error (K=4): 0.13387 10_run
CV error (K=4): 0.30642 11_run
CV error (K=4): 0.13373 12_run
CV error (K=4): 0.13396 13_run
CV error (K=4): 0.13376 14_run
CV error (K=4): 0.24904 15_run
CV error (K=4): 0.13369 16_run
CV error (K=4): 0.13384 17_run
CV error (K=4): 0.13385 18_run
CV error (K=4): 0.13390 19_run
CV error (K=4): 0.13372 20_run
CV error (K=4): 0.13393 21_run
CV error (K=4): 0.13365 22_run
CV error (K=4): 0.13382 23_run
CV error (K=4): 0.13395 24_run
CV error (K=4): 0.26496 25_run
CV error (K=4): 0.13371 26_run
CV error (K=4): 0.13368 27_run
CV error (K=4): 0.13360 28_run
CV error (K=4): 0.13372 29_run
CV error (K=4): 0.13386 30_run
CV error (K=5): 0.13532 1_run
CV error (K=5): 0.13546 2_run
CV error (K=5): 0.13540 3_run
CV error (K=5): 0.09566 4_run
CV error (K=5): 0.09580 5_run
CV error (K=5): 0.13552 6_run
CV error (K=5): 0.13548 7_run
CV error (K=5): 0.09569 8_run
CV error (K=5): 0.09575 9_run
CV error (K=5): 0.13529 10_run
CV error (K=5): 0.13540 11_run
CV error (K=5): 0.09577 12_run
CV error (K=5): 0.13549 13_run
CV error (K=5): 0.13525 14_run
CV error (K=5): 0.09581 15_run
CV error (K=5): 0.13570 16_run
CV error (K=5): 0.09609 17_run
CV error (K=5): 0.09589 18_run
CV error (K=5): 0.13549 19_run
CV error (K=5): 0.13555 20_run
CV error (K=5): 0.13530 21_run
CV error (K=5): 0.13537 22_run
CV error (K=5): 0.13530 23_run
CV error (K=5): 0.09556 24_run
CV error (K=5): 0.09576 25_run
CV error (K=5): 0.13531 26_run
CV error (K=5): 0.13534 27_run
CV error (K=5): 0.09577 28_run
CV error (K=5): 0.09600 29_run
CV error (K=5): 0.13539 30_run
CV error (K=6): 0.09714 1_run
CV error (K=6): 0.09730 2_run
CV error (K=6): 0.09733 3_run
CV error (K=6): 0.09754 4_run
CV error (K=6): 0.09720 5_run
CV error (K=6): 0.09728 6_run
CV error (K=6): 0.09782 7_run
CV error (K=6): 0.09728 8_run
CV error (K=6): 0.09744 9_run
CV error (K=6): 0.09736 10_run
CV error (K=6): 0.09773 11_run
CV error (K=6): 0.09726 12_run
CV error (K=6): 0.09762 13_run
CV error (K=6): 0.09753 14_run
CV error (K=6): 0.09762 15_run
CV error (K=6): 0.09746 16_run
CV error (K=6): 0.09723 17_run
CV error (K=6): 0.09733 18_run
CV error (K=6): 0.09730 19_run
CV error (K=6): 0.09753 20_run
CV error (K=6): 0.09752 21_run
CV error (K=6): 0.09771 22_run
CV error (K=6): 0.09757 23_run
CV error (K=6): 0.09692 24_run
CV error (K=6): 0.09752 25_run
CV error (K=6): 0.09731 26_run
CV error (K=6): 0.09729 27_run
CV error (K=6): 0.09745 28_run
CV error (K=6): 0.09728 29_run
CV error (K=6): 0.09747 30_run
CV error (K=7): 0.09930 1_run
CV error (K=7): 0.09957 2_run
CV error (K=7): 0.09929 3_run
CV error (K=7): 0.10107 4_run
CV error (K=7): 0.10188 5_run
CV error (K=7): 0.09981 6_run
CV error (K=7): 0.10112 7_run
CV error (K=7): 0.10100 8_run
CV error (K=7): 0.09888 9_run
CV error (K=7): 0.09891 10_run
CV error (K=7): 0.10030 11_run
CV error (K=7): 0.10198 12_run
CV error (K=7): 0.10245 13_run
CV error (K=7): 0.10269 14_run
CV error (K=7): 0.10070 15_run
CV error (K=7): 0.10051 16_run
CV error (K=7): 0.09981 17_run
CV error (K=7): 0.09884 18_run
CV error (K=7): 0.09981 19_run
CV error (K=7): 0.09964 20_run
CV error (K=7): 0.09927 21_run
CV error (K=7): 0.10102 22_run
CV error (K=7): 0.10071 23_run
CV error (K=7): 0.09953 24_run
CV error (K=7): 0.09903 25_run
CV error (K=7): 0.09923 26_run
CV error (K=7): 0.10252 27_run
CV error (K=7): 0.09987 28_run
CV error (K=7): 0.09912 29_run
CV error (K=7): 0.10106 30_run
CV error (K=8): 0.10478 1_run
CV error (K=8): 0.10536 2_run
CV error (K=8): 0.10272 3_run
CV error (K=8): 0.10153 4_run
CV error (K=8): 0.10220 5_run
CV error (K=8): 0.10223 6_run
CV error (K=8): 0.10211 7_run
CV error (K=8): 0.10433 8_run
CV error (K=8): 0.10536 9_run
CV error (K=8): 0.10451 10_run
CV error (K=8): 0.10200 11_run
CV error (K=8): 0.10412 12_run
CV error (K=8): 0.10199 13_run
CV error (K=8): 0.10407 14_run
CV error (K=8): 0.10209 15_run
CV error (K=8): 0.10219 16_run
CV error (K=8): 0.10251 17_run
CV error (K=8): 0.10187 18_run
CV error (K=8): 0.10331 19_run
CV error (K=8): 0.10299 20_run
CV error (K=8): 0.10195 21_run
CV error (K=8): 0.10202 22_run
CV error (K=8): 0.10265 23_run
CV error (K=8): 0.10806 24_run
CV error (K=8): 0.10264 25_run
CV error (K=8): 0.10156 26_run
CV error (K=8): 0.10704 27_run
CV error (K=8): 0.10213 28_run
CV error (K=8): 0.10101 29_run
